concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_book_learning,daily,leisure,basic,"home,school",description,"새로 산 책을 읽고 있어요.","I'm reading a newly bought book.","新しく買った本を読んでいます。","我在读新买的书。","Estoy leyendo un libro recién comprado.",책,book,本,书,libro
daily_clothes_wear,daily,clothing,basic,"home,shopping",description,"오늘은 따뜻한 옷을 입었어요.","I wore warm clothes today.","今日は暖かい服を着ました。","今天我穿了暖和的衣服。","Hoy me puse ropa abrigada.",옷,clothes,服,衣服,ropa
daily_weather_nature,daily,weather_talk,basic,"casual,public",description,"오늘 날씨가 정말 좋네요!","The weather is really nice today!","今日は本当に天気がいいですね！","今天天气真好！","¡El clima está realmente bueno hoy!",날씨,weather,天気,天气,clima
daily_phone_communication,daily,communication,intermediate,"casual,online",description,"핸드폰으로 친구와 영상통화를 했어요.","I had a video call with a friend on my phone.","携帯電話で友達とビデオ通話をしました。","我用手机和朋友视频通话。","Hice una videollamada con un amigo por teléfono.",핸드폰,phone,携帯電話,手机,teléfono
daily_time_schedule,daily,time,intermediate,"formal,work",description,"회의 시간을 다시 확인해 주세요.","Please confirm the meeting time again.","会議の時間を再確認してください。","请再次确认会议时间。","Por favor confirma la hora de la reunión otra vez.",시간,time,時間,时间,tiempo
daily_money_finance,daily,personal_care,intermediate,"formal,shopping",description,"용돈을 모아서 새 가방을 샀어요.","I saved my allowance and bought a new bag.","お小遣いを貯めて新しいバッグを買いました。","我攒了零花钱买了新包。","Ahorré mi mesada y compré una nueva cartera.",돈,money,お金,钱,dinero
daily_work_activity,daily,routine,intermediate,"formal,work",description,"새로운 프로젝트 일을 시작했어요.","I started working on a new project.","新しいプロジェクトの仕事を始めました。","我开始了新项目的工作。","Empecé a trabajar en un nuevo proyecto.",일,work,仕事,工作,trabajo
daily_car_transportation,daily,transportation,intermediate,"casual,travel",description,"차로 여행을 떠날 예정이에요.","I'm planning to go on a trip by car.","車で旅行に出かける予定です。","我计划开车去旅行。","Planeo irme de viaje en coche.",차,car,車,汽车,coche
daily_room_space,daily,household,basic,"home,casual",description,"제 방을 새로 꾸몄어요.","I redecorated my room.","私の部屋を新しく飾りました。","我重新装饰了我的房间。","Redecoré mi habitación.",방,room,部屋,房间,habitación
daily_love_emotion,daily,emotions,intermediate,"social,casual",emotion,"가족에 대한 사랑이 깊어요.","My love for my family is deep.","家族への愛が深いです。","我对家人的爱很深。","Mi amor por la familia es profundo.",사랑,love,愛,爱,amor
daily_study_learning,daily,routine,intermediate,"school,home",description,"내일 시험을 위해 열심히 공부하고 있어요.","I'm studying hard for tomorrow's exam.","明日の試験のために一生懸命勉強しています。","我在为明天的考试努力学习。","Estoy estudiando duro para el examen de mañana.",공부,study,勉強,学习,estudio
daily_game_leisure,daily,leisure,basic,"casual,home",description,"주말에 친구들과 보드게임을 했어요.","I played board games with friends on the weekend.","週末に友達とボードゲームをしました。","我周末和朋友玩了桌游。","Jugué juegos de mesa con amigos el fin de semana.",게임,game,ゲーム,游戏,juego
daily_shopping_activity,daily,shopping,intermediate,"casual,shopping",description,"마트에서 일주일치 식료품을 샀어요.","I bought a week's worth of groceries at the mart.","マートで一週間分の食料品を買いました。","我在超市买了一周的食品。","Compré comestibles para una semana en el supermercado.",쇼핑,shopping,ショッピング,购物,compras
daily_music_entertainment,daily,leisure,basic,"casual,social",description,"좋아하는 음악을 들으며 산책했어요.","I took a walk while listening to my favorite music.","好きな音楽を聞きながら散歩しました。","我边听喜欢的音乐边散步。","Di un paseo escuchando mi música favorita.",음악,music,音楽,音乐,música
daily_exercise_health,daily,personal_care,intermediate,"casual,public",description,"매일 30분씩 운동하려고 해요.","I try to exercise for 30 minutes every day.","毎日30分ずつ運動しようとしています。","我试着每天锻炼30分钟。","Trato de hacer ejercicio 30 minutos todos los días.",운동,exercise,運動,运动,ejercicio
daily_computer_technology,daily,communication,intermediate,"work,online",description,"컴퓨터로 온라인 수업을 들었어요.","I took an online class on the computer.","コンピューターでオンライン授業を受けました。","我用电脑上了网课。","Tomé una clase en línea en la computadora.",컴퓨터,computer,コンピューター,电脑,computadora
daily_tea_drink,daily,household,basic,"casual,home",description,"따뜻한 차를 마시며 책을 읽어요.","I read a book while drinking warm tea.","温かいお茶を飲みながら本を読みます。","我边喝热茶边看书。","Leo un libro mientras bebo té caliente.",차,tea,茶,茶,té
daily_walk_activity,daily,leisure,basic,"casual,public",description,"강아지와 함께 공원에서 산책해요.","I take a walk in the park with my dog.","犬と一緒に公園で散歩します。","我和狗狗一起在公园散步。","Paseo en el parque con mi perro.",산책,walk,散歩,散步,paseo
daily_birthday_celebration,daily,relationships,intermediate,"social,casual",description,"친구의 생일파티에 참석했어요.","I attended my friend's birthday party.","友達の誕生日パーティーに参加しました。","我参加了朋友的生日聚会。","Asistí a la fiesta de cumpleaños de mi amigo.",생일,birthday,誕生日,生日,cumpleaños
daily_dream_sleep,daily,emotions,intermediate,"home,casual",description,"어젯밤에 재미있는 꿈을 꿨어요.","I had an interesting dream last night.","昨夜面白い夢を見ました。","昨晚我做了一个有趣的梦。","Tuve un sueño interesante anoche.",꿈,dream,夢,梦,sueño
daily_gift_surprise,daily,relationships,intermediate,"social,casual",description,"어머니의 생신에 선물을 드렸어요.","I gave my mother a gift on her birthday.","母の誕生日にプレゼントを差し上げました。","我在妈妈生日时送了礼物。","Le di un regalo a mi madre en su cumpleaños.",선물,gift,プレゼント,礼物,regalo
daily_cooking_activity,daily,household,intermediate,"home,casual",description,"주말에 새로운 요리를 배워봤어요.","I tried learning a new dish on the weekend.","週末に新しい料理を習ってみました。","我周末试着学了新菜。","Traté de aprender un plato nuevo el fin de semana.",요리,cooking,料理,烹饪,cocina
daily_news_information,daily,communication,intermediate,"formal,public",description,"아침에 뉴스를 보며 하루를 시작해요.","I start my day by watching the news in the morning.","朝にニュースを見て一日を始めます。","我早上看新闻开始一天。","Empiezo mi día viendo las noticias por la mañana.",뉴스,news,ニュース,新闻,noticias
daily_hobby_interest,daily,leisure,intermediate,"casual,home",description,"새로운 취미로 그림 그리기를 시작했어요.","I started drawing as a new hobby.","新しい趣味として絵を描くことを始めました。","我开始画画作为新爱好。","Empecé a dibujar como nuevo pasatiempo.",취미,hobby,趣味,爱好,pasatiempo
daily_language_communication,daily,communication,advanced,"formal,school",description,"외국어를 공부해서 다른 문화를 이해하고 싶어요.","I want to study foreign languages to understand other cultures.","外国語を勉強して他の文化を理解したいです。","我想学习外语来了解其他文化。","Quiero estudiar idiomas extranjeros para entender otras culturas.",언어,language,言語,语言,idioma
daily_memory_mind,daily,emotions,advanced,"casual,social",description,"어린 시절의 추억을 친구와 나누었어요.","I shared childhood memories with a friend.","子供の頃の思い出を友達と分かち合いました。","我和朋友分享了童年回忆。","Compartí recuerdos de la infancia con un amigo.",기억,memory,記憶,记忆,memoria
daily_health_wellness,daily,personal_care,intermediate,"formal,medical",description,"정기적인 건강검진을 받으러 병원에 갔어요.","I went to the hospital for a regular health checkup.","定期的な健康診断を受けに病院に行きました。","我去医院做定期体检。","Fui al hospital para un chequeo médico regular.",건강,health,健康,健康,salud
daily_cleaning_household,daily,household,intermediate,"home,casual",description,"온 가족이 함께 대청소를 했어요.","The whole family did a big cleaning together.","家族全員で大掃除をしました。","全家一起大扫除。","Toda la familia hizo una gran limpieza juntos.",청소,cleaning,掃除,清洁,limpieza
daily_calendar_schedule,daily,time,intermediate,"formal,work",description,"중요한 약속을 달력에 표시해 두었어요.","I marked important appointments on the calendar.","重要な約束をカレンダーに印をつけておきました。","我在日历上标记了重要约会。","Marqué citas importantes en el calendario.",달력,calendar,カレンダー,日历,calendario
daily_vacation_travel,daily,leisure,intermediate,"casual,travel",description,"여름 휴가로 제주도에 다녀왔어요.","I went to Jeju Island for summer vacation.","夏休みに済州島に行ってきました。","我暑假去了济州岛。","Fui a la isla de Jeju en las vacaciones de verano.",휴가,vacation,休暇,假期,vacaciones
daily_morning_routine,daily,routine,basic,"home,casual",description,"매일 아침 같은 시간에 일어나는 습관이 있어요.","I have a habit of waking up at the same time every morning.","毎朝同じ時間に起きる習慣があります。","我有每天早上同一时间起床的习惯。","Tengo el hábito de despertarme a la misma hora todas las mañanas.",아침,morning,朝,早上,mañana
daily_evening_time,daily,routine,basic,"home,casual",description,"저녁에는 가족과 함께 TV를 봐요.","I watch TV with my family in the evening.","夕方には家族と一緒にテレビを見ます。","我晚上和家人一起看电视。","Veo TV con mi familia por la tarde.",저녁,evening,夕方,晚上,tarde
daily_weekend_leisure,daily,leisure,basic,"casual,home",description,"이번 주말에는 영화를 보러 갈 예정이에요.","I'm planning to go see a movie this weekend.","今度の週末は映画を見に行く予定です。","我计划这个周末去看电影。","Planeo ir a ver una película este fin de semana.",주말,weekend,週末,周末,fin de semana
daily_happiness_emotion,daily,emotions,intermediate,"social,casual",emotion,"친구들과 함께 있을 때 가장 행복해요.","I'm happiest when I'm with friends.","友達と一緒にいる時が一番幸せです。","和朋友在一起时我最幸福。","Soy más feliz cuando estoy con amigos.",행복,happiness,幸せ,幸福,felicidad
daily_stress_emotion,daily,emotions,intermediate,"work,formal",emotion,"시험 기간에는 스트레스를 많이 받아요.","I feel a lot of stress during exam period.","試験期間はストレスをたくさん感じます。","考试期间我感到很大压力。","Siento mucho estrés durante el período de exámenes.",스트레스,stress,ストレス,压力,estrés
daily_tired_feeling,daily,emotions,basic,"casual,home",emotion,"오늘 하루 종일 바빠서 정말 피곤해요.","I'm really tired because I was busy all day today.","今日一日中忙しくて本当に疲れました。","今天一整天都很忙，真的很累。","Estoy realmente cansado porque estuve ocupado todo el día hoy.",피곤,tired,疲れた,累,cansado
daily_hungry_feeling,daily,emotions,basic,"casual,home",emotion,"아침을 못 먹어서 배가 고파요.","I'm hungry because I didn't eat breakfast.","朝食を食べられなくてお腹がすいています。","我没吃早饭所以饿了。","Tengo hambre porque no desayuné.",배고픔,hunger,空腹,饿,hambre
daily_thirsty_feeling,daily,emotions,basic,"casual,home",emotion,"운동을 많이 해서 목이 말라요.","I'm thirsty because I exercised a lot.","たくさん運動したので喉が渇きます。","我运动了很多所以渴了。","Tengo sed porque hice mucho ejercicio.",목마름,thirst,喉の渇き,渴,sed
daily_cold_weather,daily,weather_talk,basic,"casual,public",description,"겨울 날씨가 너무 추워서 코트를 입었어요.","The winter weather is so cold that I wore a coat.","冬の天気がとても寒くてコートを着ました。","冬天天气太冷了，我穿了外套。","El clima de invierno está tan frío que me puse un abrigo.",추위,cold,寒さ,冷,frío
daily_hot_weather,daily,weather_talk,basic,"casual,public",description,"여름 날씨가 너무 더워서 에어컨을 틀었어요.","The summer weather is so hot that I turned on the air conditioner.","夏の天気がとても暑くてエアコンをつけました。","夏天天气太热了，我开了空调。","El clima de verano está tan caluroso que encendí el aire acondicionado.",더위,heat,暑さ,热,calor
daily_rain_weather,daily,weather_talk,basic,"casual,public",description,"갑자기 비가 와서 우산을 펴야 했어요.","It suddenly rained so I had to open my umbrella.","急に雨が降ったので傘を開かなければなりませんでした。","突然下雨了，我不得不撑伞。","Llovió de repente así que tuve que abrir mi paraguas.",비,rain,雨,雨,lluvia
daily_sun_weather,daily,weather_talk,basic,"casual,public",description,"해가 밝게 떠서 기분이 좋아졌어요.","The sun is shining brightly so I feel good.","太陽が明るく輝いているので気分が良くなりました。","太阳照得很亮，我心情变好了。","El sol está brillando intensamente así que me siento bien.",해,sun,太陽,太阳,sol
