concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_dream_sleep,daily,emotions,intermediate,"home,casual",description,꿈 표현,꿈을 + 동사,꿈과 상상에 관한 표현,꿈을 아름답게 꿉니다,Dream Expression,Dream + verb,Expression about dreams and imagination,I dream beautifully,夢表現,夢を + 動詞,夢と想像に関する表現,夢を美しく見ます,梦境表达,做梦 + 动词,关于梦和想象的表达,我美丽地做梦,Expresión de sueño,Sueño + verbo,Expresión sobre sueños e imaginación,Sueño hermosamente,꿈,dream,夢,梦,sueño
daily_gift_surprise,daily,relationships,intermediate,"social,casual",description,선물 표현,선물을 + 동사,선물과 증정에 관한 표현,선물을 정성스럽게 줍니다,Gift Expression,Gift + verb,Expression about gifts and giving,I give gifts thoughtfully,プレゼント表現,プレゼントを + 動詞,プレゼントと贈呈に関する表現,プレゼントを心を込めて渡します,礼物表达,送礼物 + 动词,关于礼物和赠送的表达,我用心地送礼物,Expresión de regalo,Regalo + verbo,Expresión sobre regalos y dar,Doy regalos consideradamente,선물,gift,プレゼント,礼物,regalo
daily_cooking_activity,daily,household,intermediate,"home,casual",description,요리 표현,요리를 + 동사,요리와 음식 준비 표현,요리를 정성스럽게 합니다,Cooking Expression,Cooking + verb,Expression for cooking and food preparation,I cook carefully,料理表現,料理を + 動詞,料理と食事準備表現,料理を丁寧にします,烹饪表达,做菜 + 动词,烹饪和食物准备的表达,我用心地做菜,Expresión de cocina,Cocina + verbo,Expresión para cocinar y preparar comida,Cocino cuidadosamente,요리,cooking,料理,烹饪,cocina
daily_news_information,daily,communication,intermediate,"formal,public",description,뉴스 시청 표현,뉴스를 + 동사,뉴스와 정보 습득 표현,뉴스를 관심있게 봅니다,News Watching Expression,News + verb,Expression for news and information gathering,I watch news with interest,ニュース視聴表現,ニュースを + 動詞,ニュースと情報習得表現,ニュースを興味深く見ます,新闻观看表达,看新闻 + 动词,新闻和信息获取的表达,我有兴趣地看新闻,Expresión de ver noticias,Noticias + verbo,Expresión para noticias y recopilación de información,Veo noticias con interés,뉴스,news,ニュース,新闻,noticias
daily_hobby_interest,daily,leisure,intermediate,"casual,home",description,취미 활동 표현,취미를 + 동사,취미와 관심사 표현,취미를 즐겁게 합니다,Hobby Activity Expression,Hobby + verb,Expression for hobbies and interests,I enjoy hobbies,趣味活動表現,趣味を + 動詞,趣味と関心事表現,趣味を楽しくします,爱好活动表达,兴趣爱好 + 动词,兴趣爱好和关心事的表达,我愉快地进行爱好,Expresión de actividad de pasatiempo,Pasatiempo + verbo,Expresión para pasatiempos e intereses,Disfruto pasatiempos,취미,hobby,趣味,爱好,pasatiempo
daily_language_communication,daily,communication,advanced,"formal,school",description,언어 학습 표현,언어를 + 동사,언어 학습과 소통 표현,언어를 열심히 배웁니다,Language Learning Expression,Language + verb,Expression for language learning and communication,I learn languages diligently,言語学習表現,言語を + 動詞,言語学習とコミュニケーション表現,言語を一生懸命学びます,语言学习表达,学语言 + 动词,语言学习和交流的表达,我努力学习语言,Expresión de aprendizaje de idiomas,Idioma + verbo,Expresión para aprendizaje de idiomas y comunicación,Aprendo idiomas diligentemente,언어,language,言語,语言,idioma
daily_memory_mind,daily,emotions,advanced,"casual,social",description,기억 표현,기억을 + 동사,기억과 추억에 관한 표현,기억을 소중히 간직합니다,Memory Expression,Memory + verb,Expression about memory and recollection,I cherish memories,記憶表現,記憶を + 動詞,記憶と思い出に関する表現,記憶を大切に保ちます,记忆表达,记忆 + 动词,关于记忆和回忆的表达,我珍贵地保存记忆,Expresión de memoria,Memoria + verbo,Expresión sobre memoria y recuerdo,Atesoro memorias,기억,memory,記憶,记忆,memoria
daily_health_wellness,daily,personal_care,intermediate,"formal,medical",description,건강 관리 표현,건강을 + 동사,건강과 웰빙 관리 표현,건강을 꾸준히 관리합니다,Health Management Expression,Health + verb,Expression for health and wellness management,I manage health consistently,健康管理表現,健康を + 動詞,健康とウェルビーイング管理表現,健康を継続的に管理します,健康管理表达,健康 + 动词,健康和福祉管理的表达,我持续地管理健康,Expresión de gestión de salud,Salud + verbo,Expresión para gestión de salud y bienestar,Manejo la salud consistentemente,건강,health,健康,健康,salud
daily_cleaning_household,daily,household,intermediate,"home,casual",description,청소 표현,청소를 + 동사,청소와 정리 정돈 표현,청소를 깔끔하게 합니다,Cleaning Expression,Cleaning + verb,Expression for cleaning and organizing,I clean neatly,掃除表現,掃除を + 動詞,掃除と整理整頓表現,掃除をきれいにします,清洁表达,打扫 + 动词,清洁和整理的表达,我整洁地打扫,Expresión de limpieza,Limpieza + verbo,Expresión para limpiar y organizar,Limpio ordenadamente,청소,cleaning,掃除,清洁,limpieza
daily_calendar_schedule,daily,time,intermediate,"formal,work",description,일정 관리 표현,달력에 + 동사,달력과 일정 관리 표현,달력에 계획을 적습니다,Schedule Management Expression,On calendar + verb,Expression for calendar and schedule management,I write plans on calendar,スケジュール管理表現,カレンダーに + 動詞,カレンダーとスケジュール管理表現,カレンダーに計画を書きます,日程管理表达,在日历上 + 动词,日历和日程管理的表达,我在日历上写计划,Expresión de gestión de horario,En calendario + verbo,Expresión para gestión de calendario y horario,Escribo planes en el calendario,달력,calendar,カレンダー,日历,calendario
daily_vacation_travel,daily,leisure,intermediate,"casual,travel",description,휴가 표현,휴가를 + 동사,휴가와 여행 계획 표현,휴가를 즐겁게 보냅니다,Vacation Expression,Vacation + verb,Expression for vacation and travel planning,I spend vacation enjoyably,休暇表現,休暇を + 動詞,休暇と旅行計画表現,休暇を楽しく過ごします,假期表达,度假 + 动词,假期和旅行计划的表达,我愉快地度假,Expresión de vacaciones,Vacaciones + verbo,Expresión para vacaciones y planificación de viajes,Paso vacaciones agradablemente,휴가,vacation,休暇,假期,vacaciones
daily_morning_routine,daily,routine,basic,"home,casual",description,아침 루틴 표현,아침에 + 동사,아침 일과와 습관 표현,아침에 일찍 일어나는 습관이 있습니다,Morning Routine Expression,In the morning + verb,Expression for morning routine and habits,I have a habit of waking up early in the morning,朝のルーチン表現,朝に + 動詞,朝の日課と習慣表現,朝早く起きる習慣があります,晨间例行表达,早上 + 动词,早晨例行公事和习惯的表达,我有早上早起的习惯,Expresión de rutina matutina,Por la mañana + verbo,Expresión para rutina matutina y hábitos,Tengo el hábito de levantarme temprano por la mañana,아침,morning,朝,早上,mañana
daily_evening_time,daily,routine,basic,"home,casual",description,저녁 시간 표현,저녁에 + 동사,저녁 시간과 활동 표현,저녁에 가족과 시간을 보냅니다,Evening Time Expression,In the evening + verb,Expression for evening time and activities,I spend time with family in the evening,夕方時間表現,夕方に + 動詞,夕方の時間と活動表現,夕方に家族と時間を過ごします,晚间时间表达,晚上 + 动词,晚上时间和活动的表达,我晚上和家人度过时间,Expresión de tiempo vespertino,Por la tarde + verbo,Expresión para tiempo vespertino y actividades,Paso tiempo con la familia por la tarde,저녁,evening,夕方,晚上,tarde
daily_weekend_leisure,daily,leisure,basic,"casual,home",description,주말 표현,주말에 + 동사,주말과 여가 활동 표현,주말에 영화를 봅니다,Weekend Expression,On weekend + verb,Expression for weekend and leisure activities,I watch movies on weekends,週末表現,週末に + 動詞,週末と余暇活動表現,週末に映画を見ます,周末表达,周末 + 动词,周末和休闲活动的表达,我周末看电影,Expresión de fin de semana,En fin de semana + verbo,Expresión para fin de semana y actividades de ocio,Veo películas los fines de semana,주말,weekend,週末,周末,fin de semana
daily_happiness_emotion,daily,emotions,intermediate,"social,casual",emotion,행복 표현,행복을 + 동사,행복과 기쁨을 나타내는 표현,행복을 마음껏 느낍니다,Happiness Expression,Happiness + verb,Expression showing happiness and joy,I feel happiness to the fullest,幸せ表現,幸せを + 動詞,幸せと喜びを表す表現,幸せを心から感じます,幸福表达,幸福 + 动词,表示幸福和喜悦的表达,我尽情地感受幸福,Expresión de felicidad,Felicidad + verbo,Expresión que muestra felicidad y alegría,Siento felicidad al máximo,행복,happiness,幸せ,幸福,felicidad
daily_stress_emotion,daily,emotions,intermediate,"work,formal",emotion,스트레스 표현,스트레스를 + 동사,스트레스와 압박감 표현,스트레스를 잘 관리합니다,Stress Expression,Stress + verb,Expression for stress and pressure,I manage stress well,ストレス表現,ストレスを + 動詞,ストレスと圧迫感表現,ストレスをよく管理します,压力表达,压力 + 动词,压力和紧张感的表达,我很好地管理压力,Expresión de estrés,Estrés + verbo,Expresión para estrés y presión,Manejo el estrés bien,스트레스,stress,ストレス,压力,estrés
daily_tired_feeling,daily,emotions,basic,"casual,home",emotion,피로 표현,피곤할 때 + 동사,피로와 지침을 나타내는 표현,피곤할 때 충분히 쉽니다,Tiredness Expression,When tired + verb,Expression showing fatigue and exhaustion,I rest sufficiently when tired,疲労表現,疲れた時 + 動詞,疲労と疲れを表す表現,疲れた時十分に休みます,疲劳表达,累的时候 + 动词,表示疲劳和疲倦的表达,累的时候我充分休息,Expresión de cansancio,Cuando cansado + verbo,Expresión que muestra fatiga y agotamiento,Descanso suficientemente cuando estoy cansado,피곤,tired,疲れた,累,cansado
daily_hungry_feeling,daily,emotions,basic,"casual,home",emotion,배고픔 표현,배고플 때 + 동사,배고픔과 식욕 표현,배고플 때 음식을 먹습니다,Hunger Expression,When hungry + verb,Expression for hunger and appetite,I eat food when hungry,空腹表現,お腹がすいた時 + 動詞,空腹と食欲表現,お腹がすいた時食べ物を食べます,饥饿表达,饿的时候 + 动词,饥饿和食欲的表达,饿的时候我吃食物,Expresión de hambre,Cuando hambriento + verbo,Expresión para hambre y apetito,Como comida cuando tengo hambre,배고픔,hunger,空腹,饿,hambre
daily_thirsty_feeling,daily,emotions,basic,"casual,home",emotion,목마름 표현,목마를 때 + 동사,목마름과 갈증 표현,목마를 때 물을 마십니다,Thirst Expression,When thirsty + verb,Expression for thirst and dehydration,I drink water when thirsty,喉の渇き表現,喉が渇いた時 + 動詞,喉の渇きと渇きの表現,喉が渇いた時水を飲みます,口渴表达,渴的时候 + 动词,口渴和干渴的表达,渴的时候我喝水,Expresión de sed,Cuando sediento + verbo,Expresión para sed y deshidratación,Bebo agua cuando tengo sed,목마름,thirst,喉の渇き,渴,sed
daily_cold_weather,daily,weather_talk,basic,"casual,public",description,추위 표현,추울 때 + 동사,추위와 한랭감 표현,추울 때 따뜻한 옷을 입습니다,Cold Expression,When cold + verb,Expression for coldness and chill,I wear warm clothes when cold,寒さ表現,寒い時 + 動詞,寒さと寒冷感表現,寒い時暖かい服を着ます,寒冷表达,冷的时候 + 动词,寒冷和严寒感的表达,冷的时候我穿暖和的衣服,Expresión de frío,Cuando frío + verbo,Expresión para frialdad y fresco,Uso ropa abrigada cuando hace frío,추위,cold,寒さ,冷,frío
daily_hot_weather,daily,weather_talk,basic,"casual,public",description,더위 표현,더울 때 + 동사,더위와 열감 표현,더울 때 시원한 곳을 찾습니다,Heat Expression,When hot + verb,Expression for heat and warmth,I look for cool places when hot,暑さ表現,暑い時 + 動詞,暑さと熱感表現,暑い時涼しい所を探します,炎热表达,热的时候 + 动词,炎热和热感的表达,热的时候我找凉快的地方,Expresión de calor,Cuando caluroso + verbo,Expresión para calor y calidez,Busco lugares frescos cuando hace calor,더위,heat,暑さ,热,calor
daily_rain_weather,daily,weather_talk,basic,"casual,public",description,비 표현,비가 올 때 + 동사,비와 강수 표현,비가 올 때 우산을 씁니다,Rain Expression,When raining + verb,Expression for rain and precipitation,I use an umbrella when raining,雨表現,雨が降る時 + 動詞,雨と降水表現,雨が降る時傘を使います,下雨表达,下雨的时候 + 动词,下雨和降水的表达,下雨的时候我用雨伞,Expresión de lluvia,Cuando llueve + verbo,Expresión para lluvia y precipitación,Uso paraguas cuando llueve,비,rain,雨,雨,lluvia
daily_sun_weather,daily,weather_talk,basic,"casual,public",description,햇빛 표현,해가 날 때 + 동사,햇빛과 맑은 날씨 표현,해가 날 때 밖에서 놉니다,Sunshine Expression,When sunny + verb,Expression for sunshine and clear weather,I play outside when sunny,太陽表現,晴れた時 + 動詞,太陽と晴天表現,晴れた時外で遊びます,阳光表达,晴天的时候 + 动词,阳光和晴朗天气的表达,晴天的时候我在外面玩,Expresión de sol,Cuando soleado + verbo,Expresión para sol y clima despejado,Juego afuera cuando está soleado,해,sun,太陽,太阳,sol
