concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_book_learning,daily,leisure,basic,📚,#795548,"home,school",description,책,chaek,글이 적힌 종이를 묶은 것,명사,도서,잡지,독서,책읽기,재미있는 책,book,/bʊk/,collection of written pages,noun,novel,magazine,reading,read books,interesting book,书,shū,装订的纸张,名词,图书,杂志,阅读,读书,有趣的书,本,hon,文字が書かれた紙を束ねたもの,名詞,図書,雑誌,読書,本を読む,面白い本,libro,ˈliβro,colección de páginas escritas,sustantivo,novela,revista,lectura,leer libros,libro interesante,도서관에서 책을 빌렸어요,I borrowed a book from the library,我从图书馆借了一本书,図書館で本を借りました,Tomé prestado un libro de la biblioteca
daily_clothes_wear,daily,clothing,basic,👕,#607D8B,"home,shopping",description,옷,ot,몸에 입는 것,명사,의복,나체,패션,옷입기,예쁜 옷,clothes,/kloʊðz/,items worn on body,noun,clothing,naked,fashion,get dressed,pretty clothes,衣服,yīfú,穿在身上的东西,名词,服装,裸体,时尚,穿衣服,漂亮的衣服,服,fuku,体に着るもの,名詞,衣服,裸,ファッション,服を着る,きれいな服,ropa,ˈropa,artículos que se usan en el cuerpo,sustantivo,vestimenta,desnudo,moda,vestirse,ropa bonita,새 옷을 샀어요,I bought new clothes,我买了新衣服,新しい服を買いました,Compré ropa nueva
daily_weather_nature,daily,weather_talk,basic,☀️,#FFD54F,"casual,public",description,날씨,nal-ssi,기후 상태,명사,기후,실내,자연,날씨예보,좋은 날씨,weather,/ˈwɛðər/,atmospheric conditions,noun,climate,indoor,nature,weather forecast,good weather,天气,tiānqì,大气状况,名词,气候,室内,自然,天气预报,好天气,天気,tenki,大気の状態,名詞,気候,室内,自然,天気予報,良い天気,clima,ˈklima,condiciones atmosféricas,sustantivo,tiempo,interior,naturaleza,pronóstico del tiempo,buen clima,오늘 날씨가 좋아요,The weather is nice today,今天天气很好,今日は天気が良いです,El clima está bueno hoy
daily_phone_communication,daily,communication,intermediate,📱,#3F51B5,"casual,online",description,핸드폰,haen-deu-pon,휴대용 통신기기,명사,스마트폰,유선전화,통신,핸드폰사용,새 핸드폰,phone,/foʊn/,mobile communication device,noun,cellphone,landline,communication,use phone,new phone,手机,shǒujī,便携式通信设备,名词,智能手机,固定电话,通信,使用手机,新手机,携帯電話,keitaidenwa,携帯用通信機器,名詞,スマートフォン,固定電話,通信,携帯電話を使う,新しい携帯電話,teléfono,teˈlefono,dispositivo de comunicación móvil,sustantivo,celular,teléfono fijo,comunicación,usar teléfono,teléfono nuevo,친구에게 핸드폰으로 전화했어요,I called my friend on the phone,我用手机给朋友打电话,友達に携帯電話で電話しました,Llamé a mi amigo por teléfono
daily_time_schedule,daily,time,intermediate,⏰,#FF5722,"formal,work",description,시간,si-gan,흐름의 단위,명사,때,공간,일정,시간관리,정확한 시간,time,/taɪm/,measurement of duration,noun,moment,space,schedule,time management,exact time,时间,shíjiān,持续的测量,名词,时刻,空间,日程,时间管理,准确时间,時間,jikan,継続の測定,名詞,時刻,空間,スケジュール,時間管理,正確な時間,tiempo,ˈtjempo,medida de duración,sustantivo,momento,espacio,horario,gestión del tiempo,tiempo exacto,시간을 확인해 주세요,Please check the time,请确认一下时间,時間を確認してください,Por favor confirma la hora
daily_money_finance,daily,personal_care,intermediate,💰,#4CAF50,"formal,shopping",description,돈,don,교환 수단,명사,화폐,물건,경제,돈벌기,많은 돈,money,/ˈmʌni/,medium of exchange,noun,currency,goods,economy,earn money,lots of money,钱,qián,交换媒介,名词,货币,物品,经济,赚钱,很多钱,お金,okane,交換手段,名詞,通貨,物,経済,お金を稼ぐ,たくさんのお金,dinero,diˈnero,medio de intercambio,sustantivo,moneda,bienes,economía,ganar dinero,mucho dinero,돈을 저축하고 있어요,I'm saving money,我在存钱,お金を貯金しています,Estoy ahorrando dinero
daily_work_activity,daily,routine,intermediate,💼,#9E9E9E,"formal,work",description,일,il,해야 할 업무,명사,업무,휴식,직업,일하기,중요한 일,work,/wɜːrk/,activity or task,noun,job,rest,occupation,go to work,important work,工作,gōngzuò,需要做的任务,名词,业务,休息,职业,工作,重要工作,仕事,shigoto,しなければならない業務,名詞,業務,休憩,職業,仕事をする,重要な仕事,trabajo,traˈβaxo,actividad o tarea,sustantivo,empleo,descanso,ocupación,ir a trabajar,trabajo importante,오늘 일이 많아서 바빠요,I'm busy because I have a lot of work today,今天工作很多所以很忙,今日は仕事が多くて忙しいです,Estoy ocupado porque tengo mucho trabajo hoy
daily_car_transportation,daily,transportation,intermediate,🚗,#FF9800,"casual,travel",description,차,cha,교통수단,명사,자동차,도보,운송,차타기,새 차,car,/kɑːr/,vehicle for transportation,noun,automobile,walking,transport,ride car,new car,汽车,qìchē,交通工具,名词,车辆,步行,运输,坐车,新车,車,kuruma,交通手段,名詞,自動車,徒歩,運送,車に乗る,新しい車,coche,ˈkotʃe,vehículo de transporte,sustantivo,automóvil,caminar,transporte,montar en coche,coche nuevo,차를 타고 회사에 갔어요,I went to work by car,我开车去了公司,車で会社に行きました,Fui al trabajo en coche
daily_room_space,daily,household,basic,🛏️,#795548,"home,casual",description,방,bang,나누어진 공간,명사,공간,밖,주거,방정리,깨끗한 방,room,/ruːm/,divided space,noun,space,outside,dwelling,clean room,tidy room,房间,fángjiān,分隔的空间,名词,空间,外面,居住,房间整理,干净的房间,部屋,heya,区切られた空間,名詞,空間,外,住居,部屋の整理,きれいな部屋,habitación,aβitaˈθjon,espacio dividido,sustantivo,espacio,afuera,vivienda,limpiar habitación,habitación limpia,내 방을 청소했어요,I cleaned my room,我打扫了我的房间,私の部屋を掃除しました,Limpié mi habitación
daily_love_emotion,daily,emotions,intermediate,❤️,#E91E63,"social,casual",emotion,사랑,sa-rang,깊은 애정,명사,애정,미움,감정,사랑하기,진정한 사랑,love,/lʌv/,deep affection,noun,affection,hate,emotion,to love,true love,爱,ài,深刻的感情,名词,感情,恨,情感,爱,真爱,愛,ai,深い愛情,名詞,愛情,憎しみ,感情,愛する,真の愛,amor,aˈmor,afecto profundo,sustantivo,cariño,odio,emoción,amar,amor verdadero,가족을 사랑해요,I love my family,我爱我的家人,家族を愛しています,Amo a mi familia
daily_study_learning,daily,routine,intermediate,📖,#3F51B5,"school,home",description,공부,gong-bu,학습하는 행위,명사,학습,놀이,교육,공부하기,열심히 공부,study,/ˈstʌdi/,act of learning,noun,learning,playing,education,to study,study hard,学习,xuéxí,学习的行为,名词,学习,玩耍,教育,学习,努力学习,勉強,benkyō,学習する行為,名詞,学習,遊び,教育,勉強する,一生懸命勉強,estudio,esˈtuðjo,acto de aprender,sustantivo,aprendizaje,jugar,educación,estudiar,estudiar mucho,시험 준비를 위해 공부해요,I study to prepare for exams,我为了准备考试而学习,試験準備のために勉強します,Estudio para prepararme para los exámenes
daily_game_leisure,daily,leisure,basic,🎮,#9C27B0,"casual,home",description,게임,ge-im,오락을 위한 활동,명사,놀이,일,엔터테인먼트,게임하기,재미있는 게임,game,/ɡeɪm/,activity for entertainment,noun,play,work,entertainment,play games,fun game,游戏,yóuxì,娱乐活动,名词,玩耍,工作,娱乐,玩游戏,有趣的游戏,ゲーム,gēmu,娯楽のための活動,名詞,遊び,仕事,エンターテインメント,ゲームをする,面白いゲーム,juego,ˈxweɣo,actividad de entretenimiento,sustantivo,jugar,trabajo,entretenimiento,jugar juegos,juego divertido,친구들과 게임을 했어요,I played games with friends,我和朋友们玩了游戏,友達とゲームをしました,Jugué juegos con amigos
daily_shopping_activity,daily,shopping,intermediate,🛒,#FF5722,"casual,shopping",description,쇼핑,syo-ping,물건을 사는 활동,명사,구매,판매,소비,쇼핑하기,즐거운 쇼핑,shopping,/ˈʃɑːpɪŋ/,activity of buying,noun,purchasing,selling,consumption,go shopping,enjoyable shopping,购物,gòuwù,购买物品的活动,名词,购买,销售,消费,去购物,愉快的购物,ショッピング,shoppingu,物を買う活動,名詞,購入,販売,消費,ショッピングをする,楽しいショッピング,compras,ˈkompras,actividad de comprar,sustantivo,comprar,vender,consumo,ir de compras,compras agradables,주말에 쇼핑을 갔어요,I went shopping on the weekend,我周末去购物了,週末にショッピングに行きました,Fui de compras el fin de semana
daily_music_entertainment,daily,leisure,basic,🎵,#673AB7,"casual,social",description,음악,eum-ak,소리의 예술,명사,멜로디,소음,예술,음악듣기,좋은 음악,music,/ˈmjuːzɪk/,art of sound,noun,melody,noise,art,listen to music,good music,音乐,yīnyuè,声音的艺术,名词,旋律,噪音,艺术,听音乐,好音乐,音楽,ongaku,音の芸術,名詞,メロディー,騒音,芸術,音楽を聞く,良い音楽,música,ˈmusika,arte del sonido,sustantivo,melodía,ruido,arte,escuchar música,buena música,음악을 들으며 휴식해요,I relax while listening to music,我听音乐休息,音楽を聞きながら休憩します,Me relajo escuchando música
daily_exercise_health,daily,personal_care,intermediate,🏃‍♂️,#4CAF50,"casual,public",description,운동,un-dong,몸을 움직이는 활동,명사,체육,휴식,건강,운동하기,규칙적인 운동,exercise,/ˈɛksərˌsaɪz/,physical activity,noun,workout,rest,health,do exercise,regular exercise,运动,yùndòng,身体活动,名词,锻炼,休息,健康,做运动,定期运动,運動,undō,体を動かす活動,名詞,体育,休憩,健康,運動をする,定期的な運動,ejercicio,exerˈθiθjo,actividad física,sustantivo,entrenamiento,descanso,salud,hacer ejercicio,ejercicio regular,건강을 위해 운동해요,I exercise for my health,我为了健康而运动,健康のために運動します,Hago ejercicio por mi salud
daily_computer_technology,daily,communication,intermediate,💻,#2196F3,"work,online",description,컴퓨터,keom-pyu-teo,전자 계산기,명사,PC,종이,기술,컴퓨터사용,새 컴퓨터,computer,/kəmˈpjuːtər/,electronic device,noun,PC,paper,technology,use computer,new computer,电脑,diànnǎo,电子设备,名词,计算机,纸张,技术,使用电脑,新电脑,コンピューター,konpyūtā,電子計算機,名詞,PC,紙,技術,コンピューターを使う,新しいコンピューター,computadora,komputaˈðora,dispositivo electrónico,sustantivo,PC,papel,tecnología,usar computadora,computadora nueva,컴퓨터로 작업을 해요,I work on the computer,我用电脑工作,コンピューターで作業をします,Trabajo en la computadora
daily_tea_drink,daily,household,basic,🍵,#8BC34A,"casual,home",description,차,cha,우린 음료,명사,음료,음식,액체,차마시기,따뜻한 차,tea,/tiː/,brewed beverage,noun,drink,food,liquid,drink tea,warm tea,茶,chá,冲泡的饮料,名词,饮料,食物,液体,喝茶,热茶,茶,cha,淹れた飲み物,名詞,飲み物,食べ物,液体,お茶を飲む,温かいお茶,té,te,bebida preparada,sustantivo,bebida,comida,líquido,beber té,té caliente,오후에 차를 마셔요,I drink tea in the afternoon,我下午喝茶,午後にお茶を飲みます,Bebo té por la tarde
daily_walk_activity,daily,leisure,basic,🚶‍♂️,#607D8B,"casual,public",description,산책,san-chaek,걸으며 즐기는 활동,명사,걷기,달리기,운동,산책하기,느긋한 산책,walk,/wɔːk/,leisurely stroll,noun,stroll,run,exercise,take a walk,leisurely walk,散步,sànbù,悠闲地走,名词,步行,跑步,运动,散步,悠闲的散步,散歩,sanpo,歩いて楽しむ活動,名詞,歩行,走行,運動,散歩する,のんびりした散歩,paseo,paˈseo,caminata tranquila,sustantivo,caminar,correr,ejercicio,dar un paseo,paseo tranquilo,공원에서 산책을 했어요,I took a walk in the park,我在公园里散步,公園で散歩をしました,Di un paseo en el parque
daily_birthday_celebration,daily,relationships,intermediate,🎂,#FF4081,"social,casual",description,생일,saeng-il,태어난 날,명사,탄생일,기일,기념일,생일축하,즐거운 생일,birthday,/ˈbɜːrθˌdeɪ/,day of birth,noun,birthdate,deathday,anniversary,celebrate birthday,happy birthday,生日,shēngrì,出生的日子,名词,生辰,忌日,纪念日,庆祝生日,快乐生日,誕生日,tanjōbi,生まれた日,名詞,生年月日,命日,記念日,誕生日を祝う,楽しい誕生日,cumpleaños,kumpleˈaɲos,día de nacimiento,sustantivo,fecha de nacimiento,aniversario de muerte,aniversario,celebrar cumpleaños,feliz cumpleaños,오늘은 제 생일이에요,Today is my birthday,今天是我的生日,今日は私の誕生日です,Hoy es mi cumpleaños
daily_dream_sleep,daily,emotions,intermediate,💭,#9C27B0,"home,casual",description,꿈,kkum,잠들 때 보는 환상,명사,환상,현실,상상,꿈꾸기,아름다운 꿈,dream,/driːm/,images seen while sleeping,noun,fantasy,reality,imagination,to dream,beautiful dream,梦,mèng,睡眠时看到的幻象,名词,幻想,现实,想象,做梦,美丽的梦,夢,yume,眠っている時に見る幻想,名詞,幻想,現実,想像,夢を見る,美しい夢,sueño,ˈsweɲo,imágenes vistas mientras duermes,sustantivo,fantasía,realidad,imaginación,soñar,sueño hermoso,어젯밤에 좋은 꿈을 꿨어요,I had a good dream last night,昨晚我做了个好梦,昨夜良い夢を見ました,Anoche tuve un buen sueño
daily_gift_surprise,daily,relationships,intermediate,🎁,#E91E63,"social,casual",description,선물,seon-mul,주는 물건,명사,기념품,빚,증정,선물주기,특별한 선물,gift,/ɡɪft/,item given to someone,noun,present,debt,giving,give gifts,special gift,礼物,lǐwù,送给别人的物品,名词,礼品,债务,赠送,送礼物,特别的礼物,プレゼント,purezento,人にあげる物,名詞,贈り物,借金,贈呈,プレゼントをあげる,特別なプレゼント,regalo,reˈɣalo,artículo dado a alguien,sustantivo,presente,deuda,dar,dar regalos,regalo especial,친구에게 선물을 줬어요,I gave a gift to my friend,我给朋友送了礼物,友達にプレゼントをあげました,Le di un regalo a mi amigo
daily_cooking_activity,daily,household,intermediate,👩‍🍳,#FF5722,"home,casual",description,요리,yo-ri,음식을 만드는 일,명사,조리,구매,요리법,요리하기,맛있는 요리,cooking,/ˈkʊkɪŋ/,preparing food,noun,preparation,buying,recipe,to cook,delicious cooking,烹饪,pēngrèn,制作食物,名词,制备,购买,食谱,烹饪,美味的烹饪,料理,ryōri,食べ物を作ること,名詞,調理,購入,レシピ,料理をする,美味しい料理,cocina,koˈθina,preparación de comida,sustantivo,preparación,comprar,receta,cocinar,cocina deliciosa,엄마가 요리를 잘해요,My mom cooks well,我妈妈做饭很好吃,お母さんは料理が上手です,Mi mamá cocina bien
daily_news_information,daily,communication,intermediate,📰,#607D8B,"formal,public",description,뉴스,nyu-seu,새로운 소식,명사,소식,구소식,정보,뉴스보기,중요한 뉴스,news,/nuːz/,current information,noun,information,old news,media,watch news,important news,新闻,xīnwén,最新信息,名词,信息,旧新闻,媒体,看新闻,重要新闻,ニュース,nyūsu,新しい知らせ,名詞,知らせ,古いニュース,情報,ニュースを見る,重要なニュース,noticias,noˈtiθjas,información actual,sustantivo,información,noticias viejas,medios,ver noticias,noticias importantes,아침에 뉴스를 봐요,I watch the news in the morning,我早上看新闻,朝にニュースを見ます,Veo las noticias por la mañana
daily_hobby_interest,daily,leisure,intermediate,🎨,#9C27B0,"casual,home",description,취미,chwi-mi,개인적 관심사,명사,관심사,의무,여가,취미활동,재미있는 취미,hobby,/ˈhɑːbi/,personal interest,noun,interest,obligation,leisure,hobby activities,fun hobby,爱好,àihào,个人兴趣,名词,兴趣,义务,休闲,爱好活动,有趣的爱好,趣味,shumi,個人的な関心事,名詞,関心事,義務,余暇,趣味活動,面白い趣味,pasatiempo,pasaˈtjempo,interés personal,sustantivo,interés,obligación,ocio,actividades de pasatiempo,pasatiempo divertido,그림 그리기가 제 취미예요,Drawing is my hobby,画画是我的爱好,絵を描くことが私の趣味です,Dibujar es mi pasatiempo
daily_language_communication,daily,communication,advanced,🗣️,#3F51B5,"formal,school",description,언어,eon-eo,의사소통 수단,명사,말,침묵,소통,언어학습,다양한 언어,language,/ˈlæŋɡwɪdʒ/,communication system,noun,speech,silence,communication,language learning,various languages,语言,yǔyán,交流系统,名词,言语,沉默,交流,语言学习,各种语言,言語,gengo,意思疎通手段,名詞,話,沈黙,コミュニケーション,言語学習,様々な言語,idioma,iˈðjoma,sistema de comunicación,sustantivo,habla,silencio,comunicación,aprendizaje de idiomas,varios idiomas,외국어를 배우고 있어요,I'm learning a foreign language,我在学习外语,外国語を学んでいます,Estoy aprendiendo un idioma extranjero
daily_memory_mind,daily,emotions,advanced,🧠,#9C27B0,"casual,social",description,기억,gi-eok,과거의 일을 떠올리는 것,명사,추억,망각,인지,기억하기,소중한 기억,memory,/ˈmɛməri/,recall of past events,noun,recollection,forgetfulness,cognition,to remember,precious memory,记忆,jìyì,对过去事件的回忆,名词,回忆,遗忘,认知,记住,珍贵的记忆,記憶,kioku,過去のことを思い出すこと,名詞,思い出,忘却,認知,覚える,大切な記憶,memoria,meˈmorja,recuerdo de eventos pasados,sustantivo,recuerdo,olvido,cognición,recordar,memoria preciosa,어린 시절 기억이 떠올라요,Childhood memories come to mind,想起了童年的记忆,子供の頃の記憶が浮かびます,Me vienen recuerdos de la infancia
daily_health_wellness,daily,personal_care,intermediate,🏥,#4CAF50,"formal,medical",description,건강,geon-gang,몸과 마음이 좋은 상태,명사,웰빙,질병,의료,건강관리,좋은 건강,health,/hɛlθ/,good physical condition,noun,wellness,illness,medical,health care,good health,健康,jiànkāng,身心良好状态,名词,福祉,疾病,医疗,健康管理,良好健康,健康,kenkō,体と心が良い状態,名詞,ウェルビーイング,病気,医療,健康管理,良い健康,salud,saˈluð,buena condición física,sustantivo,bienestar,enfermedad,médico,cuidado de la salud,buena salud,건강이 가장 중요해요,Health is the most important,健康最重要,健康が一番大切です,La salud es lo más importante
daily_cleaning_household,daily,household,intermediate,🧹,#8BC34A,"home,casual",description,청소,cheong-so,더러운 것을 치우는 일,명사,정리,더러움,가사,청소하기,깨끗한 청소,cleaning,/ˈkliːnɪŋ/,removing dirt,noun,tidying,mess,housework,to clean,thorough cleaning,清洁,qīngjié,清除污垢,名词,整理,脏乱,家务,清洁,彻底清洁,掃除,sōji,汚れを取り除くこと,名詞,整理,汚れ,家事,掃除をする,きれいな掃除,limpieza,limˈpjeθa,eliminación de suciedad,sustantivo,ordenar,desorden,trabajo doméstico,limpiar,limpieza profunda,주말에 집 청소를 해요,I clean the house on weekends,我周末打扫房子,週末に家の掃除をします,Limpio la casa los fines de semana
daily_calendar_schedule,daily,time,intermediate,📅,#FF5722,"formal,work",description,달력,dal-lyeok,날짜를 표시한 것,명사,캘린더,시계,일정,달력보기,새 달력,calendar,/ˈkæləndər/,date display system,noun,schedule,clock,timeline,check calendar,new calendar,日历,rìlì,显示日期的系统,名词,时间表,时钟,时间线,查看日历,新日历,カレンダー,karendā,日付を表示したもの,名詞,スケジュール,時計,タイムライン,カレンダーを見る,新しいカレンダー,calendario,kalenˈdarjo,sistema de visualización de fechas,sustantivo,horario,reloj,cronología,revisar calendario,calendario nuevo,달력에 약속을 적었어요,I wrote an appointment on the calendar,我在日历上写了约会,カレンダーに約束を書きました,Escribí una cita en el calendario
daily_vacation_travel,daily,leisure,intermediate,🏖️,#03A9F4,"casual,travel",description,휴가,hyu-ga,쉬는 기간,명사,방학,근무,여행,휴가가기,즐거운 휴가,vacation,/veɪˈkeɪʃən/,period of rest,noun,holiday,work,travel,go on vacation,enjoyable vacation,假期,jiàqī,休息期间,名词,假日,工作,旅行,去度假,愉快的假期,休暇,kyūka,休む期間,名詞,休日,勤務,旅行,休暇に行く,楽しい休暇,vacaciones,bakaˈθjones,período de descanso,sustantivo,feriado,trabajo,viaje,ir de vacaciones,vacaciones agradables,여름 휴가를 계획하고 있어요,I'm planning a summer vacation,我在计划暑假,夏休みを計画しています,Estoy planeando unas vacaciones de verano
