concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_welcome_home_greeting,daily,routine,basic,"casual,home",greeting,"다녀왔습니다. 저녁 식사는 하셨나요?","I'm home. Have you had dinner?","ただいま。夕ご飯は食べましたか？","我回来了，晚饭吃了吗？","Ya llegué. ¿Ya cenaste?",다녀왔습니다,I'm home,ただいま,我回来了,ya llegué
daily_leaving_home_greeting,daily,routine,basic,"casual,home",greeting,"다녀오겠습니다. 점심 때쯤 돌아올게요.","I'm leaving. I'll be back around lunch time.","いってきます。お昼頃に帰ります。","我出门了，午饭时候回来。","Me voy. Volveré a la hora del almuerzo.",다녀오겠습니다,I'm leaving,いってきます,我走了,me voy
daily_eating_greeting,daily,routine,basic,"casual,home",greeting,"잘 먹겠습니다. 오늘 반찬이 정말 맛있어 보여요.","Let's eat. Today's side dishes look really delicious.","いただきます。今日のおかずは本当に美味しそうです。","开动了，今天的菜看起来真好吃。","¡Buen provecho! Los platillos de hoy se ven muy deliciosos.",잘 먹겠습니다,enjoy your meal,いただきます,开动了,¡buen provecho!
daily_finish_eating_greeting,daily,routine,basic,"casual,home",greeting,"잘 먹었습니다. 정말 맛있는 식사였어요.","Thanks for the meal. It was really delicious.","ごちそうさまでした。とても美味しかったです。","吃好了，真是太好吃了。","Gracias por la comida. Estuvo muy delicioso.",잘 먹었습니다,thanks for the meal,ごちそうさま,吃好了,gracias por la comida
daily_breakfast_greeting,daily,routine,basic,"casual,home",greeting,"아침 식사 준비됐어요. 몸에 좋은 음식들이에요.","Breakfast is ready. It's all healthy food.","朝食の準備ができました。体に良い食事です。","早餐准备好了，都是对身体有益的食物。","El desayuno está listo. Es toda comida saludable.",아침 식사,breakfast,朝食,早餐,desayuno
daily_lunch_greeting,daily,routine,basic,"casual,home",greeting,"점심 식사하러 가실까요? 맛있는 식당을 찾았어요.","Shall we go for lunch? I found a nice restaurant.","お昼ご飯を食べに行きませんか？美味しいレストランを見つけました。","我们去吃午餐吧？我找到了一家不错的餐厅。","¿Vamos a almorzar? Encontré un buen restaurante.",점심 식사,lunch,昼食,午餐,almuerzo
daily_dinner_greeting,daily,routine,basic,"casual,home",greeting,"저녁 식사 같이 하시죠. 특별한 요리를 준비했어요.","Let's have dinner together. I prepared something special.","夕食を一緒にしましょう。特別な料理を用意しました。","一起吃晚餐吧，我准备了特别的菜。","Cenemos juntos. Preparé algo especial.",저녁 식사,dinner,夕食,晚餐,cena
daily_meeting_greeting,daily,routine,basic,"casual,home",greeting,"오늘 만남이 너무 즐거웠어요. 다음에 또 봐요.","Today's meeting was really enjoyable. Let's meet again.","今日の出会いはとても楽しかったです。また会いましょう。","今天的相遇很愉快，下次再见。","El encuentro de hoy fue muy agradable. Nos vemos de nuevo.",만남,meeting,出会い,会面,encuentro
daily_rest_greeting,daily,routine,basic,"casual,home",greeting,"휴식 시간이에요. 편하게 쉬다 가세요.","It's rest time. Please take a comfortable break.","休憩時間です。ゆっくり休んでください。","休息时间到了，请好好休息。","Es hora de descansar. Tómate un descanso cómodo.",휴식,rest,休憩,休息,descanso
daily_wash_greeting,daily,routine,basic,"casual,home",greeting,"씻으러 갈게요. 물 따뜻하게 해놨어요.","I'm going to wash up. I've warmed up the water.","お風呂に入ってきます。お湯を沸かしておきました。","我去洗漱了，水已经热好了。","Voy a lavarme. Ya he calentado el agua.",씻으러 갈게요,going to wash,お風呂に入ってきます,去洗漱,voy a lavarme
daily_study_greeting,daily,routine,basic,"casual,home",greeting,"공부하러 갈게요. 도서관에서 늦게 올 거예요.","I'm going to study. I'll be back late from the library.","勉強してきます。図書館から遅くなります。","我去学习了，会在图书馆待到很晚。","Voy a estudiar. Volveré tarde de la biblioteca.",공부하러 갈게요,going to study,勉強してきます,去学习,voy a estudiar
daily_exercise_greeting,daily,routine,basic,"casual,home",greeting,"운동하러 갈게요. 공원에서 한 시간 정도 뛰고 올게요.","I'm going to exercise. I'll run in the park for about an hour.","運動してきます。公園で1時間ほど走ってきます。","我去运动了，会在公园跑步一个小时左右。","Voy a hacer ejercicio. Correré en el parque durante una hora.",운동하러 갈게요,going to exercise,運動してきます,去运动,voy a hacer ejercicio
daily_shopping_greeting,daily,routine,basic,"casual,home",greeting,"장보러 갈게요. 필요한 것 있으면 말씀해 주세요.","I'm going shopping. Let me know if you need anything.","買い物に行ってきます。必要なものがあれば教えてください。","我去购物了，如果需要什么请告诉我。","Voy de compras. Dime si necesitas algo.",장보러 갈게요,going shopping,買い物に行ってきます,去购物,voy de compras
daily_clean_greeting,daily,routine,basic,"casual,home",greeting,"청소하러 갈게요. 집 안을 깨끗이 정리할게요.","I'm going to clean. I'll tidy up the house thoroughly.","掃除してきます。家の中をきれいに整理します。","我去打扫了，会把房子好好整理干净。","Voy a limpiar. Ordenaré la casa a fondo.",청소하러 갈게요,going to clean,掃除してきます,去打扫,voy a limpiar
