concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_welcome_home_greeting,daily,routine,basic,🏠,#4CAF50,"casual,home",greeting,다녀왔습니다,da-nyeo-wat-seum-ni-da,귀가 시 인사,동사,"왔어요,도착했어요",다녀오겠습니다,"인사,귀가","귀가 인사,도착 인사","무사 귀가,안전 귀가",I'm home,/aɪm həʊm/,arriving home greeting,verb,"arrived,returned","leaving,departing","greeting,return","safe return,arrival home","welcome back,safe arrival",我回来了,wo hui lai le,回家时的问候语,动词,"到家了,回来了","出门了,离开了","问候,回家","平安回家,安全到家","欢迎回家,平安归来",ただいま,tadaima,帰宅時の挨拶,動詞,"戻りました,着きました","行ってきます,出発","挨拶,帰宅","無事帰宅,安全帰宅","お帰りなさい,無事到着",ya llegué,ya-ye-ge,saludo al llegar a casa,verbo,"llegué,regresé","saliendo,partiendo","saludo,regreso","regreso seguro,llegada a casa","bienvenido de vuelta,llegada segura",무사히 잘 다녀왔어요,I'm back home safely!,我平安到家了！,ただいま、無事に帰りました！,¡Ya llegué a casa sano y salvo!
daily_leaving_home_greeting,daily,routine,basic,🚶,#4CAF50,"casual,home",greeting,다녀오겠습니다,da-nyeo-o-get-seum-ni-da,외출 시 인사,동사,"갔다올게요,나다녀올게요",다녀왔습니다,"인사,외출","외출 인사,출발 인사","안전 외출,즐거운 외출",I'm leaving,/aɪm ˈliːvɪŋ/,leaving home greeting,verb,"going out,departing","returning,arriving","greeting,departure","safe journey,good departure","take care,have fun",我走了,wo zou le,出门时的问候语,动词,"出门了,离开了","回来了,到家了","问候,出门","平安出行,开心出门","保重,玩得开心",いってきます,ittekimasu,外出時の挨拶,動詞,"行ってきます,出かけます","ただいま,帰宅","挨拶,外出","安全な外出,楽しい外出","気をつけて,楽しんで",me voy,me-boy,saludo al salir de casa,verbo,"salgo,parto","regreso,llego","saludo,salida","viaje seguro,buena salida","cuídate,diviértete",조심히 다녀올게요,I'll be back safely!,我会安全回来的！,行ってきます、気をつけて！,¡Volveré con cuidado!
daily_eating_greeting,daily,routine,basic,🍽️,#4CAF50,"casual,home",greeting,잘 먹겠습니다,jal-meok-get-seum-ni-da,식사 시작 인사,동사,"맛있게 먹겠습니다,잘 먹을게요",잘 먹었습니다,"인사,식사","식사 인사,식전 인사","맛있는 식사,즐거운 식사",enjoy your meal,/ɪnˈdʒɔɪ jə miːl/,meal starting greeting,verb,"bon appétit,let's eat","finished eating,done eating","greeting,meal","meal greeting,pre-meal","delicious meal,pleasant dining",开动了,kai dong le,用餐时的问候语,动词,"我开动了,我吃了","吃好了,结束了","问候,用餐","用餐问候,饭前问候","美味用餐,愉快用餐",いただきます,itadakimasu,食事開始の挨拶,動詞,"頂きます,食べます","ごちそうさま,完食","挨拶,食事","食事挨拶,食前挨拶","美味しい食事,楽しい食事",¡buen provecho!,bwen-pro-be-cho,saludo antes de comer,verbo,"que aproveche,a comer","terminé,acabé","saludo,comida","saludo de comida,pre-comida","comida deliciosa,cena agradable",맛있게 드세요,Let's enjoy our meal!,请慢用！,いただきます！,¡Que aproveches!
daily_finish_eating_greeting,daily,routine,basic,👍,#4CAF50,"casual,home",greeting,잘 먹었습니다,jal-meok-eot-seum-ni-da,식사 후 감사 인사,동사,"맛있게 먹었습니다,잘 먹었어요",잘 먹겠습니다,"인사,감사","식후 인사,감사 인사","맛있는 식사,즐거운 식사",thanks for the meal,/θæŋks fə ðə miːl/,after meal greeting,verb,"delicious,finished eating","starting to eat,hungry","greeting,gratitude","after meal,thank you","enjoyable meal,satisfied dining",吃好了,chi hao le,用餐后的问候语,动词,"我吃饱了,吃完了","开动了,我要吃了","问候,感谢","饭后问候,感谢问候","美味佳肴,满意用餐",ごちそうさま,gochisousama,食事後の挨拶,動詞,"ごちそうさまでした,完食","いただきます,開始","挨拶,感謝","食後挨拶,感謝挨拶","美味しい食事,満足な食事",gracias por la comida,gra-si-as-por-la-co-mi-da,saludo después de comer,verbo,"estuvo delicioso,terminé","empezando,tengo hambre","saludo,gratitud","después de comer,gracias","comida agradable,satisfecho",맛있는 식사였습니다,Thank you for the delicious meal!,谢谢款待！,ごちそうさまでした！,¡Gracias por la comida!
daily_breakfast_greeting,daily,routine,basic,🌞,#4CAF50,"casual,home",greeting,아침 식사,a-chim-shik-sa,하루를 시작하는 첫 식사,명사,"조찬,아침밥",저녁 식사,"식사,아침","아침 메뉴,아침 밥상","건강한 아침,든든한 아침",breakfast,/ˈbrekfəst/,first meal of the day,noun,"morning meal,first meal","dinner,supper","meal,morning","breakfast menu,morning table","healthy breakfast,hearty breakfast",早餐,zao can,一天的第一餐,名词,"早饭,朝食","晚餐,夜宵","餐食,早上","早餐菜单,早餐食谱","健康早餐,营养早餐",朝食,choushoku,一日の最初の食事,名詞,"朝ごはん,あさめし","夕食,晩ご飯","食事,朝","朝食メニュー,朝ごはん","健康的な朝食,栄養満点の朝食",desayuno,de-sa-yu-no,primera comida del día,sustantivo,"primer alimento,desayuno","cena,merienda","comida,mañana","menú desayuno,mesa desayuno","desayuno saludable,desayuno nutritivo",맛있는 아침 식사 되세요,Have a delicious breakfast!,请享用美味早餐！,おいしい朝食をどうぞ！,¡Que disfrutes tu desayuno!
daily_lunch_greeting,daily,routine,basic,☀️,#4CAF50,"casual,home",greeting,점심 식사,jeom-sim-shik-sa,하루 중간의 식사,명사,"점심,중식",아침 식사,"식사,낮","점심 메뉴,점심 도시락","맛있는 점심,즐거운 점심",lunch,/lʌntʃ/,midday meal,noun,"noon meal,midday","breakfast,dinner","meal,noon","lunch menu,lunch box","delicious lunch,enjoyable lunch",午餐,wu can,中午的饭食,名词,"中饭,午饭","早餐,晚餐","餐食,中午","午餐菜单,便当","美味午餐,愉快午餐",昼食,chuushoku,昼の食事,名詞,"昼ごはん,ランチ","朝食,夕食","食事,昼","昼食メニュー,お弁当","おいしい昼食,楽しい昼食",almuerzo,al-mwer-so,comida del mediodía,sustantivo,"comida,mediodía","desayuno,cena","comida,tarde","menú almuerzo,lonchera","almuerzo delicioso,almuerzo agradable",맛있는 점심 식사 되세요,Have a delicious lunch!,请享用美味午餐！,おいしい昼食をどうぞ！,¡Que disfrutes tu almuerzo!
daily_dinner_greeting,daily,routine,basic,🌙,#4CAF50,"casual,home",greeting,저녁 식사,jeo-nyeok-shik-sa,하루 마지막 식사,명사,"석식,저녁밥",아침 식사,"식사,저녁","저녁 메뉴,저녁 밥상","맛있는 저녁,든든한 저녁",dinner,/ˈdɪnər/,evening meal,noun,"supper,evening meal","breakfast,lunch","meal,evening","dinner menu,evening table","delicious dinner,hearty dinner",晚餐,wan can,晚上的饭食,名词,"晚饭,夜餐","早餐,午餐","餐食,晚上","晚餐菜单,晚餐食谱","美味晚餐,丰盛晚餐",夕食,yuushoku,夕方の食事,名詞,"夕ごはん,晩ごはん","朝食,昼食","食事,夕方","夕食メニュー,夕飯","おいしい夕食,豊かな夕食",cena,se-na,comida de la noche,sustantivo,"cena,comida noche","desayuno,almuerzo","comida,noche","menú cena,mesa cena","cena deliciosa,cena abundante",맛있는 저녁 식사 되세요,Have a delicious dinner!,请享用美味晚餐！,おいしい夕食をどうぞ！,¡Que disfrutes tu cena!
daily_meeting_greeting,daily,routine,basic,👥,#4CAF50,"casual,home",greeting,만남,man-nam,사람들과의 만남,명사,"회동,모임",이별,"만남,모임","첫 만남,재회","즐거운 만남,반가운 만남",meeting,/ˈmiːtɪŋ/,gathering of people,noun,"gathering,encounter","parting,farewell","meeting,gathering","first meeting,reunion","joyful meeting,pleasant gathering",会面,hui mian,人与人之间的相遇,名词,"相遇,聚会","分别,告别","会面,聚会","初次见面,重逢","愉快相遇,欢乐聚会",出会い,deai,人々との出会い,名詞,"会合,集まり","別れ,さようなら","出会い,集まり","初対面,再会","楽しい出会い,嬉しい集まり",encuentro,en-kwen-tro,reunión de personas,sustantivo,"reunión,encuentro","despedida,adiós","encuentro,reunión","primer encuentro,reencuentro","encuentro alegre,reunión agradable",즐거운 만남이었습니다,It was a pleasant meeting!,很高兴见到你们！,お会いできて嬉しかったです！,¡Fue un encuentro muy agradable!
daily_rest_greeting,daily,routine,basic,😌,#4CAF50,"casual,home",greeting,휴식,hyu-shik,피로를 푸는 시간,명사,"쉼,안식",노동,"휴식,안식","휴식 시간,안식처","편안한 휴식,달콤한 휴식",rest,/rest/,time for relaxation,noun,"break,repose","work,labor","rest,relaxation","rest time,resting place","peaceful rest,sweet repose",休息,xiu xi,休养生息的时间,名词,"休养,歇息","工作,劳动","休息,安息","休息时间,休息处","安静休息,甜蜜休息",休憩,kyuukei,疲れを癒す時間,名詞,"休み,安らぎ","仕事,労働","休憩,安らぎ","休憩時間,休み処","穏やかな休憩,甘い休息",descanso,des-kan-so,tiempo para relajarse,sustantivo,"pausa,reposo","trabajo,labor","descanso,relax","tiempo descanso,lugar reposo","descanso tranquilo,dulce reposo",편안한 휴식 되세요,Have a peaceful rest!,祝你休息愉快！,ゆっくり休んでください！,¡Que tengas un buen descanso!
daily_wash_greeting,daily,routine,basic,🚿,#4CAF50,"casual,home",greeting,씻으러 갈게요,ssi-seu-reo-gal-ge-yo,세면이나 목욕을 하러 가는 인사,동사,"세수하다,목욕하다",더럽다,"씻다,세수","아침 세수,저녁 목욕","깨끗한 세수,상쾌한 목욕",going to wash,/ˈɡəʊɪŋ tə wɒʃ/,going to clean oneself,verb,"bathe,shower","dirty,unclean","wash,clean","morning wash,evening bath","fresh wash,refreshing bath",去洗漱,qu xi shu,去洗漱的问候语,动词,"洗澡,洗脸","脏,不干净","洗漱,清洁","早晨洗漱,晚上洗澡","清爽洗漱,舒适沐浴",お風呂に入ってきます,ofuro ni haitte kimasu,洗面や入浴の挨拶,動詞,"洗う,入浴する","汚い,不潔","洗う,洗面","朝の洗面,夜のお風呂","さっぱりした洗顔,気持ちいいお風呂",voy a lavarme,boy-a-la-bar-me,ir a limpiarse,verbo,"bañarse,ducharse","sucio,impuro","lavar,limpiar","lavado mañana,baño noche","lavado fresco,baño refrescante",깨끗이 씻고 올게요,I'll go wash up and come back!,我去洗漱一下！,お風呂に入ってきます！,¡Voy a lavarme y vuelvo!
daily_study_greeting,daily,routine,basic,📚,#4CAF50,"casual,home",greeting,공부하러 갈게요,gong-bu-ha-reo-gal-ge-yo,학습하러 가는 인사,동사,"학습하다,배우다",놀다,"공부,학습","독서실 공부,도서관 공부","열심히 공부,집중 공부",going to study,/ˈɡəʊɪŋ tə ˈstʌdi/,going to learn,verb,"learn,review","play,relax","study,learning","library study,home study","hard study,focused study",去学习,qu xue xi,去学习的问候语,动词,"学习,温习","玩,休息","学习,学问","图书馆学习,家庭学习","努力学习,专注学习",勉強してきます,benkyou shite kimasu,勉強しに行く挨拶,動詞,"学ぶ,復習する","遊ぶ,休む","勉強,学習","図書館勉強,自宅勉強","一生懸命勉強,集中勉強",voy a estudiar,boy-a-es-tu-di-ar,ir a estudiar,verbo,"aprender,repasar","jugar,descansar","estudio,aprendizaje","estudio biblioteca,estudio casa","estudio duro,estudio enfocado",열심히 공부하고 올게요,I'll go study hard and come back!,我去好好学习！,一生懸命勉強してきます！,¡Voy a estudiar duro y vuelvo!
daily_exercise_greeting,daily,routine,basic,🏃,#4CAF50,"casual,home",greeting,운동하러 갈게요,un-dong-ha-reo-gal-ge-yo,운동하러 가는 인사,동사,"체육하다,단련하다",쉬다,"운동,단련","아침 운동,저녁 운동","건강한 운동,활기찬 운동",going to exercise,/ˈɡəʊɪŋ tə ˈeksəsaɪz/,going to work out,verb,"work out,train","rest,relax","exercise,training","morning exercise,evening workout","healthy exercise,energetic workout",去运动,qu yun dong,去运动的问候语,动词,"锻炼,健身","休息,放松","运动,锻炼","晨练,晚练","健康运动,充满活力的运动",運動してきます,undou shite kimasu,運動しに行く挨拶,動詞,"トレーニング,鍛える","休む,リラックス","運動,トレーニング","朝の運動,夜の運動","健康的な運動,元気な運動",voy a hacer ejercicio,boy-a-a-ser-e-her-si-si-o,ir a ejercitarse,verbo,"entrenar,ejercitarse","descansar,relajarse","ejercicio,entrenamiento","ejercicio mañana,ejercicio noche","ejercicio saludable,ejercicio enérgico",건강한 운동하고 올게요,I'll go exercise and come back!,我去锻炼身体！,運動してきます！,¡Voy a hacer ejercicio y vuelvo!
daily_shopping_greeting,daily,routine,basic,🛍️,#4CAF50,"casual,home",greeting,장보러 갈게요,jang-bo-reo-gal-ge-yo,물품을 구매하러 가는 인사,동사,"쇼핑하다,구매하다",팔다,"쇼핑,구매","식료품 쇼핑,옷 쇼핑","즐거운 쇼핑,효율적인 쇼핑",going shopping,/ˈɡəʊɪŋ ˈʃɒpɪŋ/,going to buy things,verb,"shop,purchase","sell,vend","shopping,buying","grocery shopping,clothes shopping","enjoyable shopping,efficient shopping",去购物,qu gou wu,去购物的问候语,动词,"买东西,采购","卖,售卖","购物,采购","食品采购,服装购物","愉快购物,高效购物",買い物に行ってきます,kaimono ni itte kimasu,買い物に行く挨拶,動詞,"ショッピング,購入する","売る,販売する","買い物,購入","食料品買い物,洋服買い物","楽しい買い物,効率的な買い物",voy de compras,boy-de-kom-pras,ir a comprar,verbo,"comprar,adquirir","vender,comerciar","compras,adquisición","compras comida,compras ropa","compras agradables,compras eficientes",필요한 것만 사고 올게요,I'll go buy what we need and come back!,我去买些必需品！,必要なものを買ってきます！,¡Voy a comprar lo necesario y vuelvo!
daily_clean_greeting,daily,routine,basic,🧹,#4CAF50,"casual,home",greeting,청소하러 갈게요,cheong-so-ha-reo-gal-ge-yo,청소하러 가는 인사,동사,"정리하다,치우다",더럽히다,"청소,정리","집안 청소,방 청소","깨끗한 청소,꼼꼼한 청소",going to clean,/ˈɡəʊɪŋ tə kliːn/,going to tidy up,verb,"tidy,organize","mess up,dirty","cleaning,organizing","house cleaning,room cleaning","thorough cleaning,careful organizing",去打扫,qu da sao,去打扫的问候语,动词,"整理,收拾","弄脏,弄乱","打扫,整理","家务清洁,房间打扫","彻底清洁,细心整理",掃除してきます,souji shite kimasu,掃除しに行く挨拶,動詞,"片付ける,整理する","汚す,散らかす","掃除,整理","家の掃除,部屋の掃除","きれいな掃除,丁寧な整理",voy a limpiar,boy-a-lim-pi-ar,ir a limpiar,verbo,"ordenar,organizar","ensuciar,desordenar","limpieza,organización","limpieza casa,limpieza cuarto","limpieza profunda,organización cuidadosa",깨끗이 청소하고 올게요,I'll clean thoroughly and come back!,我去好好打扫！,きれいに掃除してきます！,¡Voy a limpiar bien y vuelvo!
