concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_down_direction,"daily","direction","basic","casual,travel","instruction","수직 하향 이동 지시 패턴","N으로/로 아래로 가다","수직 하향 이동을 지시하는 문법","계단으로 아래로 내려가세요.","Vertical downward movement instruction pattern","go down + by/with + N","Grammar instructing vertical downward movement","Go down with the stairs.","垂直下向き移動指示パターン","Nで下に降りる","垂直下向き移動を指示する文法","階段で下に降りてください。","垂直向下移動指示模式","走N向下去","指示垂直向下移動的語法","走樓梯向下去。","Patrón de instrucción de movimiento vertical hacia abajo","bajar + por/con + N","Gramática que instruye movimiento vertical hacia abajo","Baja por las escaleras.","아래로","down","下","向下","abajo"
daily_ferry_boat,"daily","transportation","basic","polite,travel","description","해상 교통수단 이용 패턴","N으로/로 섬에 가다","페리나 선박 이용을 설명하는 문법","페리로 섬까지 여행합니다.","Maritime transportation usage pattern","travel to island + by + N","Grammar describing ferry or ship usage","We travel to the island by ferry.","海上交通手段利用パターン","Nで島に行く","フェリーや船舶利用を説明する文法","フェリーで島まで旅行します。","海上交通工具使用模式","乘N去島","說明渡輪或船舶使用的語法","我們乘渡輪去島上。","Patrón de uso de transporte marítimo","viajar a la isla + en + N","Gramática que describe el uso de ferry o barco","Viajamos a la isla en transbordador.","페리","ferry","フェリー","渡轮","transbordador"
daily_helicopter_aircraft,"daily","transportation","intermediate","polite,travel","description","응급 이송 표현 패턴","N을/를 N으로 이송하다","헬리콥터 응급 이송을 설명하는 문법","환자를 헬리콥터로 이송했습니다.","Emergency transport expression pattern","transport + N + by + helicopter","Grammar describing helicopter emergency transport","The patient was transported by helicopter.","緊急搬送表現パターン","NをNで搬送する","ヘリコプター緊急搬送を説明する文法","患者をヘリコプターで搬送しました。","緊急運送表達模式","用N運送N","說明直升機緊急運送的語法","用直升機運送病人。","Patrón de expresión de transporte de emergencia","transportar + N + en + helicóptero","Gramática que describe transporte de emergencia en helicóptero","El paciente fue transportado en helicóptero.","헬리콥터","helicopter","ヘリコプター","直升机","helicóptero"
daily_scooter_motorbike,"daily","transportation","basic","casual,public","suggestion","거리별 교통수단 추천 패턴","짧은 거리는 N이/가 편리하다","거리에 따른 교통수단 추천 문법","짧은 거리는 스쿠터가 편리합니다.","Distance-based transport recommendation pattern","N + is convenient for + distance","Grammar recommending transport based on distance","A scooter is convenient for short distances.","距離別交通手段推奨パターン","短い距離はNが便利","距離による交通手段推奨文法","短い距離はスクーターが便利です。","基於距離的交通推薦模式","短距離N很方便","根據距離推薦交通工具的語法","短距離踏板車很方便。","Patrón de recomendación de transporte por distancia","N + es conveniente para + distancia","Gramática que recomienda transporte basado en distancia","Un patinete es conveniente para distancias cortas.","스쿠터","scooter","スクーター","踏板车","patinete"
daily_escalator_stairs,"daily","transportation","basic","casual,public","instruction","건물 내 이동 안내 패턴","N에서 N을/를 이용하다","건물 내 이동수단 이용 안내 문법","쇼핑몰에서 에스컬레이터를 이용하세요.","Indoor movement guidance pattern","use + N + in + building","Grammar guiding indoor transport usage","Use the escalator in the shopping mall.","建物内移動案内パターン","NでNを利用する","建物内移動手段利用案内文法","ショッピングモールでエスカレーターを利用してください。","建築物內移動指導模式","在N使用N","建築物內交通工具使用指導語法","在購物中心使用自動扶梯。","Patrón de orientación de movimiento interior","usar + N + en + edificio","Gramática que orienta el uso de transporte interior","Usa la escalera mecánica en el centro comercial.","에스컬레이터","escalator","エスカレーター","自动扶梯","escalera mecánica"
daily_elevator_lift,"daily","transportation","basic","polite,public","request","시설 상태 문의 패턴","N이/가 고장났나요?","시설의 작동 상태를 묻는 문법","엘리베이터가 고장났나요?","Facility status inquiry pattern","Is + N + broken?","Grammar asking about facility operation status","Is the elevator broken?","施設状態問い合わせパターン","Nが故障していますか？","施設の動作状態を尋ねる文法","エレベーターは故障していますか？","設施狀態詢問模式","N壞了嗎？","詢問設施運作狀態的語法","電梯壞了嗎？","Patrón de consulta de estado de instalación","¿Está roto + N?","Gramática que pregunta sobre el estado de funcionamiento de instalaciones","¿Está roto el ascensor?","엘리베이터","elevator","エレベーター","电梯","ascensor"
daily_skateboard_board,"daily","transportation","basic","casual,public","suggestion","연령대별 활동 선호 패턴","N들이 N을/를 즐겨 한다","특정 연령대의 활동 선호를 설명하는 문법","젊은이들이 스케이트보드를 즐겨 탑니다.","Age group activity preference pattern","N + enjoy + V-ing + N","Grammar describing activity preferences by age group","Young people enjoy riding skateboards.","年齢層別活動嗜好パターン","NがNを楽しんでする","特定年齢層の活動嗜好を説明する文法","若い人たちがスケートボードを楽しんで乗ります。","年齡群體活動偏好模式","N喜歡V + N","說明特定年齡群體活動偏好的語法","年輕人喜歡踩滑板。","Patrón de preferencia de actividad por grupo de edad","N + disfrutan + V-ando + N","Gramática que describe preferencias de actividad por grupo de edad","Los jóvenes disfrutan montando monopatín.","스케이트보드","skateboard","スケートボード","滑板","monopatín"
daily_cable_car,"daily","transportation","intermediate","polite,travel","description","관광지 경치 감상 패턴","N에서 경치가 아름답다","케이블카나 관광지에서의 경치 표현 문법","케이블카에서 경치가 정말 아름답습니다.","Tourist site scenery appreciation pattern","the view from + N + is beautiful","Grammar expressing scenery from cable cars or tourist sites","The view from the cable car is really beautiful.","観光地景色鑑賞パターン","Nからの景色が美しい","ケーブルカーや観光地での景色表現文法","ケーブルカーからの景色がとても美しいです。","觀光地風景欣賞模式","從N看風景很美","纜車或觀光地的風景表達語法","從纜車看風景非常美麗。","Patrón de apreciación del paisaje turístico","la vista desde + N + es hermosa","Gramática que expresa paisajes desde teleféricos o sitios turísticos","La vista desde el teleférico es realmente hermosa.","케이블카","cable car","ケーブルカー","缆车","teleférico"
daily_trolley_streetcar,"daily","transportation","basic","polite,public","description","도시별 명물 소개 패턴","N의 N이/가 유명하다","특정 도시의 대표적인 교통수단 소개 문법","샌프란시스코의 트롤리가 매우 유명합니다.","City landmark introduction pattern","N's + N + is famous","Grammar introducing representative transport of specific cities","San Francisco's trolley is very famous.","都市別名物紹介パターン","NのNが有名","特定都市の代表的交通手段紹介文法","サンフランシスコのトロリーがとても有名です。","城市特色介紹模式","N的N很有名","介紹特定城市代表性交通工具的語法","舊金山的有軌電車非常有名。","Patrón de introducción de símbolos de ciudad","N de + N + es famoso","Gramática que introduce transporte representativo de ciudades específicas","El tranvía de San Francisco es muy famoso.","트롤리","trolley","トロリー","有轨电车","tranvía"
daily_rickshaw_cart,"daily","transportation","intermediate","casual,travel","description","여행 경험 공유 패턴","여행에서 N을/를 경험했다","여행 중 특별한 교통수단 경험 표현 문법","아시아 여행에서 인력거를 경험했습니다.","Travel experience sharing pattern","experienced + N + during + trip","Grammar expressing special transport experiences during travel","I experienced a rickshaw during my Asia trip.","旅行体験共有パターン","旅行でNを体験した","旅行中の特別な交通手段体験表現文法","アジア旅行で人力車を体験しました。","旅行經驗分享模式","在旅行中體驗了N","旅行中特殊交通工具體驗表達語法","我在亞洲旅行中體驗了人力車。","Patrón de intercambio de experiencias de viaje","experimenté + N + durante + viaje","Gramática que expresa experiencias de transporte especial durante viajes","Experimenté un rickshaw durante mi viaje a Asia.","인력거","rickshaw","人力車","人力车","rickshaw"
daily_segway_scooter,"daily","transportation","advanced","casual,public","suggestion","활동별 재미 표현 패턴","N을/를 N으로 하면 재미있다","특정 활동의 재미를 표현하는 문법","도시 투어를 세그웨이로 하면 정말 재미있어요.","Activity enjoyment expression pattern","N + is fun + with/on + N","Grammar expressing enjoyment of specific activities","City tours are really fun on a segway.","活動別楽しさ表現パターン","NをNでするのは楽しい","特定活動の楽しさを表現する文法","市内ツアーをセグウェイでするのはとても楽しいです。","活動樂趣表達模式","用N做N很有趣","表達特定活動樂趣的語法","用賽格威進行城市遊覽非常有趣。","Patrón de expresión de diversión por actividad","N + son divertidos + en + N","Gramática que expresa disfrute de actividades específicas","Los tours de la ciudad son realmente divertidos en segway.","세그웨이","segway","セグウェイ","赛格威","segway"
daily_wheelchair_mobility,"daily","transportation","basic","polite,medical","description","접근성 시설 안내 패턴","N 접근이 가능한 N이다","장애인 접근성 시설을 안내하는 문법","휠체어 접근이 가능한 건물입니다.","Accessibility facility guidance pattern","N + accessible + facility","Grammar guiding disability accessibility facilities","This is a wheelchair accessible building.","アクセシビリティ施設案内パターン","Nアクセス可能なN","障害者アクセシビリティ施設を案内する文法","車椅子でアクセス可能な建物です。","無障礙設施指導模式","N可進入的N","指導殘障人士無障礙設施的語法","這是一個輪椅可進入的建築。","Patrón de orientación de instalaciones de accesibilidad","instalación accesible en + N","Gramática que orienta instalaciones de accesibilidad para discapacitados","Esta es una instalación accesible en silla de ruedas.","휠체어","wheelchair","車椅子","轮椅","silla de ruedas"
