concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
food_pepper_ingredient,food,ingredients,basic,"casual,shopping",description,맛 강도 표현,이 N은/는 너무 형용사해서 양 V겠어요,"재료의 맛 강도를 표현하고 사용량 조절 의도를 나타내는 패턴","이 후추는 너무 매워서 조금만 쓰겠어요.",Taste Intensity Expression,This + N + is + too + adjective + so + amount,"Pattern expressing taste intensity of ingredient and intention to adjust usage","This pepper is too spicy so I'll use little.",味強度表現,このNはとても形容詞なので量Vます,"材料の味強度を表現し使用量調節意図を表すパターン","この胡椒はとても辛いので少しだけ使います。",味道强度表达,这个N太形容词了所以量V,"表达食材味道强度和调节用量意图的模式","这个胡椒太辣了所以只用一点。",Expresión de Intensidad de Sabor,Este + N + está + muy + adjetivo + así que + cantidad,"Patrón expresando intensidad de sabor de ingrediente e intención de ajustar uso","Esta pimienta está muy picante así que usaré poco.",후추,pepper,胡椒,胡椒,pimienta
food_garlic_ingredient,food,ingredients,basic,"casual,shopping",description,향 선호 표현,N 향이 나는 요리를 좋아해요,"특정 향이나 맛을 가진 음식에 대한 선호 표현","마늘 향이 나는 파스타를 좋아해요.",Aroma Preference Expression,I like + cuisine + with + N + aroma,"Expression of preference for food with specific aroma or taste","I like pasta with garlic aroma.",香り好み表現,Nの香りがする料理が好きです,"特定の香りや味を持つ食べ物への好み表現","ニンニクの香りがするパスタが好きです。",香味偏好表达,我喜欢有N香味的菜,"对有特定香味或口味食物的偏好表达","我喜欢有大蒜香味的意大利面。",Expresión de Preferencia de Aroma,Me gusta + cocina + con aroma a + N,"Expresión de preferencia por comida con aroma o sabor específico","Me gusta pasta con aroma a ajo.",마늘,garlic,ニンニク,大蒜,ajo
food_onion_ingredient,food,ingredients,basic,"casual,shopping",description,반복 상황 표현,N을/를 V때마다 결과가 일어나요,"특정 행동을 반복할 때마다 같은 결과가 발생함을 나타내는 패턴","양파를 썰 때마다 눈물이 나요.",Repetitive Situation Expression,Every time I + V + N + result happens,"Pattern indicating same result occurs whenever repeating specific action","Every time I cut onions tears come out.",反復状況表現,NをVたびに結果が起こります,"特定行動を反復するたびに同じ結果が発生することを表すパターン","玉ねぎを切るたびに涙が出ます。",重复情况表达,每次V + N + 都会结果,"表示每当重复特定行动时都会发生同样结果的模式","每次切洋葱都会流眼泪。",Expresión de Situación Repetitiva,Cada vez que + V + N + resultado sucede,"Patrón indicando que el mismo resultado ocurre al repetir acción específica","Cada vez que corto cebollas salen lágrimas.",양파,onion,玉ねぎ,洋葱,cebolla
food_tomato_ingredient,food,ingredients,basic,"casual,shopping",description,재배 결과 표현,장소에서 기른 N이/가 형용사해요,"특정 장소에서 재배한 식재료의 품질을 표현하는 패턴","정원에서 기른 토마토가 달아요.",Cultivation Result Expression,N + grown + in + place + is + adjective,"Pattern expressing quality of ingredients cultivated in specific place","Tomatoes grown in garden are sweet.",栽培結果表現,場所で育てたNが形容詞です,"特定場所で栽培した食材の品質を表現するパターン","庭で育てたトマトが甘いです。",栽培结果表达,在地点种的N很形容词,"表达在特定地点栽培的食材质量的模式","在花园种的番茄很甜。",Expresión de Resultado de Cultivo,N + cultivado + en + lugar + está + adjetivo,"Patrón expresando calidad de ingredientes cultivados en lugar específico","Tomates cultivados en jardín están dulces.",토마토,tomato,トマト,番茄,tomate
food_carrot_ingredient,food,ingredients,basic,"casual,shopping",description,선호도 표현,대상은/는 N을/를 매우 좋아해요,"특정 대상의 음식 선호도를 표현하는 패턴","아이들은 당근 주스를 매우 좋아해요.",Preference Expression,Subject + really like + N,"Pattern expressing food preference of specific subject","Children really like carrot juice.",好み表現,対象はNをとても好きです,"特定対象の食べ物好みを表現するパターン","子供たちはニンジンジュースをとても好きです。",偏好表达,对象很喜欢N,"表达特定对象食物偏好的模式","孩子们很喜欢胡萝卜汁。",Expresión de Preferencia,Sujeto + realmente gustan + N,"Patrón expresando preferencia alimentaria de sujeto específico","A los niños realmente les gusta jugo de zanahoria.",당근,carrot,ニンジン,胡萝卜,zanahoria
food_potato_ingredient,food,ingredients,basic,"casual,shopping",description,조리 과정 설명,N을/를 V아/어서 V아/어서 요리를 만들어요,"다단계 조리 과정을 설명하는 패턴","감자를 삶아서 으깨서 으깬감자를 만들어요.",Cooking Process Description,V + N + and + V + to make + dish,"Pattern describing multi-step cooking process","Boil potatoes and mash to make mashed potatoes.",調理過程説明,NをVてVて料理を作ります,"多段階調理過程を説明するパターン","ジャガイモを茹でて潰してマッシュポテトを作ります。",烹饪过程说明,V + N + 然后V + 做菜,"说明多步骤烹饪过程的模式","煮土豆然后捣碎做土豆泥。",Descripción de Proceso Culinario,V + N + y + V + para hacer + plato,"Patrón describiendo proceso culinario de múltiples pasos","Hierve papas y machaca para hacer puré.",감자,potato,ジャガイモ,土豆,papa
food_cabbage_ingredient,food,ingredients,basic,"casual,shopping",description,요리 가능성 표현,N으로 형용사한 요리를 만들 수 있어요,"특정 재료로 만들 수 있는 요리를 표현하는 패턴","양배추로 건강한 샐러드를 만들 수 있어요.",Cooking Possibility Expression,You can make + adjective + dish + with + N,"Pattern expressing dishes that can be made with specific ingredient","You can make healthy salad with cabbage.",料理可能性表現,Nで形容詞な料理を作ることができます,"特定材料で作ることができる料理を表現するパターン","キャベツで健康的なサラダを作ることができます。",烹饪可能性表达,可以用N做形容词的菜,"表达用特定食材可以做的菜的模式","可以用卷心菜做健康沙拉。",Expresión de Posibilidad Culinaria,Puedes hacer + plato + adjetivo + con + N,"Patrón expresando platos que se pueden hacer con ingrediente específico","Puedes hacer ensalada saludable con repollo.",양배추,cabbage,キャベツ,卷心菜,repollo
food_mushroom_ingredient,food,ingredients,intermediate,"casual,shopping",description,구매 과정 표현,장소에서 형용사한 N을/를 골라서 샀어요,"시장에서 식재료를 고르는 과정을 표현하는 패턴","시장에서 신선한 버섯을 골라서 샀어요.",Purchase Process Expression,I picked and bought + adjective + N + at + place,"Pattern expressing process of selecting ingredients at market","I picked and bought fresh mushrooms at market.",購入過程表現,場所で形容詞なNを選んで買いました,"市場で食材を選ぶ過程を表現するパターン","市場で新鮮なキノコを選んで買いました。",购买过程表达,在地点挑选买了形容词的N,"表达在市场挑选食材过程的模式","在市场挑选买了新鲜蘑菇。",Expresión de Proceso de Compra,Elegí y compré + N + adjetivo + en + lugar,"Patrón expresando proceso de seleccionar ingredientes en mercado","Elegí y compré setas frescas en mercado.",버섯,mushroom,キノコ,蘑菇,seta
food_rice_ingredient,food,ingredients,basic,"casual,home",description,문화적 습관 표현,민족은/는 주기적으로 N을/를 V는 습관이 있어요,"특정 민족의 식습관을 표현하는 패턴","한국인은 매일 쌀밥을 먹는 습관이 있어요.",Cultural Habit Expression,People + have habit of + V-ing + N + frequency,"Pattern expressing dietary habits of specific ethnicity","Koreans have habit of eating rice daily.",文化的習慣表現,民族は頻度にNをVる習慣があります,"特定民族の食習慣を表現するパターン","韓国人は毎日ご飯を食べる習慣があります。",文化习惯表达,民族有频率V + N的习惯,"表达特定民族饮食习惯的模式","韩国人有每天吃米饭的习惯。",Expresión de Hábito Cultural,Pueblo + tiene hábito de + V + N + frecuencia,"Patrón expresando hábitos dietéticos de etnia específica","Coreanos tienen hábito de comer arroz diariamente.",쌀,rice,米,米,arroz
food_chicken_ingredient,food,ingredients,basic,"casual,shopping",description,영양 정보 표현,N은/는 영양소가 형용사한 형용사한 음식이에요,"식재료의 영양 정보를 표현하는 패턴","닭고기는 단백질이 풍부한 건강한 음식이에요.",Nutrition Information Expression,N + is + adjective + food + rich in + nutrient,"Pattern expressing nutritional information of ingredients","Chicken is healthy food rich in protein.",栄養情報表現,Nは栄養素が形容詞な形容詞な食べ物です,"食材の栄養情報を表現するパターン","鶏肉はタンパク質が豊富な健康的な食べ物です。",营养信息表达,N是富含营养素的形容词食物,"表达食材营养信息的模式","鸡肉是富含蛋白质的健康食物。",Expresión de Información Nutricional,N + es + comida + adjetivo + rica en + nutriente,"Patrón expresando información nutricional de ingredientes","Pollo es comida saludable rica en proteína.",닭고기,chicken,鶏肉,鸡肉,pollo
food_beef_ingredient,food,ingredients,intermediate,"casual,shopping",description,품질별 용도 표현,형용사 N으로 형용사한 요리를 만들어요,"재료의 품질에 따른 요리 용도를 표현하는 패턴","고급 소고기로 특별한 스테이크를 만들어요.",Quality-based Usage Expression,Make + adjective + dish + with + adjective + N,"Pattern expressing cooking usage based on ingredient quality","Make special steak with premium beef.",品質別用途表現,形容詞なNで形容詞な料理を作ります,"材料の品質による料理用途を表現するパターン","高級牛肉で特別なステーキを作ります。",按质量用途表达,用形容词N做形容词菜,"表达根据食材质量的烹饪用途的模式","用高级牛肉做特别牛排。",Expresión de Uso Basado en Calidad,Haz + plato + adjetivo + con + N + adjetivo,"Patrón expresando uso culinario basado en calidad de ingrediente","Haz bistec especial con carne premium.",소고기,beef,牛肉,牛肉,carne
food_fish_ingredient,food,ingredients,basic,"casual,shopping",description,출처별 품질 표현,장소에서 V은/ㄴ N은/는 정말 형용사해요,"식재료의 출처에 따른 품질을 표현하는 패턴","바다에서 잡은 생선은 정말 신선해요.",Source-based Quality Expression,N + from + place + is + really + adjective,"Pattern expressing quality based on ingredient source","Fish from sea is really fresh.",出所別品質表現,場所でVた/だNは本当に形容詞です,"食材の出所による品質を表現するパターン","海で獲れた魚は本当に新鮮です。",按来源质量表达,从地点V的N真的很形容词,"表达根据食材来源的质量的模式","从海里捕获的鱼真的很新鲜。",Expresión de Calidad Basada en Origen,N + de + lugar + está + realmente + adjetivo,"Patrón expresando calidad basada en origen de ingrediente","Pescado de mar está realmente fresco.",생선,fish,魚,鱼,pescado
food_egg_ingredient,food,ingredients,basic,"casual,home",description,조리 완료 표현,시간에 N 요리를 해서 먹었어요,"특정 시간에 음식을 조리해서 섭취한 것을 표현하는 패턴","아침에 달걀 프라이를 해서 먹었어요.",Cooking Completion Expression,I made and ate + N + dish + at + time,"Pattern expressing cooking and consuming food at specific time","I made and ate fried eggs in morning.",調理完了表現,時間にN料理を作って食べました,"特定時間に食べ物を調理して摂取したことを表現するパターン","朝に目玉焼きを作って食べました。",烹饪完成表达,时间做了N菜吃了,"表达在特定时间烹饪并摄取食物的模式","早上做了煎蛋吃了。",Expresión de Finalización Culinaria,Hice y comí + plato de + N + en + tiempo,"Patrón expresando cocinar y consumir comida en tiempo específico","Hice y comí huevos fritos en la mañana.",달걀,egg,卵,鸡蛋,huevo
food_milk_ingredient,food,ingredients,basic,"casual,home",description,일상 섭취 습관,주기적으로 형용사한 N을/를 양 V어요,"규칙적인 음식 섭취 습관을 표현하는 패턴","매일 아침 신선한 우유를 한 잔 마셔요.",Daily Intake Habit,I drink + amount + adjective + N + frequency + time,"Pattern expressing regular food consumption habit","I drink a glass of fresh milk every morning.",日常摂取習慣,頻度に形容詞なNを量Vます,"規則的な食べ物摂取習慣を表現するパターン","毎朝新鮮な牛乳を一杯飲みます。",日常摄取习惯,频率 + V + 量形容词的N,"表达规律食物摄取习惯的模式","每天早上喝一杯新鲜牛奶。",Hábito de Ingesta Diaria,Bebo + cantidad + N + adjetivo + frecuencia + tiempo,"Patrón expresando hábito de consumo alimentario regular","Bebo un vaso de leche fresca cada mañana.",우유,milk,牛乳,牛奶,leche
food_cheese_ingredient,food,ingredients,intermediate,"casual,shopping",description,원산지 품질 표현,원산지산 N이/가 정말 형용사하고 형용사해요,"원산지에 따른 식재료 품질을 표현하는 패턴","이탈리아산 치즈가 정말 맛있고 고소해요.",Origin Quality Expression,N + from + origin + is + really + adjective + and + adjective,"Pattern expressing ingredient quality based on origin","Italian cheese is really delicious and savory.",原産地品質表現,原産地産のNが本当に形容詞で形容詞です,"原産地による食材品質を表現するパターン","イタリア産チーズが本当に美味しくて香ばしいです。",原产地质量表达,原产地的N真的很形容词很形容词,"表达根据原产地的食材质量的模式","意大利奶酪真的很美味很香。",Expresión de Calidad de Origen,N + de + origen + está + realmente + adjetivo + y + adjetivo,"Patrón expresando calidad de ingrediente basada en origen","Queso de Italia está realmente delicioso y sabroso.",치즈,cheese,チーズ,奶酪,queso
food_butter_ingredient,food,ingredients,intermediate,"polite,shopping",description,재료별 요리 품질,원산지산 N으로 만든 요리가 최고예요,"특정 원산지 재료로 만든 요리의 우수성을 표현하는 패턴","프랑스산 버터로 만든 크루아상이 최고예요.",Ingredient-based Dish Quality,Dish + made with + origin + N + is the best,"Pattern expressing excellence of dish made with specific origin ingredient","Croissants made with French butter are the best.",材料別料理品質,原産地産のNで作った料理が最高です,"特定原産地材料で作った料理の優秀性を表現するパターン","フランス産バターで作ったクロワッサンが最高です。",按食材菜品质量,用原产地N做的菜最棒,"表达用特定原产地食材做的菜的优秀性的模式","用法国黄油做的羊角包最棒。",Calidad de Plato Basada en Ingrediente,Plato + hecho con + N + de origen + es el mejor,"Patrón expresando excelencia de plato hecho con ingrediente de origen específico","Croissants hechos con mantequilla francesa son los mejores.",버터,butter,バター,黄油,mantequilla
