concept_id,domain,category,difficulty,emoji,color,situation,purpose,korean_word,korean_pronunciation,korean_definition,korean_pos,korean_synonyms,korean_antonyms,korean_word_family,korean_compound_words,korean_collocations,english_word,english_pronunciation,english_definition,english_pos,english_synonyms,english_antonyms,english_word_family,english_compound_words,english_collocations,chinese_word,chinese_pronunciation,chinese_definition,chinese_pos,chinese_synonyms,chinese_antonyms,chinese_word_family,chinese_compound_words,chinese_collocations,japanese_word,japanese_pronunciation,japanese_definition,japanese_pos,japanese_synonyms,japanese_antonyms,japanese_word_family,japanese_compound_words,japanese_collocations,spanish_word,spanish_pronunciation,spanish_definition,spanish_pos,spanish_synonyms,spanish_antonyms,spanish_word_family,spanish_compound_words,spanish_collocations,korean_example,english_example,chinese_example,japanese_example,spanish_example
daily_like_verb,daily,family,basic,❤️,red,casual home,question,좋아하다,jo-a-ha-da,마음에 들어 하다,verb,사랑하다,싫어하다,좋아함,좋아하는,마음에 들다,like,/laɪk/,to enjoy or feel attracted to,verb,enjoy,dislike,liking,favorite,be fond of,喜欢,xi huan,对某事物感到满意,verb,爱好,讨厌,喜爱,喜欢的,爱好,好き,suki,気に入っていること,verb,愛する,嫌い,好きな,好み,気に入る,gustar,gus-tar,sentir atracción o placer por algo,verb,disfrutar,disgustar,gustando,favorito,agradar,엄마는 꽃을 좋아해요,Mom likes flowers,妈妈喜欢花,お母さんは花が好きです,A mamá le gustan las flores
daily_love_verb,daily,family,basic,💕,pink,casual home,question,사랑하다,sa-rang-ha-da,깊이 아끼고 소중히 여기다,verb,아끼다,미워하다,사랑,사랑스러운,사랑받다,love,/lʌv/,to care deeply about someone,verb,adore,hate,loving,beloved,be loved,爱,ai,深深关心某人,verb,热爱,恨,爱的,被爱的,爱情,愛する,aisuru,深く大切に思うこと,verb,大切にする,憎む,愛している,愛される,愛情,amar,a-mar,cuidar profundamente a alguien,verb,adorar,odiar,amando,amado,ser amado,우리는 가족을 사랑해요,We love our family,我们爱我们的家人,私たちは家族を愛しています,Amamos a nuestra familia
daily_care_verb,daily,family,basic,🤗,blue,casual home,question,돌보다,dol-bo-da,보살피고 관리하다,verb,보살피다,방치하다,돌봄,돌보는,보살핌,care,/keər/,to look after someone,verb,look after,neglect,caring,caretaker,take care,照顾,zhao gu,照看某人,verb,照料,忽视,照顾的,照顾者,关心,世話する,sewa suru,面倒を見ること,verb,看護する,無視する,世話している,世話人,面倒見,cuidar,kui-dar,atender a alguien,verb,atender,descuidar,cuidando,cuidador,cuidar de,할머니를 돌봐요,I take care of grandma,我照顾奶奶,おばあちゃんの世話をします,Cuido a la abuela
daily_meet_verb,daily,family,basic,🤝,green,casual home,question,만나다,man-na-da,다른 사람과 함께하다,verb,보다,헤어지다,만남,만나는,약속하다,meet,/miːt/,to come together with someone,verb,encounter,separate,meeting,appointment,get together,见面,jian mian,与某人相聚,verb,遇见,分开,见面的,约会,聚会,会う,au,他の人と一緒になること,verb,出会う,別れる,会っている,約束,待ち合わせ,encontrar,en-kon-trar,juntarse con alguien,verb,reunirse,separarse,encontrando,cita,encontrarse,친구를 만나요,I meet a friend,我见朋友,友達に会います,Me encuentro con un amigo
daily_father_noun,daily,family,basic,👨,blue,casual home,question,아버지,a-beo-ji,남자 부모,noun,아빠,없음,아버님,아버지들,우리 아버지,father,/ˈfɑːðər/,male parent,noun,dad,없음,fatherly,fathers,my father,父亲,fu qin,男性家长,noun,爸爸,없음,父亲的,父亲们,我父亲,父,chichi,男性の親,noun,お父さん,없음,父親の,父たち,私の父,padre,pa-dre,progenitor masculino,noun,papá,없음,paterno,padres,mi padre,우리 아버지는 의사예요,Our father is a doctor,我们父亲是医生,私たちの父は医者です,Nuestro padre es médico
daily_mother_noun,daily,family,basic,👩,pink,casual home,question,어머니,eo-meo-ni,여자 부모,noun,엄마,없음,어머님,어머니들,우리 어머니,mother,/ˈmʌðər/,female parent,noun,mom,없음,motherly,mothers,my mother,母亲,mu qin,女性家长,noun,妈妈,없음,母亲的,母亲们,我母亲,母,haha,女性の親,noun,お母さん,없음,母親の,母たち,私の母,madre,ma-dre,progenitora femenina,noun,mamá,없음,maternal,madres,mi madre,어머니는 요리를 잘해요,Mother cooks well,母亲做饭很好,母は料理が上手です,Madre cocina muy bien
daily_brother_noun,daily,family,basic,👦,cyan,casual home,question,형제,hyeong-je,같은 부모를 둔 남자 형제자매,noun,형,없음,형제간,형제들,우리 형제,brother,/ˈbrʌðər/,male sibling,noun,bro,없음,brotherly,brothers,my brother,兄弟,xiong di,同父母的男性兄弟姐妹,noun,哥哥,없음,兄弟的,兄弟们,我兄弟,兄弟,kyoudai,同じ親を持つ男性のきょうだい,noun,お兄さん,없음,兄弟の,兄弟たち,私の兄弟,hermano,er-ma-no,hermano masculino,noun,hermanito,없음,fraternal,hermanos,mi hermano,형제가 둘 있어요,I have two brothers,我有两个兄弟,兄弟が二人います,Tengo dos hermanos
daily_sister_noun,daily,family,basic,👧,purple,casual home,question,자매,ja-mae,같은 부모를 둔 여자 형제자매,noun,언니,없음,자매간,자매들,우리 자매,sister,/ˈsɪstər/,female sibling,noun,sis,없음,sisterly,sisters,my sister,姐妹,jie mei,同父母的女性兄弟姐妹,noun,姐姐,없음,姐妹的,姐妹들,我姐妹,姉妹,shimai,同じ親を持つ女性のきょうだい,noun,お姉さん,없음,姉妹の,姉妹たち,私の姉妹,hermana,er-ma-na,hermana femenina,noun,hermanita,없음,sororal,hermanas,mi hermana,자매가 셋 있어요,I have three sisters,我有三个姐妹,姉妹が三人います,Tengo tres hermanas
daily_family_noun,daily,family,basic,👨‍👩‍👧‍👦,orange,casual home,question,가족,ga-jok,혈연이나 혼인으로 맺어진 공동체,noun,식구,없음,가족간,가족들,우리 가족,family,/ˈfæməli/,group of related people,noun,relatives,없음,familial,families,my family,家庭,jia ting,有血缘或婚姻关系的群体,noun,家人,없음,家庭的,家庭们,我家庭,家族,kazoku,血縁や結婚でつながった共同体,noun,家庭,없음,家族の,家族たち,私の家族,familia,fa-mi-lia,grupo de personas relacionadas,noun,parientes,없음,familiar,familias,mi familia,가족이 다섯 명이에요,Our family has five members,我们家有五口人,家族は五人です,Nuestra familia tiene cinco miembros
daily_home_noun,daily,family,basic,🏡,yellow,casual home,question,집,jip,사람이 사는 곳,noun,가정,없음,집안,집들,우리 집,home,/hoʊm/,place where you live,noun,house,없음,homely,homes,my home,家,jia,人居住的地方,noun,房子,없음,家的,家们,我家,家,ie,人が住むところ,noun,住宅,없음,家庭の,家たち,私の家,casa,ka-sa,lugar donde vives,noun,hogar,없음,casero,casas,mi casa,집에 있어요,I am at home,我在家,家にいます,Estoy en casa
daily_grandfather_noun,daily,family,basic,👴,brown,casual home,question,할아버지,hal-a-beo-ji,남자 조부모,noun,할아버님,없음,조부,할아버지들,우리 할아버지,grandfather,/ˈɡrændfɑːðər/,male grandparent,noun,grandpa,없음,grandfatherly,grandfathers,my grandfather,爷爷,ye ye,男性祖父母,noun,爷爷,없음,祖父的,爷爷们,我爷爷,祖父,sofu,男性の祖父母,noun,おじいちゃん,없음,祖父の,祖父たち,私の祖父,abuelo,a-bue-lo,abuelo masculino,noun,abuelito,없음,abuelo,abuelos,mi abuelo,할아버지가 계세요,Grandfather is here,爷爷在这里,おじいちゃんがいます,El abuelo está aquí
daily_grandmother_noun,daily,family,basic,👵,pink,casual home,question,할머니,hal-meo-ni,여자 조부모,noun,할머님,없음,조모,할머니들,우리 할머니,grandmother,/ˈɡrænmʌðər/,female grandparent,noun,grandma,없음,grandmotherly,grandmothers,my grandmother,奶奶,nai nai,女性祖父母,noun,奶奶,없음,祖母的,奶奶们,我奶奶,祖母,sobo,女性の祖父母,noun,おばあちゃん,없음,祖母の,祖母たち,私の祖母,abuela,a-bue-la,abuela femenina,noun,abuelita,없음,abuela,abuelas,mi abuela,할머니가 오셔요,Grandmother is coming,奶奶来了,おばあちゃんが来ます,La abuela viene
daily_child_noun,daily,family,basic,👶,yellow,casual home,question,아이,a-i,어린 사람,noun,어린이,어른,어린,아이들,우리 아이,child,/tʃaɪld/,young person,noun,kid,adult,childhood,children,my child,孩子,hai zi,年幼的人,noun,小孩,大人,童年,孩子们,我孩子,子供,kodomo,幼い人,noun,子ども,大人,子供時代,子供たち,私の子供,niño,ni-nyo,persona joven,noun,pequeño,adulto,niñez,niños,mi niño,아이가 놀아요,The child is playing,孩子在玩,子供が遊んでいます,El niño está jugando
daily_uncle_noun,daily,family,basic,👨‍🦲,blue,casual home,question,삼촌,sam-chon,남자 친척,noun,아저씨,없음,친척,삼촌들,우리 삼촌,uncle,/ˈʌŋkəl/,male relative,noun,unc,없음,avuncular,uncles,my uncle,叔叔,shu shu,男性亲戚,noun,大叔,없음,叔叔的,叔叔们,我叔叔,叔父,oji,男性の親戚,noun,おじさん,없음,叔父の,叔父たち,私の叔父,tío,ti-o,pariente masculino,noun,tito,없음,tío,tíos,mi tío,삼촌이 와요,Uncle is coming,叔叔来了,おじさんが来ます,El tío viene
daily_aunt_noun,daily,family,basic,👩‍🦳,purple,casual home,question,이모,i-mo,여자 고모나 이모,noun,아줌마,없음,고모,이모들,우리 이모,aunt,/ænt/,female relative,noun,auntie,없음,aunt-like,aunts,my aunt,阿姨,a yi,女性亲戚,noun,姨妈,없음,阿姨的,阿姨们,我阿姨,叔母,oba,女性の親戚,noun,おばさん,없음,叔母の,叔母たち,私の叔母,tía,ti-a,pariente femenina,noun,tita,없음,tía,tías,mi tía,이모가 와요,Aunt is coming,阿姨来了,おばさんが来ます,La tía viene
daily_cousin_noun,daily,family,basic,👫,orange,casual home,question,사촌,sa-chon,사촌이나 이모의 자녀,noun,사촌형제,없음,사촌관계,사촌들,우리 사촌,cousin,/ˈkʌzən/,relative's child,noun,cuz,없음,cousinly,cousins,my cousin,表兄弟,biao xiong di,亲戚的子女,noun,表兄弟,없음,表兄弟的,表兄弟们,我表兄弟,いとこ,itoko,親戚の子供,noun,従兄弟,없음,いとこの,いとこたち,私のいとこ,primo,pri-mo,hijo de pariente,noun,primito,없음,primo,primos,mi primo,사촌이 와요,Cousin is coming,表兄弟来了,いとこが来ます,El primo viene
daily_son_noun,daily,family,basic,👦,cyan,casual home,question,아들,a-deul,남자 자녀,noun,남자아이,딸,자식,아들들,우리 아들,son,/sʌn/,male child,noun,boy,daughter,offspring,sons,my son,儿子,er zi,男性子女,noun,男孩,女儿,子女,儿子们,我儿子,息子,musuko,男性の子供,noun,男の子,娘,子供,息子たち,私の息子,hijo,i-ho,hijo masculino,noun,niño,hija,descendencia,hijos,mi hijo,아들이 와요,Son is coming,儿子来了,息子が来ます,El hijo viene
daily_daughter_noun,daily,family,basic,👧,pink,casual home,question,딸,ttal,여자 자녀,noun,여자아이,아들,자식,딸들,우리 딸,daughter,/ˈdɔːtər/,female child,noun,girl,son,offspring,daughters,my daughter,女儿,nv er,女性子女,noun,女孩,儿子,子女,女儿们,我女儿,娘,musume,女性の子供,noun,女の子,息子,子供,娘たち,私の娘,hija,i-ha,hija femenina,noun,niña,hijo,descendencia,hijas,mi hija,딸이 와요,Daughter is coming,女儿来了,娘が来ます,La hija viene
daily_husband_noun,daily,family,basic,👨‍💼,blue,casual home,question,남편,nam-pyeon,결혼한 남자,noun,신랑,없음,부부,남편들,우리 남편,husband,/ˈhʌzbənd/,married man,noun,spouse,wife,marriage,husbands,my husband,丈夫,zhang fu,已婚男人,noun,老公,妻子,婚姻,丈夫们,我丈夫,夫,otto,結婚した男性,noun,旦那,妻,結婚,夫たち,私の夫,esposo,es-po-so,hombre casado,noun,marido,esposa,matrimonio,esposos,mi esposo,남편이 와요,Husband is coming,丈夫来了,夫が来ます,El esposo viene
daily_wife_noun,daily,family,basic,👩‍💼,pink,casual home,question,아내,a-nae,결혼한 여자,noun,부인,남편,부부,아내들,우리 아내,wife,/waɪf/,married woman,noun,spouse,husband,marriage,wives,my wife,妻子,qi zi,已婚女人,noun,老婆,丈夫,婚姻,妻子们,我妻子,妻,tsuma,結婚した女性,noun,奥さん,夫,結婚,妻たち,私の妻,esposa,es-po-sa,mujer casada,noun,mujer,esposo,matrimonio,esposas,mi esposa,아내가 와요,Wife is coming,妻子来了,妻が来ます,La esposa viene
daily_play_verb,daily,family,basic,🎮,green,casual home,question,놀다,nol-da,재미있게 시간을 보내다,verb,즐기다,일하다,놀이,놀이터,함께 놀다,play,/pleɪ/,to have fun,verb,enjoy,work,playing,playground,play together,玩,wan,有趣地度过时间,verb,玩耍,工作,玩耍,游乐场,一起玩,遊ぶ,asobu,楽しい時間を過ごす,verb,楽しむ,働く,遊び,遊び場,一緒に遊ぶ,jugar,hu-gar,pasar tiempo divertido,verb,disfrutar,trabajar,jugando,parque,jugar juntos,아이들이 놀아요,Children are playing,孩子们在玩,子供たちが遊んでいます,Los niños están jugando
daily_help_verb,daily,family,basic,🤝,blue,casual home,question,돕다,dop-da,다른 사람을 도와주다,verb,도와주다,방해하다,도움,도우미,서로 돕다,help,/help/,to assist someone,verb,assist,hinder,helping,helper,help each other,帮助,bang zhu,帮助他人,verb,协助,妨碍,帮助,帮手,互相帮助,手伝う,tetsudau,他の人を助ける,verb,助ける,邪魔する,手伝い,助手,互いに手伝う,ayudar,a-yu-dar,asistir a alguien,verb,asistir,estorbar,ayudando,ayudante,ayudarse mutuamente,가족을 도와요,I help my family,我帮助家人,家族を手伝います,Ayudo a mi familia
daily_cook_verb,daily,family,basic,🍳,orange,casual home,question,요리하다,yo-ri-ha-da,음식을 만들다,verb,만들다,없음,요리,요리사,맛있게 요리하다,cook,/kʊk/,to prepare food,verb,prepare,없음,cooking,chef,cook deliciously,做饭,zuo fan,制作食物,verb,准备,없음,烹饪,厨师,好吃地做饭,料理する,ryouri suru,食べ物を作る,verb,作る,없음,料理,料理人,美味しく料理する,cocinar,ko-si-nar,preparar comida,verb,preparar,없음,cocinando,cocinero,cocinar delicioso,엄마가 요리해요,Mom is cooking,妈妈在做饭,お母さんが料理しています,Mamá está cocinando
daily_study_verb,daily,family,basic,📚,purple,casual home,question,공부하다,gong-bu-ha-da,학습하다,verb,배우다,놀다,공부,학생,열심히 공부하다,study,/ˈstʌdi/,to learn,verb,learn,play,studying,student,study hard,学习,xue xi,进行学习,verb,学习,玩耍,学习,学生,努力学习,勉強する,benkyou suru,学習する,verb,学ぶ,遊ぶ,勉強,学生,一生懸命勉強する,estudiar,es-tu-diar,aprender,verb,aprender,jugar,estudiando,estudiante,estudiar duro,형이 공부해요,Brother is studying,哥哥在学习,兄さんが勉強しています,El hermano está estudiando
daily_sleep_verb,daily,family,basic,😴,navy,casual home,question,자다,ja-da,잠을 자다,verb,잠들다,깨어나다,수면,침실,잘 자다,sleep,/sliːp/,to rest,verb,rest,wake,sleeping,bed,sleep well,睡觉,shui jiao,进行睡眠,verb,休息,醒来,睡眠,床,好好睡觉,寝る,neru,眠ること,verb,休む,起きる,睡眠,ベッド,よく寝る,dormir,dor-mir,descansar,verb,descansar,despertar,durmiendo,cama,dormir bien,아기가 자요,Baby is sleeping,婴儿在睡觉,赤ちゃんが寝ています,El bebé está durmiendo
daily_eat_verb,daily,family,basic,🍽️,red,casual home,question,먹다,meok-da,음식을 섭취하다,verb,식사하다,굶다,식사,식당,맛있게 먹다,eat,/iːt/,to consume food,verb,consume,starve,eating,restaurant,eat deliciously,吃,chi,摄取食物,verb,摄取,饿,饮食,餐厅,好吃地吃,食べる,taberu,食べ物を摂取する,verb,摂取する,飢える,食事,レストラン,美味しく食べる,comer,ko-mer,consumir comida,verb,consumir,pasar hambre,comiendo,restaurante,comer delicioso,가족이 먹어요,Family is eating,家人在吃饭,家族が食べています,La familia está comiendo
daily_talk_verb,daily,family,basic,💬,cyan,casual home,question,이야기하다,i-ya-gi-ha-da,대화하다,verb,말하다,침묵하다,대화,이야기,재미있게 이야기하다,talk,/tɔːk/,to speak,verb,speak,silence,talking,conversation,talk interestingly,说话,shuo hua,进行对话,verb,说,沉默,谈话,对话,有趣地说话,話す,hanasu,対話すること,verb,言う,沈黙,話し,会話,面白く話す,hablar,a-blar,conversar,verb,decir,callar,hablando,conversación,hablar interesante,친구와 이야기해요,I talk with friends,我和朋友说话,友達と話しています,Hablo con amigos
daily_laugh_verb,daily,family,basic,😂,yellow,casual home,question,웃다,ut-da,기쁨을 표현하다,verb,미소짓다,울다,웃음,미소,크게 웃다,laugh,/læf/,to express joy,verb,smile,cry,laughing,smile,laugh loudly,笑,xiao,表达快乐,verb,笑,哭,笑声,笑容,大声笑,笑う,warau,喜びを表すこと,verb,笑む,泣く,笑い,笑顔,大きく笑う,reír,re-ir,expresar alegría,verb,sonreír,llorar,riendo,sonrisa,reír fuerte,아이가 웃어요,Child is laughing,孩子在笑,子供が笑っています,El niño está riendo
daily_visit_verb,daily,family,basic,🚗,brown,casual home,question,방문하다,bang-mun-ha-da,찾아가다,verb,가다,떠나다,방문,방님,자주 방문하다,visit,/ˈvɪzɪt/,to go see,verb,go,leave,visiting,guest,visit often,拜访,bai fang,前去看望,verb,去,离开,拜访,客人,经常拜访,訪問する,houmon suru,訪ねて行くこと,verb,行く,去る,訪問,ゲスト,よく訪問する,visitar,bi-si-tar,ir a ver,verb,ir,irse,visitando,invitado,visitar seguido,할머니를 방문해요,I visit grandmother,我拜访奶奶,おばあちゃんを訪問します,Visito a la abuela
daily_call_verb,daily,family,basic,📞,green,casual home,question,전화하다,jeon-hwa-ha-da,전화를 걸다,verb,부르다,끊다,전화,전화기,자주 전화하다,call,/kɔːl/,to phone,verb,phone,hang up,calling,phone call,call often,打电话,da dian hua,拨打电话,verb,拨打,挂断,电话,电话,经常打电话,電話する,denwa suru,電話をかけること,verb,かける,切る,電話,電話機,よく電話する,llamar,ya-mar,hacer una llamada,verb,telefonear,colgar,llamando,llamada,llamar seguido,아빠에게 전화해요,I call dad,我给爸爸打电话,お父さんに電話します,Llamo a papá
daily_birthday_noun,daily,family,basic,🎂,pink,casual home,question,생일,saeng-il,태어난 날,noun,탄생일,없음,탄신,생일들,우리 생일,birthday,/ˈbɜːrθdeɪ/,day of birth,noun,birth date,없음,birth,birthdays,my birthday,生日,sheng ri,出生的日子,noun,生日,없음,生辰,生日们,我生日,誕生日,tanjoubi,生まれた日,noun,生年月日,없음,誕生,誕生日たち,私の誕生日,cumpleaños,kum-ple-a-nyos,día de nacimiento,noun,natalicio,없음,nacimiento,cumpleaños,mi cumpleaños,오늘은 생일이에요,Today is birthday,今天是生日,今日は誕生日です,Hoy es cumpleaños
daily_gift_noun,daily,family,basic,🎁,purple,casual home,question,선물,seon-mul,주는 물건,noun,선사,없음,증정,선물들,특별한 선물,gift,/ɡɪft/,present,noun,present,없음,giving,gifts,special gift,礼物,li wu,赠送的物品,noun,礼品,없음,赠送,礼物们,特别的礼物,プレゼント,purezento,贈る物,noun,贈り物,없음,贈呈,プレゼントたち,特別なプレゼント,regalo,re-ga-lo,objeto que se da,noun,obsequio,없음,obsequio,regalos,regalo especial,생일 선물이에요,It's a birthday gift,这是生日礼物,誕生日プレゼントです,Es un regalo de cumpleaños
daily_party_noun,daily,family,basic,🎉,rainbow,casual home,question,파티,pa-ti,축제나 잔치,noun,잔치,없음,축하,파티들,생일 파티,party,/ˈpɑːrti/,celebration,noun,celebration,없음,celebrating,parties,birthday party,聚会,ju hui,庆祝活动,noun,派对,없음,庆祝,聚会们,生日聚会,パーティー,paatii,祝賀会や宴会,noun,祝賀会,없음,祝い,パーティーたち,誕生日パーティー,fiesta,fies-ta,celebración,noun,celebración,없음,celebrando,fiestas,fiesta de cumpleaños,가족 파티를 해요,We have a family party,我们举办家庭聚会,家族パーティーをします,Hacemos una fiesta familiar
daily_photo_noun,daily,family,basic,📷,gray,casual home,question,사진,sa-jin,촬영한 그림,noun,그림,없음,촬영,사진들,가족 사진,photo,/ˈfoʊtoʊ/,picture,noun,picture,없음,photography,photos,family photo,照片,zhao pian,拍摄的图片,noun,相片,없음,摄影,照片们,家庭照片,写真,shashin,撮影した絵,noun,画像,없음,撮影,写真たち,家族写真,foto,fo-to,imagen capturada,noun,imagen,없음,fotografía,fotos,foto familiar,가족 사진을 찍어요,We take a family photo,我们拍家庭照片,家族写真を撮ります,Tomamos una foto familiar
daily_memory_noun,daily,family,basic,🧠,blue,casual home,question,기억,gi-eok,마음에 남은 것,noun,추억,망각,기억력,기억들,소중한 기억,memory,/ˈmeməri/,remembrance,noun,remembrance,forgetfulness,recall,memories,precious memory,记忆,ji yi,心中留下的东西,noun,回忆,遗忘,记忆力,记忆们,珍贵记忆,記憶,kioku,心に残ったもの,noun,思い出,忘却,記憶力,記憶たち,大切な記憶,memoria,me-mo-ria,recuerdo,noun,recuerdo,olvido,recordar,memorias,memoria preciosa,좋은 기억이에요,It's a good memory,这是美好记忆,良い記憶です,Es un buen recuerdo
