concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
travel_airport_location,travel,basic,basic,"polite,social",question,위치 묻기,어디에 있나요?,"위치를 묻는 기본 표현이다.",공항이 어디에 있나요?,Asking for location,Where is...?,"Basic expression for asking location.",Where is the airport?,場所を尋ねる,どこにありますか？,"場所を尋ねる基本表現です。",空港はどこにありますか？,询问位置,在哪里？,"询问位置的基本表达。",机场在哪里？,Preguntar ubicación,¿Dónde está...?,"Expresión básica para preguntar ubicación.",¿Dónde está el aeropuerto?,공항,airport,空港,机场,aeropuerto
travel_food_want,travel,culture,basic,"polite,shopping",request,희망 표현하기,~하고 싶어요,"원하는 것을 표현하는 방법이다.",한국 전통 음식을 먹어보고 싶어요.,Expressing want,I want to + verb,"Way to express what you want to do.",I want to try Korean traditional food.,希望の表現,～したいです,"したいことを表現する方法です。",韓国の伝統的な食べ物を食べてみたいです。,表达愿望,我想...,"表达想要做什么的方法。",我想尝试韩国传统食物。,Expresar deseo,Quiero + infinitivo,"Forma de expresar lo que quieres hacer.",Quiero probar la comida tradicional coreana.
travel_map_polite_request,travel,basic,basic,"polite,social",request,정중한 부탁,~좀 주시겠어요?,"정중하게 부탁하는 표현이다.",관광 지도 좀 주시겠어요?,Polite request,Could you give me...?,"Expression for making polite requests.",Could you give me a tourist map?,丁寧なお願い,～をいただけませんか？,"丁寧にお願いする表現です。",観光地図をいただけませんか？,礼貌请求,您能给我...吗？,"礼貌地请求的表达。",您能给我一份旅游地图吗？,Petición cortés,¿Podría darme...?,"Expresión para hacer peticiones corteses.",¿Podría darme un mapa turístico?
travel_culture_learning,travel,culture,intermediate,"casual,social",opinion,학습 의사,~에 대해 더 알고 싶다,"학습 의지를 표현하는 방법이다.",한국 문화에 대해 더 알고 싶어요.,Learning intention,I want to learn more about...,"Way to express intention to learn.",I want to learn more about Korean culture.,学習意思,～についてもっと知りたい,"学習意欲を表現する方法です。",韓国の文化についてもっと知りたいです。,学习意愿,我想了解更多...,"表达学习意愿的方法。",我想了解更多韩国文化。,Intención de aprender,Quiero aprender más sobre...,"Forma de expresar intención de aprender.",Quiero aprender más sobre la cultura coreana.
travel_first_meeting,travel,communication,basic,"polite,social",greeting,첫 만남 인사,처음 뵙겠습니다,"처음 만날 때 하는 인사이다.","안녕하세요! 처음 뵙겠습니다.",First meeting greeting,Nice to meet you,"Greeting used when meeting for the first time.","Hello! Nice to meet you.",初対面の挨拶,初めまして,"初めて会うときの挨拶です。",こんにちは！初めまして。,初次见面问候,很高兴认识你,"初次见面时的问候。",你好！很高兴认识你。,Saludo de primer encuentro,Mucho gusto,"Saludo usado al conocer por primera vez.","¡Hola! Mucho gusto."
travel_urgency_expression,travel,basic,basic,"casual,work",instruction,급함 표현하기,빨리 + 동사,"급한 상황을 표현하는 방법이다.",공항에 빨리 가야 해요.,Expressing urgency,Need to + verb + quickly,"Way to express urgent situations.",I need to get to the airport quickly.,急ぎの表現,早く + 動詞,"急な状況を表現する方法です。",空港に早く行かなければなりません。,表达紧急,需要快速...,"表达紧急情况的方法。",我需要快速到达机场。,Expresar urgencia,Necesito + infinitivo + rápidamente,"Forma de expresar situaciones urgentes.",Necesito llegar al aeropuerto rápidamente.
travel_recommendation_request,travel,communication,intermediate,"polite,social",request,추천 요청하기,~을/를 추천해 주시겠어요?,"추천을 요청하는 정중한 표현이다.",맛있는 식당을 추천해 주시겠어요?,Requesting recommendation,Could you recommend...?,"Polite expression for requesting recommendations.",Could you recommend a good restaurant?,推薦のお願い,～をおすすめしていただけませんか？,"推薦をお願いする丁寧な表現です。",美味しいレストランをおすすめしていただけませんか？,请求推荐,您能推荐...吗？,"请求推荐的礼貌表达。",您能推荐一个好餐厅吗？,Solicitar recomendación,¿Podrías recomendarme...?,"Expresión cortés para solicitar recomendaciones.",¿Podrías recomendarme un buen restaurante?
travel_identity_introduction,travel,culture,basic,"casual,social",description,신분 소개하기,저는 ~에서 온 ~입니다,"자신의 신분을 소개하는 방법이다.",저는 일본에서 온 관광객입니다.,Identity introduction,I'm a ... from ...,"Way to introduce your identity.",I'm a tourist from Japan.,身分紹介,私は～から来た～です,"自分の身分を紹介する方法です。",私は日本から来た観光客です。,介绍身份,我是来自...的...,"介绍自己身份的方法。",我是来自日本的游客。,Introducción de identidad,Soy un ... de ...,"Forma de introducir tu identidad.",Soy un turista de Japón.
travel_method_inquiry,travel,communication,basic,"polite,social",question,방법 묻기,어떻게 + 동사,"방법을 묻는 표현이다.",시내 중심가에 어떻게 가나요?,Asking for method,How do I + verb?,"Expression for asking about method.",How do I get to downtown?,方法を尋ねる,どうやって + 動詞,"方法を尋ねる表現です。",市内中心部にはどうやって行きますか？,询问方法,怎么 + 动词,"询问方法的表达。",怎么去市中心？,Preguntar método,¿Cómo + verbo?,"Expresión para preguntar sobre método.",¿Cómo llego al centro de la ciudad?
travel_temple_history,travel,culture,intermediate,"polite,social",question,시기 묻기,언제 + 동사,"시기를 묻는 표현이다.",이 사원은 언제 지어졌나요?,Asking about time,When was ... + past participle?,"Expression for asking about timing.",When was this temple built?,時期を尋ねる,いつ + 動詞,"時期を尋ねる表現です。",この寺院はいつ建てられましたか？,询问时间,什么时候 + 动词,"询问时间的表达。",这个寺庙是什么时候建的？,Preguntar tiempo,¿Cuándo fue + participio?,"Expresión para preguntar sobre tiempo.",¿Cuándo fue construido este templo?
travel_bus_availability,travel,basic,basic,"polite,social",question,이용 가능성,~까지 가는 ~이/가 있나요?,"교통수단 이용 가능성을 묻는 표현이다.",명동까지 가는 버스가 있나요?,Asking availability,Is there a ... that goes to ...?,"Expression for asking transportation availability.",Is there a bus that goes to Myeongdong?,利用可能性,～まで行く～はありますか？,"交通手段の利用可能性を尋ねる表現です。",明洞まで行くバスはありますか？,询问可用性,有去...的...吗？,"询问交通工具可用性的表达。",有去明洞的公交车吗？,Preguntar disponibilidad,¿Hay un ... que vaya a ...?,"Expresión para preguntar disponibilidad de transporte.",¿Hay un autobús que vaya a Myeongdong?
travel_festival_admiration,travel,culture,basic,"casual,social",emotion,칭찬 표현하기,정말 + 형용사,"칭찬이나 감탄을 표현하는 방법이다.",정말 멋진 축제네요!,Expressing praise,What a + adjective!,"Way to express praise or admiration.",What a wonderful festival!,褒める表現,本当に + 形容詞,"褒めや感嘆を表現する方法です。",本当に素晴らしいお祭りですね！,表达赞美,真 + 形容词,"表达赞美或感叹的方法。",真是个精彩的节日！,Expresar elogio,¡Qué + adjetivo!,"Forma de expresar elogio o admiración.",¡Qué festival tan maravilloso!
travel_taxi_service_request,travel,basic,basic,"polite,social",request,서비스 요청,~좀 불러주시겠어요?,"서비스를 요청하는 정중한 표현이다.",택시 좀 불러주시겠어요?,Service request,Could you call ... for me?,"Polite expression for requesting service.",Could you call a taxi for me?,サービスのお願い,～を呼んでいただけませんか？,"サービスをお願いする丁寧な表現です。",タクシーを呼んでいただけませんか？,请求服务,您能给我叫...吗？,"请求服务的礼貌表达。",您能给我叫个出租车吗？,Solicitud de servicio,¿Podrías llamarme...?,"Expresión cortés para solicitar servicio.",¿Podrías llamarme un taxi?
travel_language_request,travel,communication,basic,"polite,social",request,언어 요청하기,~어로 말해주시겠어요?,"특정 언어로 말해달라고 요청하는 표현이다.",영어로 말해주시겠어요?,Language request,Could you speak in ...?,"Expression for requesting to speak in a specific language.",Could you speak in English?,言語のお願い,～で話していただけませんか？,"特定の言語で話してもらうお願いの表現です。",英語で話していただけませんか？,请求语言,您能用...说吗？,"请求用特定语言说话的表达。",您能用英语说吗？,Solicitud de idioma,¿Podrías hablar en...?,"Expresión para solicitar hablar en un idioma específico.",¿Podrías hablar en inglés?
travel_money_exchange_inquiry,travel,basic,basic,"polite,shopping",question,장소 묻기,어디서 + 동사,"특정 행동을 할 수 있는 장소를 묻는 표현이다.",어디서 돈을 바꿀 수 있나요?,Asking place for action,Where can I + verb?,"Expression for asking where to do something.",Where can I exchange money?,場所を尋ねる,どこで + 動詞,"特定の行動ができる場所を尋ねる表現です。",お金はどこで両替できますか？,询问地点,我在哪里可以...？,"询问在哪里做某事的表达。",我在哪里可以换钱？,Preguntar lugar para acción,¿Dónde puedo + infinitivo?,"Expresión para preguntar dónde hacer algo.",¿Dónde puedo cambiar dinero?
travel_understanding_difficulty,travel,communication,basic,"polite,social",request,이해 부족 표현,이해하지 못했어요,"이해하지 못했음을 표현하는 방법이다.","죄송하지만 이해하지 못했어요.","Expressing lack of understanding","I didn't understand","Way to express that you didn't understand.","Sorry, I didn't understand.",理解不足の表現,理解できませんでした,"理解できなかったことを表現する方法です。","すみません, 理解できませんでした。",表达不理解,我没理解,"表达没有理解的方法。","抱歉，我没理解。",Expresar falta de comprensión,No entendí,"Forma de expresar que no entendiste.","Lo siento, no entendí."
travel_tradition_explanation,travel,culture,intermediate,"polite,social",instruction,설명하기,이것은 ~의 ~입니다,"무엇인가를 설명하는 표현이다.",이것은 한국의 오래된 전통입니다.,Explaining something,This is a ... of ...,"Expression for explaining something.",This is an old Korean tradition.,説明する,これは～の～です,"何かを説明する表現です。",これは韓国の古い伝統です。,解释事物,这是...的...,"解释某事物的表达。",这是韩国的古老传统。,Explicar algo,Esta es una ... de ...,"Expresión para explicar algo.",Esta es una antigua tradición coreana.
travel_place_appreciation,travel,communication,basic,"casual,social",agreement,감탄 동조하기,정말 + 형용사,"좋은 곳에 대한 감탄을 표현하는 방법이다.",정말 좋은 곳이네요!,Expressing appreciation,What a + adjective!,"Way to express appreciation for a nice place.",What a nice place!,感嘆に同調,本当に + 形容詞,"良い場所への感嘆を表現する方法です。",本当に良い場所ですね！,表达赞赏,真是个 + 形容词,"对好地方表达赞赏的方法。",真是个好地方！,Expresar apreciación,¡Qué + adjetivo!,"Forma de expresar apreciación por un lugar agradable.",¡Qué lugar tan bueno!
travel_walking_possibility,travel,basic,basic,"casual,social",question,가능성 묻기,~까지 걸어서 갈 수 있나요?,"도보로 갈 수 있는지 묻는 표현이다.",호텔까지 걸어서 갈 수 있나요?,Asking possibility,Can I walk to...?,"Expression for asking if walking is possible.",Can I walk to the hotel?,可能性を尋ねる,～まで歩いて行けますか？,"徒歩で行けるかを尋ねる表現です。",ホテルまで歩いて行けますか？,询问可能性,我能走到...吗？,"询问步行是否可能的表达。",我能走到酒店吗？,Preguntar posibilidad,¿Puedo caminar a...?,"Expresión para preguntar si es posible caminar.",¿Puedo caminar al hotel?
travel_festival_happening,travel,culture,intermediate,"casual,social",suggestion,행사 알리기,~에 ~이/가 있어요,"행사나 이벤트가 있음을 알리는 표현이다.",이번 주말에 전통 축제가 있어요.,Announcing event,There's a ... on ...,"Expression for announcing events or activities.",There's a traditional festival this weekend.,行事のお知らせ,～に～があります,"行事やイベントがあることを知らせる表現です。",今週末に伝統的なお祭りがあります。,通知活动,在...有...,"通知有活动或事件的表达。",这个周末有传统节日。,Anunciar evento,Hay un ... en ...,"Expresión para anunciar eventos o actividades.",Hay un festival tradicional este fin de semana.
travel_slow_speech_request,travel,communication,basic,"polite,social",request,속도 조절 요청,천천히 + 동사,"말하는 속도를 조절해달라고 요청하는 표현이다.",천천히 말해주시겠어요?,Speed adjustment request,Could you + verb + slowly?,"Expression for requesting to adjust speaking speed.",Could you speak slowly?,速度調整のお願い,ゆっくり + 動詞,"話す速度を調整してもらうお願いの表現です。",ゆっくり話していただけませんか？,请求调整速度,您能慢慢...吗？,"请求调整说话速度的表达。",您能慢慢说吗？,Solicitud de ajuste de velocidad,¿Podrías + infinitivo + lentamente?,"Expresión para solicitar ajustar la velocidad del habla.",¿Podrías hablar lentamente?
travel_visit_intention,travel,basic,basic,"polite,social",suggestion,방문 의사,~을/를 방문하고 싶어요,"방문하고 싶은 의사를 표현하는 방법이다.",박물관을 방문하고 싶어요.,Visiting intention,I'd like to visit...,"Way to express intention to visit.",I'd like to visit the museum.,訪問意思,～を訪問したいです,"訪問したい意思を表現する方法です。",博物館を訪問したいです。,意愿参观,我想参观...,"表达想要参观的意愿的方法。",我想参观博物馆。,Intención de visitar,Me gustaría visitar...,"Forma de expresar intención de visitar.",Me gustaría visitar el museo.
travel_price_inquiry,travel,basic,basic,"polite,shopping",question,가격 묻기,~이/가 얼마인가요?,"가격을 묻는 표현이다.",입장료가 얼마인가요?,Price inquiry,How much is...?,"Expression for asking about price.",How much is the admission fee?,値段を尋ねる,～はいくらですか？,"値段を尋ねる表現です。",入場料はいくらですか？,询问价格,...多少钱？,"询问价格的表达。",门票多少钱？,Consulta de precio,¿Cuánto cuesta...?,"Expresión para preguntar sobre precio.",¿Cuánto cuesta la entrada?
travel_distance_inquiry,travel,basic,basic,"casual,social",question,거리 묻기,~이/가 멀어요?,"거리가 먼지 묻는 표현이다.",공항이 여기서 멀어요?,Distance inquiry,Is ... far from here?,"Expression for asking if something is far.",Is the airport far from here?,距離を尋ねる,～はここから遠いですか？,"距離が遠いかを尋ねる表現です。",空港はここから遠いですか？,询问距离,...离这里远吗？,"询问距离远近的表达。",机场离这里远吗？,Consulta de distancia,¿... está lejos de aquí?,"Expresión para preguntar si algo está lejos.",¿El aeropuerto está lejos de aquí?
travel_together_suggestion,travel,communication,basic,"casual,social",suggestion,함께 하기 제안,함께 + 동사,"함께 무엇을 하자고 제안하는 표현이다.",함께 관광지를 구경해요.,Together suggestion,Let's + verb + together,"Expression for suggesting to do something together.",Let's sightsee together.,一緒にする提案,一緒に + 動詞,"一緒に何かをしようと提案する表現です。",一緒に観光地を見学しましょう。,一起建议,我们一起...吧,"建议一起做某事的表达。",我们一起观光吧。,Sugerencia juntos,Vamos a + infinitivo + juntos,"Expresión para sugerir hacer algo juntos.",Vamos a hacer turismo juntos.
travel_photo_favor,travel,culture,basic,"polite,social",request,촬영 부탁,~에서 사진 좀 찍어주시겠어요?,"사진 촬영을 부탁하는 표현이다.",여기서 사진 좀 찍어주시겠어요?,Photo favor,Could you take a photo ... here?,"Expression for asking to take photos.",Could you take a photo of us here?,撮影のお願い,～で写真を撮っていただけませんか？,"写真撮影をお願いする表現です。",ここで写真を撮っていただけませんか？,请求拍照,您能在...拍张照片吗？,"请求拍照的表达。",您能在这里给我们拍张照片吗？,Favor de foto,¿Podrías tomarnos una foto ...?,"Expresión para pedir tomar fotos.",¿Podrías tomarnos una foto aquí?
travel_museum_location_inquiry,travel,culture,intermediate,"polite,social",question,공공시설 위치,~이/가 어디에 있나요?,"공공시설의 위치를 묻는 표현이다.",국립박물관이 어디에 있나요?,Public facility location,Where is the...?,"Expression for asking location of public facilities.",Where is the National Museum?,公共施設の場所,～はどこにありますか？,"公共施設の場所を尋ねる表현です。",国立博物館はどこにありますか？,公共设施位置,...在哪里？,"询问公共设施位置的表达。",国家博物馆在哪里？,Ubicación de instalación pública,¿Dónde está el...?,"Expresión para preguntar ubicación de instalaciones públicas.",¿Dónde está el Museo Nacional?
travel_shopping_plan,travel,basic,basic,"casual,shopping",suggestion,계획 표현하기,~에서 ~할 거예요,"계획을 표현하는 방법이다.",내일 명동에서 쇼핑할 거예요.,Expressing plans,I'm going to ... at ...,"Way to express future plans.",I'm going shopping in Myeongdong tomorrow.,計画の表現,～で～する予定です,"計画を表現する方法です。",明日明洞で買い物する予定です。,表达计划,我明天要在...,"表达计划的方法。",我明天要去明洞购物。,Expresar planes,Voy a ... en ...,"Forma de expresar planes futuros.",Voy a ir de compras a Myeongdong mañana.
travel_food_delicious,travel,culture,basic,"casual,shopping",gratitude,맛 표현하기,정말 + 맛있어요,"음식의 맛을 표현하는 방법이다.",이 음식은 정말 맛있어요!,Expressing taste,This ... is really delicious!,"Way to express taste of food.",This food is really delicious!,味の表現,本当に + 美味しいです,"食べ物の味を表現する方法です。",この食べ物は本当に美味しいです！,表达味道,这个...真好吃！,"表达食物味道的方法。",这个食物真好吃！,Expresar sabor,Esta ... está realmente deliciosa!,"Forma de expresar sabor de comida.",¡Esta comida está realmente deliciosa!
travel_lost_situation,travel,communication,intermediate,"polite,social",request,곤란 상황 표현,길을 잃었어요,"길을 잃은 상황을 표현하는 방법이다.","죄송합니다, 길을 잃었어요.",Expressing lost situation,I'm lost,"Way to express being lost.","Excuse me, I'm lost.",道に迷った状況,道に迷いました,"道に迷った状況を表現する方法です。","すみません, 道に迷いました。",表达迷路情况,我迷路了,"表达迷路的方法。","对不起，我迷路了。",Expresar situación perdida,Me he perdido,"Forma de expresar estar perdido.","Disculpe, me he perdido."
travel_close_distance,travel,basic,basic,"casual,social",question,근거리 확인,~이/가 가까워요?,"가까운 거리인지 확인하는 표현이다.",은행이 여기서 가까워요?,Close distance check,Is ... close to here?,"Expression for checking if something is close.",Is the bank close to here?,近距離確認,～はここから近いですか？,"近い距離かを確認する表現です。",銀行はここから近いですか？,确认近距离,...离这里近吗？,"确认是否很近的表达。",银行离这里近吗？,Verificar distancia cercana,¿... está cerca de aquí?,"Expresión para verificar si algo está cerca.",¿El banco está cerca de aquí?
travel_directions_request,travel,basic,intermediate,"polite,social",instruction,길 안내 요청,~으로 가는 길을 알려주시겠어요?,"길 안내를 요청하는 표현이다.",시청으로 가는 길을 알려주시겠어요?,Directions request,Could you give me directions to...?,"Expression for requesting directions.",Could you give me directions to City Hall?,道案内のお願い,～への道を教えていただけませんか？,"道案内をお願いする表現です。",市庁舎への道を教えていただけませんか？,请求指路,您能告诉我去...的路吗？,"请求指路的表达。",您能告诉我去市政厅的路吗？,Solicitud de direcciones,¿Podrías darme direcciones a...?,"Expresión para solicitar direcciones.",¿Podrías darme direcciones al Ayuntamiento?
travel_with_companion,travel,communication,basic,"casual,home",description,동반 표현,~와/과 함께,"누구와 함께 있음을 표현하는 방법이다.",가족과 함께 여행 중입니다.,Expressing companionship,... with ...,"Way to express being with someone.",I'm traveling with my family.,同伴の表現,～と一緒に,"誰と一緒にいるかを表現する方法です。",家族と一緒に旅行中です。,表达陪伴,和...一起,"表达与某人在一起的方法。",我和家人一起旅行。,Expresar compañía,... con ...,"Forma de expresar estar con alguien.",Estoy viajando con mi familia.
travel_reason_explanation,travel,communication,intermediate,"casual,social",instruction,이유 설명,왜냐하면 + 이유,"이유를 설명하는 표현이다.","한국을 좋아해요, 왜냐하면 문화가 흥미롭기 때문이에요.",Reason explanation,... because + reason,"Expression for explaining reasons.","I like Korea because the culture is interesting.",理由説明,なぜなら + 理由,"理由を説明する表現です。","韓国が好きです, なぜなら文化が興味深いからです。",解释原因,因为 + 原因,"解释原因的表达。","我喜欢韩国，因为文化很有趣。",Explicación de razón,... porque + razón,"Expresión para explicar razones.",Me gusta Corea porque la cultura es interesante.
travel_wow_exclamation,travel,culture,basic,"casual,travel",emotion,놀라움 표현,와! + 감탄,"놀라움이나 감탄을 표현하는 방법이다.",와! 정말 멋진 건물이네요!,Wow exclamation,Wow! + exclamation,"Way to express surprise or amazement.",Wow! What an amazing building!,驚きの表現,わあ！+ 感嘆,"驚きや感嘆を表現する方法です。",わあ！本当に素晴らしい建物ですね！,表达惊讶,哇！+ 感叹,"表达惊讶或感叹的方法。",哇！真是一座了不起的建筑！,Exclamación de asombro,¡Guau! + exclamación,"Forma de expresar sorpresa o asombro.",¡Guau! ¡Qué edificio tan increíble!
travel_palace_historical,travel,culture,advanced,"polite,public",instruction,역사 설명,~은/는 ~의 ~입니다,"역사적 사실을 설명하는 표현이다.",경복궁은 조선시대의 대표적인 궁궐입니다.,Historical explanation,... is a ... of ...,"Expression for explaining historical facts.",Gyeongbokgung is a representative palace of the Joseon Dynasty.,歴史説明,～は～の～です,"歴史的事実を説明する表現です。",景福宮は朝鮮時代の代表的な宮殿です。,历史解释,...是...的...,"解释历史事实的表达。",景福宫是朝鲜时代的代表性宫殿。,Explicación histórica,... es un ... de ...,"Expresión para explicar hechos históricos.",Gyeongbokgung es un palacio representativo de la Dinastía Joseon.
travel_reservation_confirmation,travel,basic,fluent,"polite,work",instruction,예약 확인,~을/를 확인하고 싶습니다,"예약을 확인하고 싶을 때 사용하는 표현이다.",레스토랑 예약을 확인하고 싶습니다.,Reservation confirmation,I'd like to confirm my...,"Expression used when wanting to confirm reservations.",I'd like to confirm my restaurant reservation.,予約確認,～を確認したいです,"予約を確認したいときに使う表現です。",レストランの予約を確認したいです。,确认预订,我想确认...,"想要确认预订时使用的表达。",我想确认餐厅预订。,Confirmación de reserva,Me gustaría confirmar mi...,"Expresión usada cuando se quiere confirmar reservas.",Me gustaría confirmar mi reserva del restaurante.
travel_itinerary_recommendation,travel,basic,technical,"polite,work",instruction,일정 추천 요청,~일정을 추천해 주시겠어요?,"여행 일정 추천을 요청하는 표현이다.",3박 4일 서울 여행 일정을 추천해 주시겠어요?,Itinerary recommendation,Could you recommend a ... itinerary?,"Expression for requesting travel itinerary recommendations.",Could you recommend a 4-day Seoul travel itinerary?,日程推薦のお願い,～日程をおすすめしていただけませんか？,"旅行日程の推薦をお願いする表現です。",3泊4日のソウル旅行日程をおすすめしていただけませんか？,请求行程推荐,您能推荐...行程安排吗？,"请求旅行行程推荐的表达。",您能推荐一个首尔3晚4天的行程安排吗？,Solicitud de recomendación de itinerario,¿Podrías recomendarme un itinerario de...?,"Expresión para solicitar recomendaciones de itinerario de viaje.",¿Podrías recomendarme un itinerario de 4 días en Seúl?
