concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_phone_device,daily,routine,basic,"casual,social",request,"급한 일이 있어서 전화를 걸어야 해요.","I have an urgent matter so I need to make a phone call.","急用があるので電話をかけなければなりません。","我有急事，需要打电话。","Tengo un asunto urgente, así que necesito hacer una llamada.",전화,phone,電話,电话,teléfono
daily_computer_device,daily,routine,intermediate,"casual,work",instruction,"새 프로젝트를 위해 컴퓨터 프로그램을 배우고 있어요.","I'm learning computer programs for a new project.","新しいプロジェクトのためにコンピュータープログラムを学んでいます。","我正在为新项目学习计算机程序。","Estoy aprendiendo programas de computadora para un nuevo proyecto.",컴퓨터,computer,コンピューター,电脑,computadora
daily_coffee_drink,daily,routine,basic,"casual,social",emotion,"카페에서 친구와 함께 커피를 마시며 대화했어요.","I had coffee and chatted with a friend at the cafe.","カフェで友達とコーヒーを飲みながら会話しました。","我在咖啡厅和朋友一起喝咖啡聊天。","Tomé café y charlé con un amigo en el café.",커피,coffee,コーヒー,咖啡,café
daily_television_media,daily,routine,basic,"casual,home",emotion,"저녁에 가족과 함께 재미있는 프로그램을 봤어요.","I watched an interesting program with my family in the evening.","夕方に家族と一緒に面白い番組を見ました。","晚上我和家人一起看了一个有趣的节目。","Vi un programa interesante con mi familia por la noche.",텔레비전,television,テレビ,电视,televisión
daily_music_sound,daily,routine,basic,"casual,home",emotion,"요리하면서 좋아하는 음악을 들어요.","I listen to my favorite music while cooking.","料理をしながら好きな音楽を聴きます。","我一边做饭一边听我喜欢的音乐。","Escucho mi música favorita mientras cocino.",음악,music,音楽,音乐,música
daily_study_learning,daily,routine,intermediate,"polite,work",instruction,"새로운 언어를 공부하려고 온라인 강의를 신청했어요.","I signed up for an online course to study a new language.","新しい言語を勉強するためにオンライン講義に申し込みました。","我报名了在线课程来学习新语言。","Me inscribí en un curso en línea para estudiar un nuevo idioma.",공부,study,勉強,学习,estudiar
daily_exercise_fitness,daily,routine,intermediate,"casual,social",suggestion,"건강을 위해 주 3회 이상 운동하려고 해요.","I try to exercise at least 3 times a week for my health.","健康のために週3回以上運動しようとしています。","为了健康，我尽量每周锻炼3次以上。","Trato de hacer ejercicio al menos 3 veces por semana por mi salud.",운동,exercise,運動,运动,ejercicio
daily_friend_relationship,daily,routine,basic,"casual,social",greeting,"오래된 친구와 만나서 근황을 나누었어요.","I met an old friend and shared recent updates.","古い友達と会って近況を分かち合いました。","我见了一个老朋友，分享了近况。","Me encontré con un viejo amigo y compartimos noticias recientes.",친구,friend,友達,朋友,amigo
daily_family_relationship,daily,routine,basic,"polite,home",gratitude,"가족들과 함께하는 시간이 항상 소중해요.","Time spent with family is always precious.","家族と一緒に過ごす時間はいつも大切です。","和家人在一起的时间总是珍贵的。","El tiempo que paso con la familia siempre es precioso.",가족,family,家族,家庭,familia
daily_car_transportation,daily,routine,intermediate,"casual,social",request,"교통이 복잡해서 자동차로 가는 게 빠를 것 같아요.","Traffic is complicated, so going by car seems faster.","交通が複雑なので車で行く方が速そうです。","交通复杂，开车去似乎更快。","El tráfico está complicado, así que ir en coche parece más rápido.",자동차,car,自動車,汽车,automóvil
daily_bus_public,daily,routine,basic,"polite,public",request,"버스 정류장에서 얼마나 기다려야 하나요?","How long do I have to wait at the bus stop?","バス停でどのくらい待つ必要がありますか？","我需要在公交站等多长时间？","¿Cuánto tiempo tengo que esperar en la parada de autobús?",버스,bus,バス,公交车,autobús
daily_subway_underground,daily,routine,intermediate,"polite,public",instruction,"지하철 환승할 때 어느 출구로 나가야 하는지 알려주세요.","Please tell me which exit to take when transferring subways.","地下鉄を乗り換える時、どの出口から出ればいいか教えてください。","请告诉我换乘地铁时应该从哪个出口出去。","Por favor dime qué salida tomar al hacer trasbordo en el metro.",지하철,subway,地下鉄,地铁,metro
daily_umbrella_rain,daily,weather_talk,basic,"casual,shopping",request,"비가 올 것 같아서 우산을 챙겨 가려고 해요.","It looks like it's going to rain, so I'm going to bring an umbrella.","雨が降りそうなので傘を持って行こうと思います。","看起来要下雨了，所以我打算带把伞。","Parece que va a llover, así que voy a llevar un paraguas.",우산,umbrella,傘,雨伞,paraguas
daily_coat_clothing,daily,weather_talk,basic,"polite,shopping",suggestion,"날씨가 추워지니까 따뜻한 코트를 입으시는 게 좋겠어요.","Since the weather is getting cold, you should wear a warm coat.","天気が寒くなるので暖かいコートを着た方がいいでしょう。","天气变冷了，你最好穿件暖和的外套。","Como el clima se está volviendo frío, deberías usar un abrigo cálido.",코트,coat,コート,外套,abrigo
daily_snow_white,daily,weather_talk,basic,"casual,social",emotion,"창밖에 눈이 내려서 아이들이 너무 좋아해요.","Snow is falling outside the window, and the children are so happy.","窓の外に雪が降って子供たちがとても喜んでいます。","窗外下雪了，孩子们非常高兴。","Está nevando afuera de la ventana y los niños están muy felices.",눈,snow,雪,雪,nieve
daily_spring_season,daily,weather_talk,basic,"casual,social",emotion,"봄이 와서 공원에 벚꽃이 활짝 피었어요.","Spring has come and cherry blossoms are in full bloom in the park.","春が来て公園に桜が満開になりました。","春天来了，公园里的樱花盛开了。","Ha llegado la primavera y los cerezos están en plena floración en el parque.",봄,spring,春,春天,primavera
daily_summer_season,daily,weather_talk,basic,"casual,social",emotion,"여름휴가 때 시원한 바닷가로 여행을 갈 예정이에요.","I plan to travel to a cool beach during summer vacation.","夏休みに涼しい海辺に旅行に行く予定です。","我计划在暑假去凉爽的海滩旅行。","Planeo viajar a una playa fresca durante las vacaciones de verano.",여름,summer,夏,夏天,verano
daily_autumn_season,daily,weather_talk,basic,"casual,social",opinion,"가을 단풍구경을 위해 산으로 하이킹을 갔어요.","I went hiking in the mountains to see the autumn leaves.","秋の紅葉見物のために山にハイキングに行きました。","我去山里徒步旅行欣赏秋叶。","Fui de excursión a las montañas para ver las hojas de otoño.",가을,autumn,秋,秋天,otoño
daily_winter_season,daily,weather_talk,basic,"casual,social",opinion,"겨울이라서 실내에서 따뜻하게 보내고 있어요.","Since it's winter, I'm staying warm indoors.","冬なので室内で暖かく過ごしています。","因为是冬天，我在室内温暖地度过。","Como es invierno, me estoy quedando caliente en el interior.",겨울,winter,冬,冬天,invierno
daily_when_question,daily,time,basic,"casual,social",question,"언제쯤 만날 수 있을지 연락해 주세요.","Please let me know when we can meet.","いつ頃会えるかご連絡ください。","请告诉我我们什么时候可以见面。","Por favor avísame cuándo podemos encontrarnos.",언제,when,いつ,什么时候,cuándo
daily_now_present,daily,time,basic,"casual,home",description,"지금 당장 집을 나서야 약속 시간에 맞을 것 같아요.","I think I need to leave home right now to make it on time.","今すぐ家を出ないと約束の時間に間に合わないと思います。","我觉得我现在就得离开家才能准时到达。","Creo que necesito salir de casa ahora mismo para llegar a tiempo.",지금,now,今,现在,ahora
daily_early_time,daily,time,basic,"casual,work",instruction,"내일 중요한 회의가 있어서 일찍 출근해야 해요.","I have an important meeting tomorrow, so I need to go to work early.","明日重要な会議があるので早く出勤しなければなりません。","明天有重要会议，所以我需要早点上班。","Tengo una reunión importante mañana, así que necesito ir al trabajo temprano.",일찍,early,早く,早,temprano
daily_late_time,daily,time,basic,"casual,work",emotion,"버스가 늦어서 약속에 지각할 것 같아요.","The bus is late, so I think I'll be late for my appointment.","バスが遅れているので約束に遅刻しそうです。","公交车晚点了，我觉得我约会要迟到了。","El autobús llega tarde, así que creo que llegaré tarde a mi cita.",늦다,late,遅い,晚,tarde
daily_fast_speed,daily,time,basic,"casual,social",emotion,"지하철이 빨라서 예상보다 일찍 도착했어요.","The subway was fast, so I arrived earlier than expected.","地下鉄が速かったので予想より早く到着しました。","地铁很快，所以我比预期早到了。","El metro era rápido, así que llegué antes de lo esperado.",빠르다,fast,速い,快,rápido
daily_slow_speed,daily,time,basic,"casual,social",opinion,"교통이 막혀서 버스가 평소보다 느려요.","Traffic is jammed, so the bus is slower than usual.","交通が詰まっているのでバスがいつもより遅いです。","交通堵塞，所以公交车比平时慢。","El tráfico está atascado, así que el autobús es más lento de lo habitual.",느리다,slow,遅い,慢,lento
daily_often_frequency,daily,time,intermediate,"casual,social",description,"요즘 친구들과 자주 만나서 즐거운 시간을 보내고 있어요.","I'm having a good time meeting friends often these days.","最近友達とよく会って楽しい時間を過ごしています。","最近我经常和朋友见面，过得很愉快。","Estoy pasando un buen rato encontrándome con amigos a menudo estos días.",자주,often,よく,经常,a menudo
daily_sometimes_frequency,daily,time,basic,"casual,social",description,"가끔 새로운 요리에 도전해 보는 것을 좋아해요.","I like to try new dishes sometimes.","時々新しい料理に挑戦してみるのが好きです。","我有时喜欢尝试新菜。","Me gusta probar platos nuevos a veces.",가끔,sometimes,時々,有时,a veces
daily_always_frequency,daily,time,basic,"polite,home",agreement,"우리 할머니는 항상 따뜻하게 저희를 맞이해 주세요.","Our grandmother always welcomes us warmly.","私たちのおばあちゃんはいつも温かく私たちを迎えてくれます。","我们的奶奶总是温暖地欢迎我们。","Nuestra abuela siempre nos recibe calurosamente.",항상,always,いつも,总是,siempre
daily_yesterday_past,daily,time,basic,"casual,social",description,"어제 친구와 함께 새로 생긴 카페에 갔어요.","Yesterday I went to a new cafe with a friend.","昨日友達と一緒に新しくできたカフェに行きました。","昨天我和朋友一起去了一家新开的咖啡厅。","Ayer fui a un café nuevo con un amigo.",어제,yesterday,昨日,昨天,ayer
daily_tomorrow_future,daily,time,basic,"casual,social",suggestion,"내일 날씨가 좋으면 공원에서 피크닉을 해요.","If the weather is nice tomorrow, let's have a picnic in the park.","明日天気が良かったら公園でピクニックをしましょう。","如果明天天气好，我们在公园野餐吧。","Si hace buen tiempo mañana, hagamos un picnic en el parque.",내일,tomorrow,明日,明天,mañana
daily_week_period,daily,time,intermediate,"polite,work",instruction,"이번 주 안에 프로젝트를 완료해야 합니다.","We need to complete the project within this week.","今週中にプロジェクトを完了しなければなりません。","我们需要在本周内完成项目。","Necesitamos completar el proyecto dentro de esta semana.",주,week,週,周,semana
daily_weekend_rest,daily,time,basic,"casual,home",emotion,"주말에는 집에서 푹 쉬면서 재충전할 계획이에요.","I plan to rest well at home and recharge on the weekend.","週末は家でゆっくり休んで再充電する計画です。","我计划在周末在家好好休息充电。","Planeo descansar bien en casa y recargarme el fin de semana.",주말,weekend,週末,周末,fin de semana
daily_month_period,daily,time,intermediate,"polite,work",instruction,"다음 달부터 새로운 업무 계획을 시작할 예정입니다.","We plan to start a new work plan from next month.","来月から新しい業務計画を始める予定です。","我们计划从下个月开始新的工作计划。","Planeamos comenzar un nuevo plan de trabajo a partir del próximo mes.",월,month,月,月,mes
daily_year_period,daily,time,advanced,"formal,work",instruction,"올해 목표를 달성하기 위해 체계적으로 접근하고 있습니다.","We are approaching systematically to achieve this year's goals.","今年の目標を達成するために体系的にアプローチしています。","我们正在系统地实现今年的目标。","Estamos abordando sistemáticamente para lograr los objetivos de este año.",년,year,年,年,año
daily_minute_time,daily,time,basic,"casual,social",question,"지금부터 정확히 30분 후에 만날까요?","Shall we meet exactly 30 minutes from now?","今から正確に30分後に会いましょうか？","我们30分钟后见面好吗？","¿Nos encontramos exactamente en 30 minutos a partir de ahora?",분,minute,分,分钟,minuto
daily_hour_time,daily,time,basic,"casual,social",question,"영화가 2시간 정도 걸리니까 시간 여유를 두세요.","The movie takes about 2 hours, so allow some extra time.","映画が2時間くらいかかるので時間の余裕を持ってください。","电影大约需要2小时，所以要留出一些时间。","La película dura unas 2 horas, así que deja algo de tiempo extra.",시,hour,時,小时,hora
daily_second_time,daily,time,basic,"casual,store",description,"신호등이 바뀌기까지 몇 초 남지 않았어요.","There are only a few seconds left until the traffic light changes.","信号が変わるまで数秒しか残っていません。","红绿灯变化还有几秒钟。","Solo quedan unos segundos hasta que cambie el semáforo.",초,second,秒,秒,segundo
daily_good_positive,daily,weather_talk,basic,"casual,social",emotion,"오늘같이 좋은 날에는 밖에서 활동하고 싶어요.","On a good day like today, I want to be active outside.","今日のような良い日は外で活動したくなります。","在像今天这样的好日子里，我想在外面活动。","En un día bueno como hoy, quiero estar activo afuera.",좋다,good,良い,好,bueno
daily_bad_negative,daily,weather_talk,basic,"casual,social",emotion,"날씨가 나빠서 야외 계획을 취소해야 할 것 같아요.","The weather is bad, so I think we'll have to cancel our outdoor plans.","天気が悪いので屋外の計画をキャンセルしなければならないようです。","天气不好，我觉得我们得取消户外计划。","El clima está malo, así que creo que tendremos que cancelar nuestros planes al aire libre.",나쁘다,bad,悪い,坏,malo
daily_nice_pleasant,daily,weather_talk,intermediate,"polite,travel",opinion,"이렇게 좋은 날씨에 여행하니까 기분이 정말 좋네요.","Traveling in such nice weather really makes me feel good.","こんなに良い天気に旅行するので気分が本当に良いですね。","在这样的好天气里旅行真让我心情很好。","Viajar con un clima tan agradable realmente me hace sentir bien.",좋다,nice,いい,不错,agradable
daily_beautiful_attractive,daily,weather_talk,fluent,"casual,travel",emotion,"일몰이 이렇게 아름다운 건 정말 오랜만이에요.","It's been a really long time since the sunset was this beautiful.","夕日がこんなに美しいのは本当に久しぶりです。","日落这么美丽真的是很久没见了。","Ha pasado mucho tiempo desde que la puesta de sol era tan hermosa.",아름답다,beautiful,美しい,美丽,hermoso
