concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_weather_condition,daily,weather_talk,basic,"casual,social",question,날씨 묻기,"날씨가 어때요?","날씨 상태를 묻는 기본 표현",내일 날씨가 어떨까요?,Weather inquiry,"How's the weather?","Basic expression for asking about weather conditions",How will the weather be tomorrow?,天気を尋ねる,"天気はどうですか？","天気の状態を尋ねる基本表現",明日の天気はどうでしょうか？,询问天气,"天气怎么样？","询问天气状况的基本表达",明天天气怎么样？,Consulta meteorológica,"¿Cómo está el clima?","Expresión básica para preguntar sobre condiciones climáticas",¿Cómo estará el clima mañana?,날씨,weather,天気,天气,clima
daily_sunny_bright,daily,weather_talk,basic,"casual,social",emotion,감탄문 만들기,"정말 + [형용사] + 네요!","감정을 강조하여 표현할 때 사용",정말 맑네요!,Exclamation formation,"really + [adjective]!","Used to emphasize emotions",Really sunny!,感嘆文作成,"本当に + [形容詞] + ですね！","感情を強調して表現するときに使用",本当に晴れですね！,感叹句构成,"真 + [形容词] + 啊！","用来强调感情的表达",真晴朗啊！,Formación de exclamación,"¡realmente + [adjetivo]!","Usado para enfatizar emociones",¡Realmente soleado!,맑다,sunny,晴れ,晴朗,soleado
daily_rain_precipitation,daily,weather_talk,basic,"casual,social",description,원인과 결과,"[원인] + 어서/아서","원인과 결과를 연결할 때 사용",비가 와서 우산을 가져갔어요.,Cause and effect,"because + [cause]","Used to connect cause and effect",I brought an umbrella because it rained.,原因と結果,"[原因] + ので","原因と結果を結ぶときに使用",雨が降ったので傘を持って行きました。,因果关系,"因为 + [原因]","用来连接因果关系",因为下雨所以我带了伞。,Causa y efecto,"porque + [causa]","Usado para conectar causa y efecto",Traje un paraguas porque llovía.,비,rain,雨,雨,lluvia
daily_cold_temperature,daily,weather_talk,basic,"casual,social",emotion,정도 표현하기,"너무 + [형용사]","정도가 심함을 나타낼 때 사용",너무 추워요.,Degree expression,"too + [adjective]","Used to indicate excessive degree",It's too cold.,程度表現,"とても + [形容詞]","程度が激しいことを表すときに使用",とても寒いです。,程度表达,"太 + [形容词]","用来表示程度严重",太冷了。,Expresión de grado,"demasiado + [adjetivo]","Usado para indicar grado excesivo",Hace demasiado frío.,춥다,cold,寒い,冷,frío
daily_hot_temperature,daily,weather_talk,basic,"casual,social",emotion,필요성 표현,"[동작] + 야 하다/겠다","필요하거나 의도를 나타낼 때 사용",에어컨을 켜야겠어요.,Necessity expression,"need to + [verb]","Used to express necessity or intention",I need to turn on the air conditioner.,必要性表現,"[動作] + なければならない","必要や意図を表すときに使用",エアコンをつけなければなりません。,必要性表达,"需要 + [动作]","用来表达必要性或意图",需要开空调。,Expresión de necesidad,"necesito + [verbo]","Usado para expresar necesidad o intención",Necesito encender el aire acondicionado.,덥다,hot,暑い,热,caliente
daily_wind_air,daily,weather_talk,basic,"casual,social",description,연결 표현,"[동작1] + 어서/아서 + [동작2]","두 동작을 순서대로 연결할 때 사용",창문을 열어서 바람이 들어와요.,Sequential actions,"[action1] and [action2]","Used to connect two actions in sequence",I open the window and wind comes in.,連結表現,"[動作1] + て + [動作2]","二つの動作を順序よく結ぶときに使用",窓を開けて風が入ってきます。,连接表达,"[动作1] + 然后 + [动作2]","用来顺序连接两个动作",我打开窗户然后风进来了。,Expresión de conexión,"[acción1] y [acción2]","Usado para conectar dos acciones en secuencia",Abro la ventana y entra el viento.,바람,wind,風,风,viento
daily_walk_exercise,daily,routine,basic,"casual,home",suggestion,제안 표현,"[동작] + 어요/아요","제안이나 권유를 할 때 사용",같이 산책해요.,Suggestion expression,"let's + [verb]","Used to make suggestions or invitations",Let's take a walk together.,提案表現,"[動作] + ましょう","提案や勧誘をするときに使用",一緒に散歩しましょう。,建议表达,"我们 + [动作] + 吧","用来提出建议或邀请",我们一起散步吧。,Expresión de sugerencia,"vamos a + [verbo]","Usado para hacer sugerencias o invitaciones",Vamos a caminar juntos.,산책,walk,散歩,散步,caminar
daily_lunch_meal,daily,routine,basic,"casual,home",description,시간 표현,"[시간] + 이니까","시간을 이유로 제시할 때 사용",점심시간이니까 뭐 먹을까요?,Time reasoning,"since it's + [time]","Used to present time as a reason",Since it's lunch time what shall we eat?,時間表現,"[時間] + なので","時間を理由として提示するときに使用",昼食時間なので何を食べましょうか？,时间表达,"因为是 + [时间]","用时间作为理由时使用",因为是午餐时间我们吃什么？,Expresión temporal,"como es + [tiempo]","Usado para presentar el tiempo como razón",Como es hora del almuerzo ¿qué comemos?,점심,lunch,昼食,午餐,almuerzo
daily_dinner_meal,daily,routine,basic,"polite,home",description,습관 표현,"매일 + [동작]","반복되는 행동을 나타낼 때 사용",매일 저녁식사를 함께 해요.,Habit expression,"every day + [action]","Used to indicate repeated actions",We have dinner together every day.,習慣表現,"毎日 + [動作]","繰り返される行動を表すときに使用",毎日夕食を一緒にします。,习惯表达,"每天 + [动作]","用来表示重复的行为",我们每天一起吃晚餐。,Expresión de hábito,"todos los días + [acción]","Usado para indicar acciones repetidas",Cenamos juntos todos los días.,저녁식사,dinner,夕食,晚餐,cena
daily_shower_clean,daily,routine,basic,"casual,home",description,순서 표현,"[동작1] + 은/ㄴ 후에","시간의 순서를 나타낼 때 사용",운동한 후에 샤워를 해요.,Sequential expression,"after + [action]","Used to indicate time sequence",I take a shower after exercising.,順序表現,"[動作] + 後","時間の順序を表すときに使用",運動の後でシャワーを浴びます。,顺序表达,"[动作] + 之后","用来表示时间顺序",运动之后我洗澡。,Expresión secuencial,"después de + [acción]","Usado para indicar secuencia temporal",Me ducho después de hacer ejercicio.,샤워,shower,シャワー,淋浴,ducha
daily_school_education,daily,routine,intermediate,"polite,social",instruction,시작 표현,"[동작] + 기 시작하다","새로운 행동의 시작을 나타낼 때 사용",새로운 과목을 배우기 시작했어요.,Beginning expression,"start + [verb]ing","Used to indicate the beginning of a new action",I started learning a new subject.,開始表現,"[動作] + 始める","新しい行動の開始を表すときに使用",新しい科目を学び始めました。,开始表达,"开始 + [动作]","用来表示新行为的开始",我开始学习新科目。,Expresión de inicio,"empezar a + [verbo]","Usado para indicar el comienzo de una nueva acción",Empecé a aprender una nueva materia.,학교,school,学校,学校,escuela
daily_book_reading,daily,routine,intermediate,"casual,home",emotion,정도 부사,"너무 + [형용사] + 어서/아서","정도가 심해서 결과가 나타남을 표현",너무 재미있어서 밤늦게까지 읽었어요.,Degree adverb,"so + [adjective] + that","Expression for result due to excessive degree",It was so interesting that I read until late at night.,程度副詞,"とても + [形容詞] + ので","程度が激しくて結果が現れることを表現",とても面白かったので夜遅くまで読みました。,程度副词,"太 + [形容词] + 了","表达程度严重导致结果出现",太有趣了所以我读到很晚。,Adverbio de grado,"tan + [adjetivo] + que","Expresión para resultado debido a grado excesivo",Era tan interesante que leí hasta muy tarde.,책,book,本,书,libro
daily_phone_device,daily,routine,basic,"casual,social",request,필요성 표현,"[동작] + 어야/아야 하다","필요하거나 의무를 나타낼 때 사용",친구에게 전화해야 해요.,Necessity expression,"have to + [verb]","Used to express necessity or obligation",I have to call my friend.,必要性表現,"[動作] + なければならない","必要や義務を表すときに使用",友達に電話しなければなりません。,必要性表达,"必须 + [动作]","用来表达必要性或义务",我必须给朋友打电话。,Expresión de necesidad,"tengo que + [verbo]","Usado para expresar necesidad u obligación",Tengo que llamar a mi amigo.,전화,phone,電話,电话,teléfono
daily_computer_device,daily,routine,intermediate,"casual,work",instruction,목적 표현,"[목적] + 을/를 위해","어떤 목적을 위한 행동임을 나타낼 때 사용",새 프로젝트를 위해 공부하고 있어요.,Purpose expression,"for + [purpose]","Used to indicate action for a specific purpose",I'm studying for a new project.,目的表現,"[目的] + のために","ある目的のための行動であることを表すときに使用",新しいプロジェクトのために勉強しています。,目的表达,"为了 + [目的]","用来表示为了某个目的的行为",我为了新项目在学习。,Expresión de propósito,"para + [propósito]","Usado para indicar acción con propósito específico",Estoy estudiando para un nuevo proyecto.,컴퓨터,computer,コンピューター,电脑,computadora
daily_coffee_drink,daily,routine,basic,"casual,social",emotion,동시 동작,"[동작1] + 으면서/면서","두 동작이 동시에 일어날 때 사용",커피를 마시면서 대화했어요.,Simultaneous actions,"while + [action]","Used when two actions happen at the same time",I chatted while drinking coffee.,同時動作,"[動作] + ながら","二つの動作が同時に起こるときに使用",コーヒーを飲みながら会話しました。,同时动作,"一边 + [动作1] + 一边 + [动作2]","用于两个动作同时发生时",我一边喝咖啡一边聊天。,Acciones simultáneas,"mientras + [acción]","Usado cuando dos acciones ocurren al mismo tiempo",Charlé mientras bebía café.,커피,coffee,コーヒー,咖啡,café
daily_television_media,daily,routine,basic,"casual,home",emotion,과거 경험,"[동작] + 었/았/였어요","과거에 일어난 일을 설명할 때 사용",가족과 함께 프로그램을 봤어요.,Past experience,"[verb] + past tense","Used to describe things that happened in the past",I watched a program with my family.,過去経験,"[動作] + ました","過去に起こったことを説明するときに使用",家族と一緒に番組を見ました。,过去经历,"[动作] + 了","用来描述过去发生的事情",我和家人一起看了节目。,Experiencia pasada,"[verbo] + pretérito","Usado para describir cosas que pasaron",Vi un programa con mi familia.,텔레비전,television,テレビ,电视,televisión
daily_music_sound,daily,routine,basic,"casual,home",emotion,동시 행동,"[동작1] + 으면서/면서 + [동작2]","두 가지 일을 동시에 할 때 사용",요리하면서 음악을 들어요.,Simultaneous behavior,"[action1] while [action2]","Used when doing two things at the same time",I listen to music while cooking.,同時行動,"[動作1] + ながら + [動作2]","二つのことを同時にするときに使用",料理をしながら音楽を聴きます。,同时行为,"一边 + [动作1] + 一边 + [动作2]","用于同时做两件事时",我一边做饭一边听音乐。,Comportamiento simultáneo,"[acción1] mientras [acción2]","Usado al hacer dos cosas al mismo tiempo",Escucho música mientras cocino.,음악,music,音楽,音乐,música
daily_study_learning,daily,routine,intermediate,"polite,work",instruction,의도 표현,"[동작] + (으)려고 하다","앞으로 할 계획이나 의도를 나타낼 때 사용",새로운 언어를 공부하려고 해요.,Intention expression,"try to + [verb]","Used to express future plans or intentions",I try to study a new language.,意図表現,"[動作] + ようとする","これからする計画や意図を表すときに使用",新しい言語を勉強しようとしています。,意图表达,"打算 + [动作]","用来表达将来的计划或意图",我打算学习新语言。,Expresión de intención,"tratar de + [verbo]","Usado para expresar planes o intenciones futuras",Trato de estudiar un nuevo idioma.,공부,study,勉強,学习,estudiar
daily_exercise_fitness,daily,routine,intermediate,"casual,social",suggestion,빈도 표현,"주 + [숫자]회","일정 기간 동안의 빈도를 나타낼 때 사용",주 3회 이상 운동해요.,Frequency expression,"[number] times per week","Used to indicate frequency over a period",I exercise 3 times per week or more.,頻度表現,"週 + [数字]回","一定期間の頻度を表すときに使用",週3回以上運動します。,频率表达,"每周 + [数字] + 次","用来表示一定期间的频率",我每周运动3次以上。,Expresión de frecuencia,"[número] veces por semana","Usado para indicar frecuencia en un período",Hago ejercicio 3 veces por semana o más.,운동,exercise,運動,运动,ejercicio
daily_friend_relationship,daily,routine,basic,"casual,social",greeting,과거 경험,"[명사] + 와/과 + [동작]","누구와 함께 한 행동을 표현할 때 사용",친구와 만나서 이야기했어요.,Past experience,"with + [person] + [action]","Used to express actions done with someone",I met and talked with a friend.,過去経験,"[名詞] + と + [動作]","誰かと一緒にした行動を表現するときに使用",友達と会って話しました。,过去经历,"和 + [人] + [动作]","用来表达与某人一起做的行为",我和朋友见面聊天了。,Experiencia pasada,"con + [persona] + [acción]","Usado para expresar acciones hechas con alguien",Me encontré y hablé con un amigo.,친구,friend,友達,朋友,amigo
daily_family_relationship,daily,routine,basic,"polite,home",gratitude,감정 표현,"[명사] + 이/가 + [형용사]","감정이나 생각을 표현할 때 사용",가족과의 시간이 소중해요.,Emotion expression,"[noun] + is + [adjective]","Used to express feelings or thoughts",Time with family is precious.,感情表現,"[名詞] + が + [形容詞]","感情や思いを表現するときに使用",家族との時間が大切です。,情感表达,"[名词] + 很 + [形容词]","用来表达感情或想法",和家人的时间很珍贵。,Expresión emocional,"[sustantivo] + es + [adjetivo]","Usado para expresar sentimientos o pensamientos",El tiempo con la familia es precioso.,가족,family,家族,家庭,familia
daily_car_transportation,daily,routine,intermediate,"casual,social",request,비교 표현,"[명사1] + 보다 + [형용사]","두 가지를 비교할 때 사용",자동차가 버스보다 빨라요.,Comparison expression,"[noun1] + is + [adjective] + than + [noun2]","Used to compare two things",Cars are faster than buses.,比較表現,"[名詞1] + より + [形容詞]","二つのものを比較するときに使用",自動車はバスより速いです。,比较表达,"[名词1] + 比 + [名词2] + [形容词]","用来比较两个事物",汽车比公交车快。,Expresión de comparación,"[sustantivo1] + es + [adjetivo] + que + [sustantivo2]","Usado para comparar dos cosas",Los coches son más rápidos que los autobuses.,자동차,car,自動車,汽车,automóvil
daily_bus_public,daily,routine,basic,"polite,public",request,시간 표현,"얼마나 + [동작]","시간의 양을 묻는 표현",얼마나 기다려야 하나요?,Time expression,"how long + [action]","Expression for asking about amount of time",How long do I have to wait?,時間表現,"どのくらい + [動作]","時間の量を尋ねる表現",どのくらい待つ必要がありますか？,时间表达,"多长时间 + [动作]","询问时间量的表达",需要等多长时间？,Expresión temporal,"cuánto tiempo + [acción]","Expresión para preguntar sobre cantidad de tiempo",¿Cuánto tiempo tengo que esperar?,버스,bus,バス,公交车,autobús
daily_subway_underground,daily,routine,intermediate,"polite,public",instruction,방법 묻기,"어느 + [명사] + (으)로","방법이나 수단을 묻는 표현",어느 출구로 나가야 하나요?,Method inquiry,"which + [noun] + [action]","Expression for asking about method or means",Which exit should I take?,方法を尋ねる,"どの + [名詞] + [動作]","方法や手段を尋ねる表現",どの出口から出ればいいですか？,询问方法,"哪个 + [名词] + [动作]","询问方法或手段的表达",应该从哪个出口出去？,Consulta de método,"qué + [sustantivo] + [acción]","Expresión para preguntar sobre método o medios",¿Qué salida debo tomar?,지하철,subway,地下鉄,地铁,metro
daily_umbrella_rain,daily,weather_talk,basic,"casual,shopping",request,추측 표현,"[동사] + (을/ㄹ) 것 같다","가능성이나 추측을 나타낼 때 사용",비가 올 것 같아서 우산을 가져가요.,Speculation expression,"it looks like + [verb]","Used to express possibility or speculation",It looks like it will rain so I'll bring an umbrella.,推測表現,"[動詞] + そうだ","可能性や推測を表すときに使用",雨が降りそうなので傘を持って行きます。,推测表达,"好像 + [动词]","用来表达可能性或推测",好像要下雨所以我带伞。,Expresión de especulación,"parece que + [verbo]","Usado para expresar posibilidad o especulación",Parece que va a llover así que llevaré paraguas.,우산,umbrella,傘,雨伞,paraguas
daily_coat_clothing,daily,weather_talk,basic,"polite,shopping",suggestion,조건과 권유,"[조건] + (으)니까 + [권유]","조건을 제시하며 권유할 때 사용",추우니까 코트를 입으세요.,Conditional advice,"since + [condition] + [advice]","Used to give advice with a condition",Since it's cold you should wear a coat.,条件と勧め,"[条件] + ので + [勧め]","条件を提示しながら勧めるときに使用",寒いのでコートを着てください。,条件和建议,"因为 + [条件] + 所以 + [建议]","用来在提出条件时给出建议",因为冷所以你应该穿外套。,Consejo condicional,"como + [condición] + [consejo]","Usado para dar consejo con una condición",Como hace frío deberías usar abrigo.,코트,coat,コート,外套,abrigo
daily_snow_white,daily,weather_talk,basic,"casual,social",emotion,결과 표현,"[원인] + 어서/아서","원인에 따른 결과를 나타낼 때 사용",눈이 와서 아이들이 좋아해요.,Result expression,"[cause] so [result]","Used to show result following a cause",It snows so children are happy.,結果表現,"[原因] + ので","原因による結果を表すときに使用",雪が降ったので子供たちが喜んでいます。,结果表达,"因为 + [原因] + 所以 + [结果]","用来表示原因导致的结果",因为下雪所以孩子们很高兴。,Expresión de resultado,"[causa] así que [resultado]","Usado para mostrar resultado siguiendo una causa",Nieva así que los niños están felices.,눈,snow,雪,雪,nieve
daily_spring_season,daily,weather_talk,basic,"casual,social",emotion,시간과 변화,"[시간] + 이/가 오면","시간에 따른 변화를 나타낼 때 사용",봄이 오면 꽃이 피어요.,Time and change,"when + [time] + comes","Used to indicate change according to time",When spring comes flowers bloom.,時間と変化,"[時間] + が来ると","時間による変化を表すときに使用",春が来ると花が咲きます。,时间与变化,"当 + [时间] + 来临时","用来表示随时间的变化",当春天来临时花朵绽放。,Tiempo y cambio,"cuando + [tiempo] + llega","Usado para indicar cambio según el tiempo",Cuando llega la primavera florecen las flores.,봄,spring,春,春天,primavera
daily_summer_season,daily,weather_talk,basic,"casual,social",emotion,욕망 표현,"[동작] + 고 싶다","바라는 것이나 하고 싶은 것을 표현할 때 사용",여름에는 바다에 가고 싶어요.,Desire expression,"want to + [verb]","Used to express wishes or things you want to do",I want to go to the sea in summer.,欲望表現,"[動作] + たい","望むことややりたいことを表現するときに使用",夏は海に行きたいです。,愿望表达,"想要 + [动作]","用来表达愿望或想做的事",夏天我想去海边。,Expresión de deseo,"querer + [verbo]","Usado para expresar deseos o cosas que quieres hacer",Quiero ir al mar en verano.,여름,summer,夏,夏天,verano
daily_autumn_season,daily,weather_talk,basic,"casual,social",opinion,감정 표현,"[명사] + 이/가 + [형용사]","대상에 대한 감정이나 의견을 표현할 때 사용",가을 단풍이 예뻐요.,Emotion expression,"[noun] + is + [adjective]","Used to express emotions or opinions about something",Autumn leaves are pretty.,感情表現,"[名詞] + が + [形容詞]","対象に対する感情や意見を表現するときに使用",秋の紅葉がきれいです。,情感表达,"[名词] + 很 + [形容词]","用来表达对某事物的感情或意见",秋天的枫叶很漂亮。,Expresión emocional,"[sustantivo] + es/está + [adjetivo]","Usado para expresar emociones u opiniones sobre algo",Las hojas de otoño son bonitas.,가을,autumn,秋,秋天,otoño
daily_winter_season,daily,weather_talk,basic,"casual,social",opinion,빈도 표현,"[동작] + 을/를 자주","행동의 빈도를 나타낼 때 사용",겨울에는 눈이 자주 와요.,Frequency expression,"[action] + often","Used to indicate frequency of actions",It often snows in winter.,頻度表現,"[動作] + をよく","行動の頻度を表すときに使用",冬はよく雪が降ります。,频率表达,"经常 + [动作]","用来表示行为的频率",冬天经常下雪。,Expresión de frecuencia,"[acción] + a menudo","Usado para indicar frecuencia de acciones",A menudo nieva en invierno.,겨울,winter,冬,冬天,invierno
daily_when_question,daily,time,basic,"casual,social",question,의문사 활용,"언제 + [동작] + (으)ㄹ 수 있다","가능성이나 능력을 묻는 표현",언제 만날 수 있을까요?,Question word usage,"when can + [verb]","Expression for asking about possibility or ability",When can we meet?,疑問詞活用,"いつ + [動作] + できる","可能性や能力を尋ねる表現",いつ会うことができますか？,疑问词使用,"什么时候可以 + [动作]","询问可能性或能力的表达",什么时候可以见面？,Uso de palabra interrogativa,"cuándo se puede + [verbo]","Expresión para preguntar sobre posibilidad o habilidad",¿Cuándo podemos encontrarnos?,언제,when,いつ,什么时候,cuándo
daily_now_present,daily,time,basic,"casual,home",description,급박함 표현,"지금 당장 + [동작]","즉시 해야 할 필요성을 강조할 때 사용",지금 당장 나가야 해요.,Urgency expression,"right now + [action]","Used to emphasize immediate necessity",I need to leave right now.,急迫表現,"今すぐ + [動作]","すぐにしなければならない必要性を強調するときに使用",今すぐ出なければなりません。,紧迫表达,"现在马上 + [动作]","用来强调立即的必要性",我现在马上必须出去。,Expresión de urgencia,"ahora mismo + [acción]","Usado para enfatizar necesidad inmediata",Necesito salir ahora mismo.,지금,now,今,现在,ahora
daily_early_time,daily,time,basic,"casual,work",instruction,의무 표현,"[동작] + 어야/아야 하다","해야 할 일이나 의무를 나타낼 때 사용",일찍 출근해야 해요.,Obligation expression,"have to + [verb]","Used to indicate duties or obligations",I have to go to work early.,義務表現,"[動作] + なければならない","しなければならないことや義務を表すときに使用",早く出勤しなければなりません。,义务表达,"必须 + [动作]","用来表示必须做的事或义务",我必须早点上班。,Expresión de obligación,"tengo que + [verbo]","Usado para indicar deberes u obligaciones",Tengo que ir al trabajo temprano.,일찍,early,早く,早,temprano
daily_late_time,daily,time,basic,"casual,work",emotion,추측과 걱정,"[동작] + (을/ㄹ) 것 같다","예상이나 우려를 표현할 때 사용",늦을 것 같아요.,Speculation and concern,"I think + [verb]","Used to express expectations or concerns",I think I'll be late.,推測と心配,"[動作] + そうだ","予想や懸念を表現するときに使用",遅れそうです。,推测和担忧,"可能会 + [动作]","用来表达预期或担忧",可能会迟到。,Especulación y preocupación,"creo que + [verbo]","Usado para expresar expectativas o preocupaciones",Creo que llegaré tarde.,늦다,late,遅い,晚,tarde
daily_fast_speed,daily,time,basic,"casual,social",emotion,결과와 원인,"[원인] + 어서/아서 + [결과]","원인에 따른 결과를 설명할 때 사용",빨라서 일찍 도착했어요.,Cause and result,"[cause] so [result]","Used to explain result following a cause",It was fast so I arrived early.,結果と原因,"[原因] + ので + [結果]","原因による結果を説明するときに使用",速かったので早く到着しました。,结果与原因,"因为 + [原因] + 所以 + [结果]","用来说明原因导致的结果",因为很快所以我早到了。,Causa y resultado,"[causa] así que [resultado]","Usado para explicar resultado siguiendo una causa",Era rápido así que llegué temprano.,빠르다,fast,速い,快,rápido
daily_slow_speed,daily,time,basic,"casual,social",opinion,원인 설명,"[원인] + 어서/아서","상황의 원인을 설명할 때 사용",교통이 막혀서 느려요.,Cause explanation,"because + [cause]","Used to explain the cause of a situation",It's slow because traffic is jammed.,原因説明,"[原因] + ので","状況の原因を説明するときに使用",交通が詰まっているので遅いです。,原因说明,"因为 + [原因]","用来说明情况的原因",因为交通堵塞所以很慢。,Explicación de causa,"porque + [causa]","Usado para explicar la causa de una situación",Es lento porque el tráfico está atascado.,느리다,slow,遅い,慢,lento
daily_often_frequency,daily,time,intermediate,"casual,social",description,현재 진행,"요즘 + [동작] + 고 있다","현재 계속되는 상황을 표현할 때 사용",요즘 자주 만나고 있어요.,Present continuous,"these days + [verb] + ing","Used to express ongoing current situation",I'm meeting often these days.,現在進行,"最近 + [動作] + ている","現在続いている状況を表現するときに使用",最近よく会っています。,现在进行,"最近 + 在 + [动作]","用来表达当前持续的情况",最近经常在见面。,Presente continuo,"últimamente + [verbo] + ndo","Usado para expresar situación actual continua",Últimamente me estoy encontrando a menudo.,자주,often,よく,经常,a menudo
