concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_friend_companion,daily,relationships,basic,"casual,social",greeting,친구 관계,"친구 + 와/과","우정 관계를 나타내는 표현",친구와 영화를 봐요.,Friend relationship,"friend + with","Expression indicating friendship",I watch movies with friends.,友人関係,"友達 + と","友情関係を表す表現",友達と映画を見ます。,朋友关系,"朋友 + 和","表示友谊关系的表达",我和朋友看电影。,Relación de amistad,"amigo + con","Expresión que indica amistad",Veo películas con amigos.,친구,friend,友達,朋友,amigo
daily_neighbor_community,daily,relationships,basic,"polite,social",greeting,지역 관계,"이웃 + 과/와","지역사회 관계를 나타내는 표현",이웃과 인사를 나눠요.,Community relationship,"neighbor + with","Expression indicating community relationship",I exchange greetings with neighbors.,地域関係,"隣人 + と","地域社会の関係を表す表現",隣人と挨拶を交わします。,社区关系,"邻居 + 和","表示社区关系的表达",我和邻居打招呼。,Relación comunitaria,"vecino + con","Expresión que indica relación comunitaria",Intercambio saludos con vecinos.,이웃,neighbor,隣人,邻居,vecino
daily_colleague_coworker,daily,relationships,intermediate,"polite,work",instruction,직장 관계,"동료 + 와/과","업무상 관계를 나타내는 표현",동료와 회의를 해요.,Work relationship,"colleague + with","Expression indicating work relationship",I have meetings with colleagues.,職場関係,"同僚 + と","業務上の関係を表す表現",同僚と会議をします。,职场关系,"同事 + 和","表示工作关系的表达",我和同事开会。,Relación laboral,"colega + con","Expresión que indica relación laboral",Tengo reuniones con colegas.,동료,colleague,同僚,同事,colega
daily_teacher_educator,daily,relationships,intermediate,"polite,school",instruction,선생님 존댓말,"선생님 + 께서","교사에 대한 존경 표현",선생님께서 가르쳐 주세요.,Teacher honorific,"teacher + honorific","Respectful expression for teachers",Teacher please teach us.,先生敬語,"先生 + が","教師に対する敬意表現",先生が教えてください。,老师敬语,"老师 + [敬语]","对教师的尊敬表达",老师请教我们。,Honorífico de maestro,"maestro + [honorífico]","Expresión respetuosa para maestros",Maestro por favor enséñanos.,선생님,teacher,先生,老师,maestro
daily_student_learner,daily,relationships,basic,"casual,school",question,학습자 표현,"학생 + 이/가","학습하는 사람을 나타내는 표현",학생이 질문을 해요.,Learner expression,"student + [subject]","Expression indicating person who learns",Students ask questions.,学習者表現,"学生 + が","学習する人を表す表現",学生が質問をします。,学习者表达,"学生 + [主语]","表示学习者的表达",学生提问题。,Expresión de estudiante,"estudiante + [sujeto]","Expresión que indica persona que aprende",Los estudiantes hacen preguntas.,학생,student,学生,学生,estudiante
daily_classmate_peer,daily,relationships,basic,"casual,school",greeting,동급생 관계,"같은반 + 친구","같은 학급의 관계를 나타내는 표현",같은반 친구들과 놀아요.,Classmate relationship,"same class + friend","Expression indicating same grade relationship",I play with classmates.,同級生関係,"クラスメート + と","同じクラスの関係を表す表現",クラスメートと遊びます。,同班关系,"同班 + 朋友","表示同班级关系的表达",我和同班朋友玩。,Relación de compañeros,"compañero de clase + amigo","Expresión que indica relación del mismo grado",Juego con compañeros de clase.,같은반,classmate,クラスメート,同班同学,compañero de clase
daily_boss_authority,daily,relationships,advanced,"polite,work",instruction,직급 관계,"상사 + 께서","직장에서의 상하관계 표현",상사께서 지시하셨어요.,Rank relationship,"boss + honorific","Expression of hierarchy in workplace",The boss gave instructions.,職級関係,"上司 + が","職場での上下関係表現",上司が指示されました。,职级关系,"上司 + [敬语]","职场上下级关系表达",上司下达了指示。,Relación jerárquica,"jefe + [honorífico]","Expresión de jerarquía en lugar de trabajo",El jefe dio instrucciones.,상사,boss,上司,上司,jefe
daily_junior_subordinate,daily,relationships,intermediate,"casual,work",request,후배 관계,"후배 + 에게","나이나 경력의 하급자 관계",후배에게 조언을 해요.,Junior relationship,"junior + to","Relationship of lower age or experience",I give advice to juniors.,後輩関係,"後輩 + に","年齢や経歴の下級者関係",後輩にアドバイスをします。,后辈关系,"后辈 + 给","年龄或资历的下级关系",我给后辈建议。,Relación de junior,"junior + a","Relación de menor edad o experiencia",Doy consejos a los juniors.,후배,junior,後輩,后辈,junior
daily_senior_superior,daily,relationships,intermediate,"polite,work",instruction,선배 관계,"선배 + 께서","나이나 경력의 상급자 관계",선배께서 도와주세요.,Senior relationship,"senior + honorific","Relationship of higher age or experience",Senior please help me.,先輩関係,"先輩 + が","年齢や経歴の上級者関係",先輩が助けてください。,前辈关系,"前辈 + [敬语]","年龄或资历的上级关系",前辈请帮助我。,Relación de senior,"senior + [honorífico]","Relación de mayor edad o experiencia",Senior por favor ayúdame.,선배,senior,先輩,前辈,senior
daily_customer_client,daily,relationships,intermediate,"polite,shopping",instruction,고객 대우,"고객 + 님","서비스업에서 사용하는 존댓말",고객님을 모시겠습니다.,Customer treatment,"customer + honorific","Honorific used in service industry",We will serve the customer.,顧客対応,"お客様 + を","サービス業で使う敬語",お客様をお迎えします。,客户待遇,"客户 + [敬语]","服务业使用的敬语",我们将为客户服务。,Trato al cliente,"cliente + [honorífico]","Honorífico usado en industria de servicios",Atenderemos al cliente.,고객,customer,お客様,客户,cliente
daily_happy_joy,daily,emotions,basic,"casual,social",emotion,감정 표현,"정말 + [형용사]","감정의 정도를 강조할 때 사용",정말 행복해요.,Emotion expression,"really + [adjective]","Used to emphasize degree of emotion",I'm really happy.,感情表現,"本当に + [形容詞]","感情の程度を強調するときに使用",本当に幸せです。,情感表达,"真的 + [形容词]","用来强调情感程度",我真的很幸福。,Expresión emocional,"realmente + [adjetivo]","Usado para enfatizar grado de emoción",Estoy realmente feliz.,행복하다,happy,幸せ,高兴,feliz
daily_sad_sorrow,daily,emotions,basic,"casual,social",emotion,슬픔 표현,"[원인] + 어서/아서 슬프다","슬픈 감정의 원인을 설명할 때 사용",친구가 떠나서 슬퍼요.,Sadness expression,"[cause] so sad","Used to explain cause of sad emotion",I'm sad because my friend left.,悲しみ表現,"[原因] + ので悲しい","悲しい感情の原因を説明するときに使用",友達が去って悲しいです。,悲伤表达,"因为 + [原因] + 所以伤心","用来解释伤心情感的原因",因为朋友离开所以伤心。,Expresión de tristeza,"[causa] así que triste","Usado para explicar causa de emoción triste",Estoy triste porque mi amigo se fue.,슬프다,sad,悲しい,伤心,triste
daily_angry_mad,daily,emotions,basic,"casual,social",emotion,분노 표현,"[원인] + 때문에 화나다","화난 감정의 이유를 설명할 때 사용",늦었기 때문에 화가 나요.,Anger expression,"angry because of [cause]","Used to explain reason for angry emotion",I'm angry because I'm late.,怒り表現,"[原因] + ので怒る","怒った感情の理由を説明するときに使用",遅れたので腹が立ちます。,愤怒表达,"因为 + [原因] + 所以生气","用来解释愤怒情感的理由",因为迟到所以生气。,Expresión de enojo,"enojado por [causa]","Usado para explicar razón de emoción enojada",Estoy enojado porque llegué tarde.,화나다,angry,怒る,生气,enojado
daily_surprised_shocked,daily,emotions,basic,"casual,social",interjection,놀람 표현,"어? + [감탄]","갑작스러운 상황에 대한 반응",어? 정말 놀라워요!,Surprise expression,"oh? + [exclamation]","Reaction to sudden situation",Oh? I'm really surprised!,驚き表現,"えっ？ + [感嘆]","突然の状況に対する反応",えっ？本当に驚きです！,惊讶表达,"啊？ + [感叹]","对突然情况的反应",啊？真的很惊讶！,Expresión de sorpresa,"¿eh? + [exclamación]","Reacción a situación repentina",¿Eh? ¡Estoy realmente sorprendido!,놀라다,surprised,驚く,惊讶,sorprendido
daily_excited_enthusiastic,daily,emotions,intermediate,"casual,social",emotion,흥분 표현,"너무 + [감정] + 어서/아서","강한 감정 상태를 표현할 때 사용",너무 신나서 잠이 안 와요.,Excitement expression,"so + [emotion] + that","Used to express strong emotional state",I'm so excited I can't sleep.,興奮表現,"とても + [感情] + ので","強い感情状態を表現するときに使用",とてもワクワクして眠れません。,兴奋表达,"太 + [情感] + 了","用来表达强烈情感状态",太兴奋了睡不着。,Expresión de emoción,"tan + [emoción] + que","Usado para expresar estado emocional fuerte",Estoy tan emocionado que no puedo dormir.,신나다,excited,興奮する,兴奋,emocionado
daily_worried_anxious,daily,emotions,intermediate,"casual,social",emotion,걱정 표현,"[대상] + 이/가 걱정되다","걱정하는 대상을 나타낼 때 사용",시험이 걱정돼요.,Worry expression,"worried about [object]","Used to indicate object of worry",I'm worried about the exam.,心配表現,"[対象] + が心配","心配する対象を表すときに使用",試験が心配です。,担心表达,"担心 + [对象]","用来表示担心的对象",我担心考试。,Expresión de preocupación,"preocupado por [objeto]","Usado para indicar objeto de preocupación",Estoy preocupado por el examen.,걱정하다,worried,心配する,担心,preocupado
daily_tired_exhausted,daily,emotions,basic,"casual,home",description,피로 표현,"[활동] + 어서/아서 피곤하다","피로의 원인을 설명할 때 사용",공부해서 피곤해요.,Fatigue expression,"tired from [activity]","Used to explain cause of fatigue",I'm tired from studying.,疲労表現,"[活動] + ので疲れる","疲労の原因を説明するときに使用",勉強して疲れています。,疲劳表达,"因为 + [活动] + 所以累","用来解释疲劳的原因",因为学习所以累。,Expresión de fatiga,"cansado de [actividad]","Usado para explicar causa de fatiga",Estoy cansado de estudiar.,피곤하다,tired,疲れる,累,cansado
daily_comfortable_relaxed,daily,emotions,intermediate,"casual,home",description,편안함 표현,"[장소] + 에서 편안하다","편안함을 느끼는 장소나 상황",집에서 편안해요.,Comfort expression,"comfortable at [place]","Place or situation feeling comfortable",I'm comfortable at home.,快適表現,"[場所] + で楽","快適さを感じる場所や状況",家で楽です。,舒适表达,"在 + [地方] + 舒服","感到舒适的地方或情况",在家里很舒服。,Expresión de comodidad,"cómodo en [lugar]","Lugar o situación sintiéndose cómodo",Estoy cómodo en casa.,편안하다,comfortable,楽,舒服,cómodo
daily_nervous_anxious,daily,emotions,intermediate,"casual,social",emotion,긴장 표현,"[상황] + 때문에 긴장하다","긴장하는 상황을 설명할 때 사용",발표 때문에 긴장해요.,Nervousness expression,"nervous because of [situation]","Used to explain nervous situation",I'm nervous because of the presentation.,緊張表現,"[状況] + ので緊張","緊張する状況を説明するときに使用",発表のために緊張します。,紧张表达,"因为 + [情况] + 所以紧张","用来解释紧张的情况",因为发表所以紧张。,Expresión de nerviosismo,"nervioso por [situación]","Usado para explicar situación nerviosa",Estoy nervioso por la presentación.,긴장하다,nervous,緊張する,紧张,nervioso
daily_proud_satisfied,daily,emotions,intermediate,"casual,social",emotion,자랑 표현,"[성과] + 을/를 자랑스럽게 생각하다","자랑스러운 대상을 나타낼 때 사용",성공을 자랑스럽게 생각해요.,Pride expression,"proud of [achievement]","Used to indicate object of pride",I'm proud of the success.,誇り表現,"[成果] + を誇らしく思う","誇らしい対象を表すときに使用",成功を誇らしく思います。,自豪表达,"为 + [成果] + 感到自豪","用来表示自豪的对象",我为成功感到自豪。,Expresión de orgullo,"orgulloso de [logro]","Usado para indicar objeto de orgullo",Estoy orgulloso del éxito.,자랑스럽다,proud,誇らしい,自豪,orgulloso
daily_lonely_isolated,daily,emotions,advanced,"casual,home",emotion,고립감 표현,"혼자 + [동사] + 어서/아서 외롭다","외로움의 상황을 설명할 때 사용",혼자 있어서 외로워요.,Loneliness expression,"lonely because alone","Used to explain situation of loneliness",I'm lonely because I'm alone.,孤独感表現,"一人で + [動詞] + ので寂しい","寂しさの状況を説明するときに使用",一人でいるので寂しいです。,孤独感表达,"一个人 + [动词] + 所以孤独","用来解释孤独的情况",一个人在所以孤独。,Expresión de soledad,"solo porque solo","Usado para explicar situación de soledad",Estoy solo porque estoy solo.,외롭다,lonely,寂しい,孤独,solitario
daily_grateful_thankful,daily,emotions,basic,"polite,social",gratitude,감사 표현,"[행위] + 어/아/여 주셔서 고맙다","감사의 이유를 설명할 때 사용",도와주셔서 고마워요.,Gratitude expression,"thank you for [action]","Used to explain reason for gratitude",Thank you for helping me.,感謝表現,"[行為] + てくれてありがとう","感謝の理由を説明するときに使用",助けてくれてありがとうございます。,感谢表达,"谢谢 + [行为]","用来解释感谢的理由",谢谢你的帮助。,Expresión de gratitud,"gracias por [acción]","Usado para explicar razón de gratitud",Gracias por ayudarme.,고맙다,grateful,ありがたい,感谢,agradecido
daily_disappointed_letdown,daily,emotions,intermediate,"casual,social",emotion,실망 표현,"[기대] + 와/과 달라서 실망하다","실망의 원인을 설명할 때 사용",기대와 달라서 실망했어요.,Disappointment expression,"disappointed because different from [expectation]","Used to explain cause of disappointment",I was disappointed because it was different from expectations.,失望表現,"[期待] + と違ってがっかり","失望の原因を説明するときに使用",期待と違ってがっかりしました。,失望表达,"和 + [期待] + 不同所以失望","用来解释失望的原因",和期待不同所以失望。,Expresión de decepción,"decepcionado porque diferente de [expectativa]","Usado para explicar causa de decepción",Estuve decepcionado porque era diferente a las expectativas.,실망하다,disappointed,がっかりする,失望,decepcionado
daily_love_affection,daily,emotions,fluent,"casual,home",emotion,사랑 표현,"[대상] + 을/를 사랑하다","사랑하는 대상을 나타낼 때 사용",가족을 사랑해요.,Love expression,"love [object]","Used to indicate object of love",I love my family.,愛情表現,"[対象] + を愛する","愛する対象を表すときに使用",家族を愛しています。,爱情表达,"爱 + [对象]","用来表示爱的对象",我爱家人。,Expresión de amor,"amar [objeto]","Usado para indicar objeto de amor",Amo a mi familia.,사랑하다,love,愛する,爱,amar
daily_jealous_envious,daily,emotions,technical,"casual,social",emotion,질투 표현,"[대상] + 이/가 부러워서 질투하다","질투의 대상을 설명할 때 사용",친구가 부러워서 질투해요.,Jealousy expression,"jealous because [object] is enviable","Used to explain object of jealousy",I'm jealous because I envy my friend.,嫉妬表現,"[対象] + が羨ましくて嫉妬","嫉妬の対象を説明するときに使用",友達が羨ましくて嫉妬します。,嫉妒表达,"因为羡慕 + [对象] + 所以嫉妒","用来解释嫉妒的对象",因为羡慕朋友所以嫉妒。,Expresión de celos,"celoso porque [objeto] es envidiable","Usado para explicar objeto de celos",Tengo celos porque envidio a mi amigo.,질투하다,jealous,嫉妬する,嫉妒,celoso
daily_who_person,daily,relationships,basic,"casual,social",question,인물 의문문,"누구 + [조사] + [동사]","사람에 대해 질문할 때 사용",누구를 만날 거예요?,Person question,"who + [particle] + [verb]","Used to ask about person",Who are you going to meet?,人物疑問文,"誰 + [助詞] + [動詞]","人について質問するときに使用",誰に会いますか？,人物疑问句,"谁 + [助词] + [动词]","用来询问关于人的问题",你要见谁？,Pregunta sobre persona,"quién + [partícula] + [verbo]","Usado para preguntar sobre persona",¿A quién vas a conocer?,누구,who,誰,谁,quién
daily_what_thing,daily,relationships,basic,"casual,social",question,사물 의문문,"뭐 + [조사] + [동사]","사물에 대해 질문할 때 사용",뭐를 할 거예요?,Thing question,"what + [particle] + [verb]","Used to ask about thing",What are you going to do?,事物疑問文,"何 + [助詞] + [動詞]","事物について質問するときに使用",何をしますか？,事物疑问句,"什么 + [助词] + [动词]","用来询问关于事物的问题",你要做什么？,Pregunta sobre cosa,"qué + [partícula] + [verbo]","Usado para preguntar sobre cosa",¿Qué vas a hacer?,뭐,what,何,什么,qué
daily_where_place,daily,relationships,basic,"casual,social",question,장소 의문문,"어디 + [조사] + [동사]","장소에 대해 질문할 때 사용",어디에 갈 거예요?,Place question,"where + [particle] + [verb]","Used to ask about place",Where are you going to go?,場所疑問文,"どこ + [助詞] + [動詞]","場所について質問するときに使用",どこに行きますか？,地点疑问句,"哪里 + [助词] + [动词]","用来询问关于地点的问题",你要去哪里？,Pregunta sobre lugar,"dónde + [partícula] + [verbo]","Usado para preguntar sobre lugar",¿A dónde vas a ir?,어디,where,どこ,哪里,dónde
daily_how_method,daily,relationships,basic,"casual,social",question,방법 의문문,"어떻게 + [동사]","방법에 대해 질문할 때 사용",어떻게 할 거예요?,Method question,"how + [verb]","Used to ask about method",How are you going to do it?,方法疑問文,"どうやって + [動詞]","方法について質問するときに使用",どうやってしますか？,方法疑问句,"怎么 + [动词]","用来询问关于方法的问题",你怎么做？,Pregunta sobre método,"cómo + [verbo]","Usado para preguntar sobre método",¿Cómo lo vas a hacer?,어떻게,how,どう,怎么,cómo
daily_why_reason,daily,relationships,basic,"casual,social",question,이유 의문문,"왜 + [동사]","이유에 대해 질문할 때 사용",왜 안 올 거예요?,Reason question,"why + [verb]","Used to ask about reason",Why aren't you coming?,理由疑問文,"なぜ + [動詞]","理由について質問するときに使用",なぜ来ないのですか？,理由疑问句,"为什么 + [动词]","用来询问关于理由的问题",你为什么不来？,Pregunta sobre razón,"por qué + [verbo]","Usado para preguntar sobre razón",¿Por qué no vas a venir?,왜,why,なぜ,为什么,por qué
daily_like_prefer,daily,emotions,basic,"casual,social",opinion,선호 표현,"[대상] + 을/를 좋아하다","좋아하는 것을 표현할 때 사용",음악을 좋아해요.,Preference expression,"like [object]","Used to express what you like",I like music.,好み表現,"[対象] + が好き","好きなものを表現するときに使用",音楽が好きです。,偏好表达,"喜欢 + [对象]","用来表达喜欢的东西",我喜欢音乐。,Expresión de preferencia,"me gusta [objeto]","Usado para expresar lo que te gusta",Me gusta la música.,좋아하다,like,好き,喜欢,gustar
daily_dislike_hate,daily,emotions,basic,"casual,social",opinion,싫어함 표현,"[대상] + 을/를 싫어하다","싫어하는 것을 표현할 때 사용",추위를 싫어해요.,Dislike expression,"dislike [object]","Used to express what you dislike",I dislike cold weather.,嫌い表現,"[対象] + が嫌い","嫌いなものを表現するときに使用",寒さが嫌いです。,厌恶表达,"不喜欢 + [对象]","用来表达不喜欢的东西",我不喜欢寒冷。,Expresión de disgusto,"no me gusta [objeto]","Usado para expresar lo que no te gusta",No me gusta el clima frío.,싫어하다,dislike,嫌い,不喜欢,no gustar
daily_meet_encounter,daily,relationships,basic,"casual,social",greeting,만남 표현,"[사람] + 을/를 만나다","사람과의 만남을 표현할 때 사용",친구를 만나요.,Meeting expression,"meet [person]","Used to express meeting with person",I meet friends.,出会い表現,"[人] + に会う","人との出会いを表現するときに使用",友達に会います。,见面表达,"见 + [人]","用来表达与人见面",我见朋友。,Expresión de encuentro,"conocer [persona]","Usado para expresar encuentro con persona",Conozco amigos.,만나다,meet,会う,见面,encontrar
daily_help_assist,daily,relationships,intermediate,"polite,social",request,도움 표현,"[사람] + 을/를 도와주다","도움을 주는 행동을 표현할 때 사용",친구를 도와줘요.,Help expression,"help [person]","Used to express act of helping",I help my friend.,助け表現,"[人] + を手伝う","助ける行動を表現するときに使用",友達を手伝います。,帮助表达,"帮助 + [人]","用来表达帮助的行为",我帮助朋友。,Expresión de ayuda,"ayudar [persona]","Usado para expresar acto de ayudar",Ayudo a mi amigo.,도와주다,help,手伝う,帮助,ayudar
daily_talk_speak,daily,relationships,basic,"casual,social",description,대화 표현,"[사람] + 과/와 이야기하다","대화하는 상대를 나타낼 때 사용",친구와 이야기해요.,Conversation expression,"talk with [person]","Used to indicate conversation partner",I talk with friends.,会話表現,"[人] + と話す","会話する相手を表すときに使用",友達と話します。,对话表达,"和 + [人] + 说话","用来表示对话对象",我和朋友说话。,Expresión de conversación,"hablar con [persona]","Usado para indicar compañero de conversación",Hablo con amigos.,이야기하다,talk,話す,说话,hablar
daily_listen_hear,daily,relationships,basic,"polite,social",instruction,청취 표현,"[대상] + 을/를 듣다","듣는 대상을 나타낼 때 사용",음악을 들어요.,Listening expression,"listen to [object]","Used to indicate object of listening",I listen to music.,聴取表現,"[対象] + を聞く","聞く対象を表すときに使用",音楽を聞きます。,听取表达,"听 + [对象]","用来表示听的对象",我听音乐。,Expresión de escucha,"escuchar [objeto]","Usado para indicar objeto de escucha",Escucho música.,듣다,listen,聞く,听,escuchar
daily_understand_comprehend,daily,relationships,intermediate,"casual,social",agreement,이해 표현,"[내용] + 을/를 이해하다","이해하는 내용을 나타낼 때 사용",설명을 이해해요.,Understanding expression,"understand [content]","Used to indicate content of understanding",I understand the explanation.,理解表現,"[内容] + を理解する","理解する内容を表すときに使用",説明を理解します。,理解表达,"理解 + [内容]","用来表示理解的内容",我理解说明。,Expresión de comprensión,"entender [contenido]","Usado para indicar contenido de comprensión",Entiendo la explicación.,이해하다,understand,理解する,理解,entender
daily_remember_recall,daily,relationships,intermediate,"casual,social",description,기억 표현,"[대상] + 을/를 기억하다","기억하는 대상을 나타낼 때 사용",약속을 기억해요.,Memory expression,"remember [object]","Used to indicate object of memory",I remember the appointment.,記憶表現,"[対象] + を覚える","記憶する対象を表すときに使用",約束を覚えています。,记忆表达,"记住 + [对象]","用来表示记忆的对象",我记住约定。,Expresión de memoria,"recordar [objeto]","Usado para indicar objeto de memoria",Recuerdo la cita.,기억하다,remember,覚える,记住,recordar
daily_forget_lose_memory,daily,relationships,basic,"casual,social",description,망각 표현,"[대상] + 을/를 잊다","잊어버리는 것을 나타낼 때 사용",이름을 잊었어요.,Forgetting expression,"forget [object]","Used to indicate what is forgotten",I forgot the name.,忘却表現,"[対象] + を忘れる","忘れるものを表すときに使用",名前を忘れました。,遗忘表达,"忘记 + [对象]","用来表示遗忘的东西",我忘记了名字。,Expresión de olvido,"olvidar [objeto]","Usado para indicar lo que se olvida",Olvidé el nombre.,잊다,forget,忘れる,忘记,olvidar
daily_care_concern,daily,relationships,intermediate,"polite,home",gratitude,돌봄 표현,"[대상] + 을/를 돌보다","돌보는 대상을 나타낼 때 사용",아이를 돌봐요.,Care expression,"take care of [object]","Used to indicate object of care",I take care of the child.,世話表現,"[対象] + を世話する","世話する対象を表すときに使用",子どもの世話をします。,照顾表达,"照顾 + [对象]","用来表示照顾的对象",我照顾孩子。,Expresión de cuidado,"cuidar [objeto]","Usado para indicar objeto de cuidado",Cuido al niño.,돌보다,care,世話する,照顾,cuidar
