concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
business_postpone_delay,business,meeting,intermediate,"casual,work",request,회의 연기 요청,N 때문에 + 연기해야 합니다,회의나 일정 연기 이유를 설명하는 표현,"갑작스런 일정 때문에 회의를 연기해야 합니다.",Meeting Postponement Request,Postpone due to + N,Expression for explaining reasons for meeting postponement,"We need to postpone the meeting due to sudden schedule.",会議延期依頼,Nのため + 延期する必要があります,会議やスケジュール延期の理由を説明する表現,"急な用事のため会議を延期する必要があります。",会议推迟请求,因为 + N + 需要推迟,解释会议或日程推迟原因的表达,"因为突然的事务需要推迟会议。",Solicitud de aplazamiento de reunión,Aplazar debido a + N,Expresión para explicar razones de aplazamiento de reunión,"Necesitamos aplazar la reunión debido a un horario repentino.",연기,postpone,延期,推迟,aplazar
business_attend_join,business,meeting,basic,"polite,work",request,참석 요청 표현,꼭 + 참석해 + 주세요,참석을 정중히 요청하는 표현,"내일 회의에 꼭 참석해 주세요.",Attendance Request Expression,Please + attend + N,Expression for politely requesting attendance,"Please make sure to attend tomorrow's meeting.",参加依頼表現,ぜひ + 参加して + ください,参加を丁寧に依頼する表現,"明日の会議にぜひ参加してください。",参会请求表达,请务必 + 参加 + N,礼貌请求参加的表达,"请务必参加明天的会议。",Expresión de solicitud de asistencia,Por favor + asista a + N,Expresión para solicitar cortésmente la asistencia,"Por favor asegúrese de asistir a la reunión de mañana.",참석,attend,参加,参加,asistir
business_discuss_debate,business,meeting,intermediate,"polite,social",suggestion,심화 논의 제안,N을/를 + 심도있게 + 논의합시다,깊이 있는 토론을 제안하는 표현,"예산 계획을 심도있게 논의합시다.",In-depth Discussion Proposal,Discuss + N + thoroughly,Expression for proposing thorough discussion,"Let's discuss the budget plan thoroughly.",深化議論提案,Nを + 深く + 議論しましょう,深い議論を提案する表現,"予算計画を深く議論しましょう。",深入讨论提议,深入 + 讨论 + N,提议深入讨论的表达,"让我们深入讨论预算计划。",Propuesta de discusión profunda,Discutir + N + a fondo,Expresión para proponer discusión exhaustiva,"Discutamos el plan presupuestario a fondo.",논의,discuss,議論,讨论,discutir
business_conclude_finish,business,meeting,intermediate,"polite,work",instruction,회의 마무리,이것으로 + 회의를 + 마무리하겠습니다,회의를 공식적으로 종료하는 표현,"이것으로 오늘 회의를 마무리하겠습니다.",Meeting Conclusion,Conclude + the meeting + with this,Expression for formally ending a meeting,"We will conclude today's meeting with this.",会議終了,これで + 会議を + 終了します,会議を公式的に終了する表現,"これで今日の会議を終了します。",会议结束,以此 + 结束 + 会议,正式结束会议的表达,"以此结束今天的会议。",Conclusión de reunión,Concluir + la reunión + con esto,Expresión para terminar formalmente una reunión,"Concluiremos la reunión de hoy con esto.",마무리,conclude,終了,结束,concluir
business_prepare_ready,business,meeting,basic,"casual,work",instruction,사전 준비 지시,N을/를 + 미리 + 준비해 주세요,사전 준비를 요청하는 표현,"발표 자료를 미리 준비해 주세요.",Prior Preparation Instruction,Please prepare + N + in advance,Expression for requesting advance preparation,"Please prepare the presentation materials in advance.",事前準備指示,Nを + あらかじめ + 準備してください,事前準備を依頼する表現,"発表資料をあらかじめ準備してください。",事前准备指示,请提前 + 准备 + N,请求事先准备的表达,"请提前准备演示材料。",Instrucción de preparación previa,Por favor prepare + N + con anticipación,Expresión para solicitar preparación anticipada,"Por favor prepare los materiales de presentación con anticipación.",준비,prepare,準備,准备,preparar
business_review_examine,business,meeting,intermediate,"polite,social",suggestion,검토 과정 제안,함께 + N을/를 + 검토해 봅시다,공동 검토를 제안하는 표현,"함께 이 계획서를 검토해 봅시다.",Review Process Proposal,Let's review + N + together,Expression for proposing joint review,"Let's review this plan together.",検討過程提案,一緒に + Nを + 検討しましょう,共同検討を提案する表現,"一緒にこの計画書を検討しましょう。",审查过程提议,一起 + 审查 + N,提议共同审查的表达,"让我们一起审查这个计划。",Propuesta de proceso de revisión,Revisemos + N + juntos,Expresión para proponer revisión conjunta,"Revisemos este plan juntos.",검토,review,検討,审查,revisar
business_approve_accept,business,meeting,intermediate,"formal,work",agreement,승인 절차 표현,N을/를 + 공식적으로 + 승인합니다,공식 승인을 선언하는 표현,"이 계획안을 공식적으로 승인합니다.",Approval Process Expression,Officially approve + N,Expression for declaring formal approval,"We officially approve this proposal.",承認手続き表現,Nを + 正式に + 承認します,公式承認を宣言する表現,"この計画案を正式に承認します。",批准程序表达,正式 + 批准 + N,宣布正式批准的表达,"我们正式批准这个计划案。",Expresión de proceso de aprobación,Aprobar oficialmente + N,Expresión para declarar aprobación formal,"Aprobamos oficialmente esta propuesta.",승인,approve,承認,批准,aprobar
business_reject_refuse,business,meeting,advanced,"formal,work",agreement,거부 의사 표명,N을/를 + 거부하기로 + 결정했습니다,공식적인 거부 결정을 알리는 표현,"이 제안을 거부하기로 결정했습니다.",Rejection Declaration,Decided to reject + N,Expression for announcing formal rejection decision,"We decided to reject this proposal.",拒否意思表明,Nを + 拒否することに + 決定しました,公式的な拒否決定を知らせる表現,"この提案を拒否することに決定しました。",拒绝意思表明,决定 + 拒绝 + N,宣布正式拒绝决定的表达,"我们决定拒绝这个提案。",Declaración de rechazo,Decidimos rechazar + N,Expresión para anunciar decisión formal de rechazo,"Decidimos rechazar esta propuesta.",거부,reject,拒否,拒绝,rechazar
business_clearly_obviously,business,meeting,basic,"polite,work",instruction,명확한 설명 방법,이 점을 + 명확히 + 설명드리겠습니다,명확한 설명을 약속하는 표현,"핵심 사항을 명확히 설명드리겠습니다.",Clear Explanation Method,Explain + this point + clearly,Expression for promising clear explanation,"I will explain the key points clearly.",明確な説明方法,この点を + 明確に + 説明します,明確な説明を約束する表現,"重要な点を明確に説明します。",清楚说明方法,清楚地 + 解释 + 这一点,承诺清楚说明的表达,"我将清楚地解释关键要点。",Método de explicación clara,Explicar + este punto + claramente,Expresión para prometer explicación clara,"Explicaré los puntos clave claramente.",명확히,clearly,明確に,清楚地,claramente
business_protocol_procedure,business,meeting,technical,"formal,work",instruction,절차 준수 방법,N 프로토콜에 + 따라 + 진행합니다,정해진 절차를 따르는 표현,"회의 프로토콜에 따라 순서대로 진행합니다.",Procedure Compliance Method,Follow + N + protocol,Expression for following established procedures,"We proceed in order according to meeting protocol.",手順遵守方法,Nプロトコルに + 従って + 進行します,定められた手順に従う表現,"会議プロトコルに従って順序通り進行します。",程序遵守方法,按照 + N + 协议 + 进行,遵循既定程序的表达,"按照会议协议依次进行。",Método de cumplimiento de procedimientos,Seguir el protocolo de + N,Expresión para seguir procedimientos establecidos,"Procedemos en orden según el protocolo de reunión.",프로토콜,protocol,プロトコル,协议,protocolo
business_presentation_speech,business,presentation,basic,"polite,work",instruction,발표 시작 표현,N에 대한 + 발표를 + 시작하겠습니다,발표 시작을 알리는 공식 표현,"신제품에 대한 발표를 시작하겠습니다.",Presentation Opening Expression,Begin + presentation + on N,Formal expression for announcing presentation start,"I will begin the presentation on the new product.",発表開始表現,Nについての + 発表を + 始めます,発表開始を知らせる公式表現,"新製品についての発表を始めます。",演示开始表达,开始 + 关于N的 + 演示,宣布演示开始的正式表达,"我将开始关于新产品的演示。",Expresión de inicio de presentación,Comenzar + presentación + sobre N,Expresión formal para anunciar inicio de presentación,"Comenzaré la presentación sobre el nuevo producto.",발표,presentation,発表,演示,presentación
business_slide_page,business,presentation,basic,"polite,work",instruction,슬라이드 전환 표현,다음 + 슬라이드를 + 보겠습니다,슬라이드 넘기기를 안내하는 표현,"다음 슬라이드를 함께 보겠습니다.",Slide Transition Expression,Look at + next slide,Expression for guiding slide progression,"Let's look at the next slide together.",スライド切り替え表現,次の + スライドを + 見ます,スライド切り替えを案内する表現,"次のスライドを一緒に見ます。",幻灯片切换表达,看 + 下一张幻灯片,指导幻灯片切换的表达,"让我们一起看下一张幻灯片。",Expresión de transición de diapositiva,Ver + siguiente diapositiva,Expresión para guiar progresión de diapositivas,"Veamos la siguiente diapositiva juntos.",슬라이드,slide,スライド,幻灯片,diapositiva
business_audience_viewers,business,presentation,intermediate,"polite,social",description,청중 반응 확인,청중의 + 반응이 + 어떠신가요?,청중 반응을 확인하는 표현,"청중의 이해도가 어떠신가요?",Audience Response Check,How is + audience + reaction?,Expression for checking audience response,"How is the audience's understanding?",聴衆反応確認,聴衆の + 反応は + いかがですか?,聴衆反応を確認する表現,"聴衆の理解度はいかがですか？",观众反应确认,观众的 + 反应 + 如何?,确认观众反应的表达,"观众的理解程度如何？",Verificación de respuesta de audiencia,¿Cómo es la reacción de + audiencia?,Expresión para verificar respuesta de audiencia,"¿Cómo está la comprensión de la audiencia?",청중,audience,聴衆,观众,audiencia
business_projector_equipment,business,presentation,basic,"casual,social",request,장비 점검 요청,N이/가 + 제대로 + 작동하나요?,장비 작동 상태를 확인하는 질문,"프로젝터가 제대로 작동하나요?",Equipment Check Request,Is + N + working properly?,Question for checking equipment operation status,"Is the projector working properly?",機器点検依頼,Nは + 正常に + 動作しますか?,機器動作状態を確認する質問,"プロジェクターは正常に動作しますか？",设备检查请求,N + 正常工作吗?,检查设备运行状态的问题,"投影仪正常工作吗？",Solicitud de verificación de equipo,¿Está + N + funcionando correctamente?,Pregunta para verificar estado de operación del equipo,"¿Está funcionando correctamente el proyector?",프로젝터,projector,プロジェクター,投影仪,proyector
business_handout_material,business,presentation,intermediate,"polite,work",instruction,자료 배포 안내,N을/를 + 배포해 + 드리겠습니다,자료 배포를 안내하는 표현,"참고 자료를 배포해 드리겠습니다.",Material Distribution Guide,Distribute + N + to you,Expression for guiding material distribution,"I will distribute reference materials to you.",資料配布案内,Nを + 配布 + いたします,資料配布を案内する表現,"参考資料を配布いたします。",材料分发指南,分发 + N + 给大家,指导材料分发的表达,"我将分发参考材料给大家。",Guía de distribución de materiales,Distribuir + N + a ustedes,Expresión para guiar distribución de materiales,"Distribuiré materiales de referencia a ustedes.",유인물,handout,配布資料,讲义,folleto
business_microphone_mic,business,presentation,basic,"casual,work",request,음향 확인 질문,마이크 + 소리가 + 잘 들리시나요?,음향 상태를 확인하는 질문,"마이크 음량이 적당한가요?",Audio Check Question,Can you hear + microphone + well?,Question for checking audio status,"Is the microphone volume appropriate?",音響確認質問,マイクの + 音は + よく聞こえますか?,音響状態を確認する質問,"マイクの音量は適切ですか？",音响确认问题,麦克风 + 声音 + 听得清楚吗?,检查音响状态的问题,"麦克风音量合适吗？",Pregunta de verificación de audio,¿Pueden escuchar + micrófono + bien?,Pregunta para verificar estado del audio,"¿Es apropiado el volumen del micrófono?",마이크,microphone,マイク,麦克风,micrófono
business_chart_graph,business,presentation,intermediate,"polite,work",description,차트 설명 방법,이 + 차트는 + N을/를 보여줍니다,차트나 그래프를 설명하는 표현,"이 그래프는 매출 증가를 보여줍니다.",Chart Explanation Method,This chart shows + N,Expression for explaining charts or graphs,"This graph shows sales growth.",チャート説明方法,この + チャートは + Nを示しています,チャートやグラフを説明する表現,"このグラフは売上増加を示しています。",图表说明方法,这个 + 图表 + 显示N,解释图表或图形的表达,"这个图表显示销售增长。",Método de explicación de gráficos,Este gráfico muestra + N,Expresión para explicar gráficos o tablas,"Este gráfico muestra el crecimiento de ventas.",차트,chart,チャート,图表,gráfico
business_screen_display,business,presentation,basic,"casual,work",instruction,화면 가시성 확인,화면이 + 모두에게 + 보이시나요?,화면 가시성을 확인하는 질문,"뒤쪽에서도 화면이 잘 보이시나요?",Screen Visibility Check,Can everyone see + screen?,Question for checking screen visibility,"Can you see the screen well from the back?",画面視認性確認,画面は + 皆さんに + 見えますか?,画面の視認性を確認する質問,"後ろからも画面はよく見えますか？",屏幕可见性确认,大家都能 + 看到屏幕吗?,检查屏幕可见性的问题,"从后面也能清楚看到屏幕吗？",Verificación de visibilidad de pantalla,¿Todos pueden ver + pantalla?,Pregunta para verificar visibilidad de pantalla,"¿Pueden ver bien la pantalla desde atrás?",화면,screen,画面,屏幕,pantalla
business_pointer_laser,business,presentation,intermediate,"casual,work",request,포인터 사용 안내,N을/를 + 포인터로 + 가리키겠습니다,포인터 사용을 안내하는 표현,"중요한 부분을 포인터로 가리키겠습니다.",Pointer Usage Guide,Point to + N + with pointer,Expression for guiding pointer usage,"I will point to the important parts with the pointer.",ポインター使用案内,Nを + ポインターで + 指します,ポインター使用を案内する表現,"重要な部分をポインターで指します。",指示器使用指南,用指示器 + 指向 + N,指导指示器使用的表达,"我将用指示器指向重要部分。",Guía de uso de puntero,Señalar + N + con puntero,Expresión para guiar uso de puntero,"Señalaré las partes importantes con el puntero.",포인터,pointer,ポインター,指示器,puntero
business_demo_demonstration,business,presentation,intermediate,"polite,work",instruction,실연 시작 안내,실제로 + N을/를 + 시연해 보겠습니다,실연 시작을 알리는 표현,"실제로 소프트웨어를 시연해 보겠습니다.",Demo Start Guide,Actually demonstrate + N,Expression for announcing demonstration start,"I will actually demonstrate the software.",実演開始案内,実際に + Nを + 実演します,実演開始を知らせる表現,"実際にソフトウェアを実演します。",演示开始指南,实际 + 演示 + N,宣布演示开始的表达,"我将实际演示软件。",Guía de inicio de demostración,Demostrar + N + en vivo,Expresión para anunciar inicio de demostración,"Demostraré el software en vivo.",시연,demo,実演,演示,demostración
business_rehearsal_practice,business,presentation,intermediate,"casual,work",instruction,리허설 안내,발표 전에 + 리허설을 + 해야 합니다,리허설 필요성을 안내하는 표현,"정식 발표 전에 한 번 더 리허설을 해야 합니다.",Rehearsal Guide,Need to rehearse + before presentation,Expression for guiding rehearsal necessity,"We need to rehearse once more before the formal presentation.",リハーサル案内,発表前に + リハーサルを + する必要があります,リハーサルの必要性を案内する表現,"正式発表前にもう一度リハーサルをする必要があります。",彩排指南,演示前 + 需要彩排,指导彩排必要性的表达,"正式演示前需要再彩排一次。",Guía de ensayo,Necesitar ensayar + antes de presentación,Expresión para guiar necesidad de ensayo,"Necesitamos ensayar una vez más antes de la presentación formal.",리허설,rehearsal,リハーサル,彩排,ensayo
business_timing_schedule,business,presentation,intermediate,"polite,work",instruction,시간 관리 안내,N분 안에 + 마무리해야 + 합니다,시간 제한을 안내하는 표현,"15분 안에 발표를 마무리해야 합니다.",Time Management Guide,Must finish + within N minutes,Expression for guiding time limits,"We must finish the presentation within 15 minutes.",時間管理案内,N分以内に + 終了しなければ + なりません,時間制限を案内する表現,"15分以内に発表を終了しなければなりません。",时间管理指南,必须在 + N分钟内 + 结束,指导时间限制的表达,"必须在15分钟内结束演示。",Guía de gestión de tiempo,Debe terminar + en N minutos,Expresión para guiar límites de tiempo,"Debemos terminar la presentación en 15 minutos.",타이밍,timing,タイミング,时机,momento
business_feedback_response,business,presentation,intermediate,"polite,social",request,피드백 요청 표현,N에 대한 + 피드백을 + 부탁드립니다,피드백을 정중히 요청하는 표현,"발표 내용에 대한 솔직한 피드백을 부탁드립니다.",Feedback Request Expression,Request + feedback + on N,Expression for politely requesting feedback,"I request honest feedback on the presentation content.",フィードバック依頼表現,Nについての + フィードバックを + お願いします,フィードバックを丁寧に依頼する表現,"発表内容についての率直なフィードバックをお願いします。",反馈请求表达,请对 + N + 提供反馈,礼貌请求反馈的表达,"请对演示内容提供诚实的反馈。",Expresión de solicitud de retroalimentación,Solicitar + retroalimentación + sobre N,Expresión para solicitar cortésmente retroalimentación,"Solicito retroalimentación honesta sobre el contenido de la presentación.",피드백,feedback,フィードバック,反馈,retroalimentación
business_overview_summary,business,presentation,intermediate,"polite,work",description,개요 설명 방법,전체 + N의 + 개요를 설명하겠습니다,전체적인 개요를 설명하는 표현,"전체 프로젝트의 개요를 간단히 설명하겠습니다.",Overview Explanation Method,Explain + overview + of entire N,Expression for explaining overall summary,"I will briefly explain the overview of the entire project.",概要説明方法,全体 + Nの + 概要を説明します,全体的な概要を説明する表現,"全体プロジェクトの概要を簡単に説明します。",概述说明方法,解释 + 整个N的 + 概述,解释整体概要的表达,"我将简要解释整个项目的概述。",Método de explicación de resumen,Explicar + resumen + de N completo,Expresión para explicar resumen general,"Explicaré brevemente el resumen del proyecto completo.",개요,overview,概要,概述,resumen
business_question_inquiry,business,presentation,basic,"polite,social",question,질문 시간 안내,질문이 + 있으시면 + 언제든지 해 주세요,질문 시간을 안내하는 표현,"궁금한 점이 있으시면 언제든지 질문해 주세요.",Question Time Guide,Please ask + if you have questions,Expression for guiding question time,"Please ask anytime if you have any questions.",質問時間案内,質問が + あれば + いつでもしてください,質問時間を案内する表現,"疑問点があればいつでも質問してください。",问题时间指南,如果有问题 + 请随时提问,指导提问时间的表达,"如果有疑问请随时提问。",Guía de tiempo de preguntas,Por favor pregunten + si tienen dudas,Expresión para guiar tiempo de preguntas,"Por favor pregunten en cualquier momento si tienen dudas.",질문,question,質問,问题,pregunta
business_visual_graphic,business,presentation,intermediate,"polite,work",description,시각자료 활용 안내,시각자료를 + 통해 + 설명하겠습니다,시각자료 사용을 안내하는 표현,"그래프를 통해 더 명확하게 설명하겠습니다.",Visual Material Usage Guide,Explain + through + visual materials,Expression for guiding visual material usage,"I will explain more clearly through graphs.",ビジュアル資料活用案内,ビジュアル資料を + 通して + 説明します,ビジュアル資料使用を案内する表現,"グラフを通してより明確に説明します。",视觉材料使用指南,通过 + 视觉材料 + 说明,指导视觉材料使用的表达,"我将通过图表更清楚地说明。",Guía de uso de materiales visuales,Explicar + a través de + materiales visuales,Expresión para guiar uso de materiales visuales,"Explicaré más claramente a través de gráficos.",시각자료,visual,ビジュアル,视觉材料,visual
business_conclusion_ending,business,presentation,basic,"polite,work",instruction,결론 제시 방법,결론적으로 + N + 입니다,결론을 명확히 제시하는 표현,"결론적으로 이 전략이 최선의 선택입니다.",Conclusion Presentation Method,In conclusion + N,Expression for clearly presenting conclusion,"In conclusion, this strategy is the best choice.",結論提示方法,結論として + N + です,結論を明確に提示する表現,"結論として、この戦略が最良の選択です。",结论提示方法,总之 + N,明确提示结论的表达,"总之，这个策略是最佳选择。",Método de presentación de conclusión,En conclusión + N,Expresión para presentar claramente la conclusión,"En conclusión, esta estrategia es la mejor opción.",결론,conclusion,結論,结论,conclusión
business_email_message,business,email,basic,"polite,work",instruction,이메일 발송 안내,중요한 + N을/를 + 이메일로 보냈습니다,이메일 발송을 알리는 표현,"중요한 공지사항을 이메일로 보냈습니다.",Email Sending Guide,Sent + important N + via email,Expression for announcing email sending,"I sent important announcements via email.",メール送信案内,重要な + Nを + メールで送りました,メール送信を知らせる表現,"重要なお知らせをメールで送りました。",邮件发送指南,通过邮件 + 发送了 + 重要的N,宣布邮件发送的表达,"通过邮件发送了重要通知。",Guía de envío de correo,Envié + N importante + por correo,Expresión para anunciar envío de correo,"Envié anuncios importantes por correo.",이메일,email,メール,电子邮件,correo
business_subject_topic,business,email,basic,"polite,work",instruction,제목 작성 지침,제목에 + N을/를 + 포함해 주세요,이메일 제목 작성을 지시하는 표현,"제목에 회의 날짜를 포함해 주세요.",Subject Writing Guide,Include + N + in subject,Expression for instructing email subject writing,"Please include the meeting date in the subject.",件名作成指針,件名に + Nを + 含めてください,メール件名作成を指示する表현,"件名に会議日程を含めてください。",主题写作指南,在主题中 + 包含 + N,指导邮件主题写作的表达,"请在主题中包含会议日期。",Guía de escritura de asunto,Incluir + N + en asunto,Expresión para instruir escritura de asunto de correo,"Por favor incluya la fecha de reunión en el asunto.",제목,subject,件名,主题,asunto
business_sender_author,business,email,basic,"polite,work",description,발신자 확인 요청,발신자 + 정보를 + 확인해 주세요,발신자 정보 확인을 요청하는 표현,"이메일 발신자 정보를 다시 확인해 주세요.",Sender Verification Request,Please check + sender information,Expression for requesting sender information verification,"Please recheck the email sender information.",送信者確認依頼,送信者 + 情報を + 確認してください,送信者情報確認を依頼する表現,"メール送信者情報を再度確認してください。",发送者确认请求,请确认 + 发送者信息,请求发送者信息确认的表达,"请再次确认邮件发送者信息。",Solicitud de verificación de remitente,Por favor verifique + información del remitente,Expresión para solicitar verificación de información del remitente,"Por favor verifique nuevamente la información del remitente del correo.",발신자,sender,送信者,发送者,remitente
business_recipient_receiver,business,email,basic,"polite,work",description,수신자 목록 업데이트,수신자 + 목록을 + 업데이트했습니다,수신자 목록 변경을 알리는 표현,"이메일 수신자 목록을 최신으로 업데이트했습니다.",Recipient List Update,Updated + recipient list,Expression for announcing recipient list changes,"I updated the email recipient list to the latest version.",受信者リスト更新,受信者 + リストを + 更新しました,受信者リスト変更を知らせる表現,"メール受信者リストを最新に更新しました。",收件人列表更新,更新了 + 收件人列表,宣布收件人列表变更的表达,"将邮件收件人列表更新为最新版本。",Actualización de lista de destinatarios,Actualicé + lista de destinatarios,Expresión para anunciar cambios en lista de destinatarios,"Actualicé la lista de destinatarios del correo a la versión más reciente.",수신자,recipient,受信者,接收者,destinatario
