concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_sad_sorrow,daily,emotions,basic,"casual,social",emotion,"좋아하는 드라마가 끝나서 슬퍼요.","I'm sad because my favorite drama ended.","好きなドラマが終わって悲しいです。","我喜欢的电视剧结束了很伤心。","Estoy triste porque mi drama favorito terminó.",슬프다,sad,悲しい,伤心,triste
daily_angry_mad,daily,emotions,basic,"casual,social",emotion,"약속 시간에 늦어서 친구가 화를 냈어요.","My friend got angry because I was late for our appointment.","約束の時間に遅れて友達が怒りました。","因为约会迟到朋友生气了。","Mi amigo se enojó porque llegué tarde a nuestra cita.",화나다,angry,怒る,生气,enojado
daily_surprised_shocked,daily,emotions,basic,"casual,social",interjection,"갑작스러운 선물을 받아서 정말 놀랐어요.","I was really surprised to receive a sudden gift.","突然のプレゼントをもらって本当に驚きました。","收到突然的礼物我真的很惊讶。","Estuve realmente sorprendido de recibir un regalo inesperado.",놀라다,surprised,驚く,惊讶,sorprendido
daily_excited_enthusiastic,daily,emotions,intermediate,"casual,social",emotion,"내일 콘서트 때문에 밤잠을 이룰 수 없을 정도로 신나요.","I'm so excited about tomorrow's concert that I can't sleep.","明日のコンサートのために夜も眠れないほどワクワクします。","因为明天的音乐会兴奋得睡不着觉。","Estoy tan emocionado por el concierto de mañana que no puedo dormir.",신나다,excited,興奮する,兴奋,emocionado
daily_worried_anxious,daily,emotions,intermediate,"casual,social",emotion,"면접 결과를 기다리느라 계속 걱정이 되어요.","I keep worrying while waiting for the interview results.","面接の結果を待っていて、ずっと心配になります。","等待面试结果让我一直很担心。","Sigo preocupándome mientras espero los resultados de la entrevista.",걱정하다,worried,心配する,担心,preocupado
daily_tired_exhausted,daily,emotions,basic,"casual,home",description,"밤늦게까지 공부해서 너무 피곤해요.","I'm so tired from studying until late at night.","夜遅くまで勉強してとても疲れています。","熬夜学习太累了。","Estoy muy cansado de estudiar hasta muy tarde.",피곤하다,tired,疲れる,累,cansado
daily_comfortable_relaxed,daily,emotions,intermediate,"casual,home",description,"따뜻한 침대에 누워있으니 정말 편안해요.","It's really comfortable lying in a warm bed.","暖かいベッドに横になっていると本当に楽です。","躺在温暖的床上真的很舒服。","Es realmente cómodo estar acostado en una cama cálida.",편안하다,comfortable,楽,舒服,cómodo
daily_nervous_anxious,daily,emotions,intermediate,"casual,social",emotion,"처음 만나는 사람들 앞에서 발표해서 긴장돼요.","I'm nervous giving a presentation in front of people I'm meeting for the first time.","初めて会う人たちの前で発表するので緊張します。","在初次见面的人面前发表让我很紧张。","Estoy nervioso dando una presentación frente a personas que conozco por primera vez.",긴장하다,nervous,緊張する,紧张,nervioso
daily_proud_satisfied,daily,emotions,intermediate,"casual,social",emotion,"팀 프로젝트에서 좋은 결과를 얻어서 자랑스러워요.","I'm proud that we got good results from the team project.","チームプロジェクトで良い結果を得て誇らしいです。","团队项目取得好成果我很自豪。","Estoy orgulloso de que obtuvimos buenos resultados del proyecto en equipo.",자랑스럽다,proud,誇らしい,自豪,orgulloso
daily_lonely_isolated,daily,emotions,advanced,"casual,home",emotion,"친구들이 모두 바빠서 혼자 있을 때가 많아 외로워요.","I feel lonely because I'm often alone since all my friends are busy.","友達が皆忙しくて一人でいることが多くて寂しいです。","朋友们都很忙，我经常一个人，感到孤独。","Me siento solo porque a menudo estoy solo ya que todos mis amigos están ocupados.",외롭다,lonely,寂しい,孤独,solitario
daily_grateful_thankful,daily,emotions,basic,"polite,social",gratitude,"어려울 때 도와준 친구들에게 정말 고마워요.","I'm really grateful to friends who helped me when things were difficult.","困った時に助けてくれた友達に本当にありがたいです。","在困难时帮助我的朋友我真的很感谢。","Estoy realmente agradecido a los amigos que me ayudaron cuando las cosas estaban difíciles.",고맙다,grateful,ありがたい,感谢,agradecido
daily_disappointed_letdown,daily,emotions,intermediate,"casual,social",emotion,"기대했던 영화가 재미없어서 실망했어요.","I was disappointed because the movie I was looking forward to wasn't interesting.","期待していた映画が面白くなくてがっかりしました。","期待的电影不有趣让我失望了。","Estuve decepcionado porque la película que esperaba no era interesante.",실망하다,disappointed,がっかりする,失望,decepcionado
daily_love_affection,daily,emotions,fluent,"casual,home",emotion,"가족 모두가 건강하고 행복한 모습을 보니 정말 사랑스러워요.","Seeing all my family healthy and happy is really lovely.","家族皆が健康で幸せな姿を見ると本当に愛おしいです。","看到全家人健康快乐真的很可爱。","Ver a toda mi familia saludable y feliz es realmente encantador.",사랑하다,love,愛する,爱,amar
daily_jealous_envious,daily,emotions,technical,"casual,social",emotion,"친구가 해외여행을 자주 가는 것을 보면 질투가 나요.","I feel jealous when I see my friend frequently going on overseas trips.","友達が海外旅行によく行くのを見ると嫉妬します。","看到朋友经常出国旅行我感到嫉妒。","Siento celos cuando veo a mi amigo yendo frecuentemente a viajes al extranjero.",질투하다,jealous,嫉妬する,嫉妒,celoso
daily_who_person,daily,relationships,basic,"casual,social",question,"파티에 누구를 초대할지 함께 정해봐요.","Let's decide together who to invite to the party.","パーティーに誰を招待するか一緒に決めましょう。","我们一起决定邀请谁参加聚会吧。","Decidamos juntos a quién invitar a la fiesta.",누구,who,誰,谁,quién
daily_what_thing,daily,relationships,basic,"casual,social",question,"주말에 뭐 할지 계획을 세워볼까요?","Shall we make plans for what to do on the weekend?","週末に何をするか計画を立ててみましょうか？","我们来制定一下周末做什么的计划好吗？","¿Hagamos planes para qué hacer el fin de semana?",뭐,what,何,什么,qué
daily_where_place,daily,relationships,basic,"casual,social",question,"여행을 갈 때 어디로 가고 싶은지 물어봤어요.","I asked where you want to go when traveling.","旅行に行く時どこに行きたいか聞きました。","我问了旅行时想去哪里。","Pregunté a dónde quieres ir cuando viajes.",어디,where,どこ,哪里,dónde
daily_how_method,daily,relationships,basic,"casual,social",question,"새로운 언어를 어떻게 배우는지 궁금해요.","I'm curious about how to learn a new language.","新しい言語をどうやって学ぶのか気になります。","我很好奇如何学习新语言。","Tengo curiosidad sobre cómo aprender un nuevo idioma.",어떻게,how,どう,怎么,cómo
daily_why_reason,daily,relationships,basic,"casual,social",question,"그 결정을 내린 이유가 왜인지 설명해 주세요.","Please explain why you made that decision.","その決定を下した理由がなぜなのか説明してください。","请解释一下为什么做出那个决定。","Por favor explica por qué tomaste esa decisión.",왜,why,なぜ,为什么,por qué
daily_like_prefer,daily,emotions,basic,"casual,social",opinion,"새로운 카페의 분위기를 정말 좋아해요.","I really like the atmosphere of the new cafe.","新しいカフェの雰囲気が本当に好きです。","我真的很喜欢新咖啡厅的氛围。","Realmente me gusta la atmósfera del nuevo café.",좋아하다,like,好き,喜欢,gustar
daily_dislike_hate,daily,emotions,basic,"casual,social",opinion,"비 오는 날에 외출하는 것을 싫어해요.","I dislike going out on rainy days.","雨の日に外出するのが嫌いです。","我不喜欢在雨天外出。","No me gusta salir en días lluviosos.",싫어하다,dislike,嫌い,不喜欢,no gustar
daily_meet_encounter,daily,relationships,basic,"casual,social",greeting,"오랜만에 고등학교 친구를 우연히 만났어요.","I happened to meet a high school friend after a long time.","久しぶりに高校の友達に偶然会いました。","我很久之后偶然遇到了高中朋友。","Me encontré por casualidad con un amigo de la escuela secundaria después de mucho tiempo.",만나다,meet,会う,见面,encontrar
daily_help_assist,daily,relationships,intermediate,"polite,social",request,"이사할 때 친구들이 짐을 옮기는 것을 도와줬어요.","Friends helped me move my luggage when I was moving.","引っ越しの時に友達が荷物を運ぶのを手伝ってくれました。","搬家时朋友们帮我搬行李。","Los amigos me ayudaron a mover mi equipaje cuando me estaba mudando.",도와주다,help,手伝う,帮助,ayudar
daily_talk_speak,daily,relationships,basic,"casual,social",description,"동창회에서 옛날 추억에 대해 길게 이야기했어요.","We talked at length about old memories at the alumni meeting.","同窓会で昔の思い出について長く話しました。","在同学会上我们长时间谈论了过去的回忆。","Hablamos extensamente sobre viejos recuerdos en la reunión de ex alumnos.",이야기하다,talk,話す,说话,hablar
daily_listen_hear,daily,relationships,basic,"polite,social",instruction,"어른들의 대화를 조용히 듣고 배우려고 했어요.","I tried to quietly listen to the adults' conversation and learn.","大人たちの会話を静かに聞いて学ぼうとしました。","我试图安静地听大人们的对话并学习。","Traté de escuchar en silencio la conversación de los adultos y aprender.",듣다,listen,聞く,听,escuchar
daily_understand_comprehend,daily,relationships,intermediate,"casual,social",agreement,"친구가 설명한 수학 문제를 드디어 이해했어요.","I finally understood the math problem my friend explained.","友達が説明した数学の問題をやっと理解しました。","我终于理解了朋友解释的数学问题。","Finalmente entendí el problema de matemáticas que mi amigo explicó.",이해하다,understand,理解する,理解,entender
daily_remember_recall,daily,relationships,intermediate,"casual,social",description,"어릴 때 할머니가 들려준 동화를 아직도 기억해요.","I still remember the fairy tales my grandmother told me when I was young.","小さい頃におばあちゃんが聞かせてくれた童話を今でも覚えています。","我仍然记得小时候奶奶给我讲的童话故事。","Todavía recuerdo los cuentos de hadas que me contó mi abuela cuando era pequeño.",기억하다,remember,覚える,记住,recordar
daily_forget_lose_memory,daily,relationships,basic,"casual,social",description,"중요한 회의가 있다는 것을 깜빡 잊어버렸어요.","I completely forgot that there was an important meeting.","重要な会議があることをすっかり忘れてしまいました。","我完全忘记了有重要会议。","Olvidé completamente que había una reunión importante.",잊다,forget,忘れる,忘记,olvidar
daily_care_concern,daily,relationships,intermediate,"polite,home",gratitude,"아픈 친구를 병원에 데려가서 돌봐줬어요.","I took my sick friend to the hospital and took care of them.","病気の友達を病院に連れて行って世話をしました。","我带生病的朋友去医院并照顾了他们。","Llevé a mi amigo enfermo al hospital y lo cuidé.",돌보다,care,世話する,照顾,cuidar
daily_miss_long_for,daily,emotions,intermediate,"casual,home",emotion,"군대에 간 형이 그리워서 편지를 썼어요.","I wrote a letter because I miss my brother who went to the military.","軍隊に行った兄が恋しくて手紙を書きました。","我想念去参军的哥哥所以写了信。","Escribí una carta porque extraño a mi hermano que se fue al ejército.",그립다,miss,恋しい,想念,extrañar
