daily_refresh_morning,daily,routine,basic,💨,#B0E0E6,"casual,home",greeting,새롭게하다,sae-rop-ge-ha-da,다시 새것처럼 만들다,verb,"갱신하다,리프레시하다","낡게하다,오래되게하다","새로움,갱신","새로고침,리프레시","완전히 새롭게하다,깨끗하게 새롭게하다",refresh,/rɪˈfreʃ/,make new again,verb,"renew,update","make old,deteriorate","renewal,update","refreshing,renewing","completely refresh,cleanly refresh",刷新,shua xin,重新变得像新的一样,verb,"更新,刷新","变旧,恶化","更新,刷新","刷新,更新","完全刷新,干净地刷新",リフレッシュする,rifuresshu suru,再び新しいもののようにする,verb,"更新する,新しくする","古くする,劣化させる","更新,リフレッシュ","リフレッシュ,更新","完全にリフレッシュ,きれいにリフレッシュ",refrescar,re-fres-kar,hacer nuevo otra vez,verb,"renovar,actualizar","envejecer,deteriorar","renovación,actualización","refrescar,renovar","refrescar completamente,refrescar limpiamente",새롭게 시작하는 아침,Refreshing morning,刷新的早晨,リフレッシュの朝,Mañana refrescante
daily_gratitude_morning,daily,routine,basic,🙏,#FFE4E1,"casual,home",greeting,감사,gam-sa,고마워하는 마음,noun,"고마움,사례","원망,불만","마음,정","감사하기,고마워하기","깊은 감사,진심 감사",gratitude,/ˈɡrætɪtuːd/,thankful feeling,noun,"thankfulness,appreciation","complaint,dissatisfaction","heart,feeling","thanking,being grateful","deep gratitude,sincere gratitude",感谢,gan xie,感谢的心情,noun,"感激,感谢","抱怨,不满","心情,情感","感谢,感激","深深的感谢,真诚的感谢",感謝,kansha,ありがたく思う心,noun,"感謝,ありがたみ","不満,文句","心,気持ち","感謝すること,ありがたく思うこと","深い感謝,心からの感謝",gratitud,gra-ti-tud,sentimiento de agradecimiento,noun,"agradecimiento,apreciación","queja,insatisfacción","corazón,sentimiento","agradecer,estar agradecido","gratitud profunda,gratitud sincera",감사한 아침이에요,Grateful morning,感恩的早晨,感謝の朝ですね,Mañana agradecida
daily_motivation_start,daily,routine,basic,🎯,#FF6347,"casual,home",greeting,동기,dong-gi,행동을 일으키는 마음의 원인,noun,"의욕,자극","무관심,냉담","원인,이유","동기부여,자극주기","강한 동기,순수한 동기",motivation,/ˌmoʊtɪˈveɪʃən/,reason to act,noun,"drive,incentive","apathy,indifference","cause,reason","motivating,encouraging","strong motivation,pure motivation",动机,dong ji,引起行动的心理原因,noun,"动力,刺激","冷漠,漠不关心","原因,理由","激励,刺激","强烈的动机,纯粹的动机",動機,douki,行動を起こす心の原因,noun,"意欲,刺激","無関心,冷淡","原因,理由","動機づけ,刺激を与える","強い動機,純粋な動機",motivación,mo-ti-ba-sjon,razón para actuar,noun,"impulso,incentivo","apatía,indiferencia","causa,razón","motivar,alentar","motivación fuerte,motivación pura",동기부여가 되는 아침,Motivating morning,充满动力的早晨,やる気の出る朝,Mañana motivadora
daily_optimism_greeting,daily,routine,basic,🌈,#FFB6C1,"casual,home",greeting,낙관,nak-gwan,좋게 생각하는 태도,noun,"긍정,희망적","비관,부정적","태도,마음가짐","낙관하기,긍정적으로보기","강한 낙관,순수한 낙관",optimism,/ˈɑːptɪmɪzəm/,positive thinking attitude,noun,"positivity,hopefulness","pessimism,negativity","attitude,mindset","being optimistic,thinking positively","strong optimism,pure optimism",乐观,le guan,积极思考的态度,noun,"积极,希望","悲观,消极","态度,心态","乐观,积极思考","强烈的乐观,纯粹的乐观",楽観,rakkan,良く考える態度,noun,"ポジティブ,希望的","悲観,ネガティブ","態度,心構え","楽観すること,前向きに考えること","強い楽観,純粋な楽観",optimismo,op-ti-mis-mo,actitud de pensamiento positivo,noun,"positividad,esperanza","pesimismo,negatividad","actitud,mentalidad","ser optimista,pensar positivamente","optimismo fuerte,optimismo puro",낙관적인 아침이에요,Optimistic morning,乐观的早晨,楽観的な朝ですね,Mañana optimista
daily_vitality_morning,daily,routine,basic,💪,#32CD32,"casual,home",greeting,활력,hwal-lyeok,생기있는 힘,noun,"생기,원기","무기력,나태","힘,에너지","활력충전,생기회복","넘치는 활력,강한 활력",vitality,/vaɪˈtæləti/,lively energy,noun,"energy,vigor","lethargy,laziness","power,strength","vitality charging,energy recovery","overflowing vitality,strong vitality",活力,huo li,有生气的力量,noun,"生气,精力","无力,懒惰","力量,能量","活力充电,精力恢复","充沛的活力,强大的活力",活力,katsuryoku,生き生きとした力,noun,"生気,元気","無気力,怠惰","力,エネルギー","活力充電,元気回復","溢れる活力,強い活力",vitalidad,bi-ta-li-dad,energía vivaz,noun,"energía,vigor","letargo,pereza","poder,fuerza","carga de vitalidad,recuperación de energía","vitalidad desbordante,vitalidad fuerte",활력 넘치는 아침,Vital morning,充满活力的早晨,活力溢れる朝,Mañana vital
daily_serenity_home,daily,routine,basic,🧘,#E6E6FA,"casual,home",greeting,평온,pyeong-on,마음이 고요하고 평안함,noun,"고요,평안","혼란,불안","마음,정신","평온하기,고요하기","깊은 평온,완전한 평온",serenity,/səˈrenəti/,calm and peaceful state,noun,"calmness,peace","chaos,anxiety","mind,spirit","being serene,being calm","deep serenity,complete serenity",宁静,ning jing,心情平静安详,noun,"平静,安详","混乱,不安","心情,精神","宁静,平静","深深的宁静,完全的宁静",平穏,heion,心が静かで平安,noun,"静寂,平安","混乱,不安","心,精神","平穏でいること,静かでいること","深い平穏,完全な平穏",serenidad,se-re-ni-dad,estado calmado y pacífico,noun,"calma,paz","caos,ansiedad","mente,espíritu","ser sereno,estar calmado","serenidad profunda,serenidad completa",평온한 아침이에요,Serene morning,宁静的早晨,平穏な朝ですね,Mañana serena
daily_cheerful_greeting,daily,routine,basic,😃,#FFD700,"casual,home",greeting,쾌활하다,kwae-hwal-ha-da,밝고 활기참,verb,"명랑하다,활기차다","우울하다,침울하다","밝음,활기","쾌활함,명랑함","매우 쾌활하다,정말 쾌활하다",cheerful,/ˈtʃɪrfəl/,bright and lively,verb,"bright,lively","gloomy,dull","brightness,liveliness","cheerfulness,brightness","very cheerful,really cheerful",开朗,kai lang,明亮和有活力,verb,"明亮,有活力","阴郁,沉闷","明亮,活力","开朗,明亮","非常开朗,真的开朗",明るい,akarui,明るくて活発,verb,"明るい,活発","陰気,鈍い","明るさ,活発さ","明るさ,活発さ","とても明るい,本当に明るい",alegre,a-le-gre,brillante y animado,verb,"brillante,animado","sombrío,aburrido","brillo,vivacidad","alegría,brillo","muy alegre,realmente alegre",쾌활한 아침이에요,Cheerful morning,开朗的早晨,明るい朝ですね,Mañana alegre
daily_harmony_family,daily,routine,basic,🎵,#DDA0DD,"casual,home",greeting,조화,jo-hwa,서로 잘 어울림,noun,"균형,화합","불화,갈등","어울림,화합","조화이루기,화합하기","완벽한 조화,아름다운 조화",harmony,/ˈhɑːrməni/,working well together,noun,"balance,unity","discord,conflict","unity,cooperation","harmonizing,cooperating","perfect harmony,beautiful harmony",和谐,he xie,彼此配合得好,noun,"平衡,统一","不和,冲突","统一,合作","和谐,合作","完美的和谐,美丽的和谐",調和,chouwa,お互いによく合うこと,noun,"バランス,統一","不和,対立","調和,協力","調和すること,協力すること","完璧な調和,美しい調和",armonía,ar-mo-ni-a,trabajando bien juntos,noun,"equilibrio,unidad","discordia,conflicto","unidad,cooperación","armonizar,cooperar","armonía perfecta,armonía hermosa",조화로운 아침이에요,Harmonious morning,和谐的早晨,調和の取れた朝ですね,Mañana armoniosa
daily_bliss_morning,daily,routine,basic,😇,#FFE4E1,"casual,home",greeting,행복,haeng-bok,완전한 기쁨과 만족,noun,"기쁨,만족","고통,불행","감정,마음","행복하기,기뻐하기","완전한 행복,순수한 행복",bliss,/blɪs/,perfect joy and satisfaction,noun,"joy,satisfaction","pain,misery","emotion,feeling","being blissful,rejoicing","complete bliss,pure bliss",幸福,xing fu,完全的快乐和满足,noun,"快乐,满足","痛苦,不幸","情感,心情","幸福,快乐","完全的幸福,纯粹的幸福",至福,shifuku,完全な喜びと満足,noun,"喜び,満足","苦痛,不幸","感情,気持ち","至福であること,喜ぶこと","完全な至福,純粋な至福",felicidad,fe-li-si-dad,alegría y satisfacción perfectas,noun,"alegría,satisfacción","dolor,miseria","emoción,sentimiento","ser feliz,regocijarse","felicidad completa,felicidad pura",행복한 아침이에요,Blissful morning,幸福的早晨,至福の朝ですね,Mañana feliz
daily_radiance_greeting,daily,routine,basic,✨,#FFD700,"casual,home",greeting,빛나다,bit-na-da,밝은 빛을 내다,verb,"반짝이다,발광하다","어둡다,흐리다","빛,광채","빛냄,발광","밝게 빛나다,아름답게 빛나다",radiate,/ˈreɪdieɪt/,give off bright light,verb,"shine,glow","darken,dim","light,radiance","radiating,glowing","brightly radiate,beautifully radiate",发光,fa guang,发出明亮的光,verb,"闪亮,发光","变暗,变暗淡","光,光辉","发光,发亮","明亮地发光,美丽地发光",輝く,kagayaku,明るい光を出す,verb,"光る,発光する","暗くなる,曇る","光,輝き","輝くこと,光ること","明るく輝く,美しく輝く",radiar,ra-djar,emitir luz brillante,verb,"brillar,resplandecer","oscurecer,opacarse","luz,resplandor","radiar,resplandecer","radiar brillantemente,radiar hermosamente",빛나는 아침이에요,Radiant morning,光辉的早晨,輝く朝ですね,Mañana radiante
daily_tranquil_home,daily,routine,basic,🕊️,#E0FFFF,"casual,home",greeting,고요하다,go-yo-ha-da,조용하고 평화로움,verb,"조용하다,평화롭다","시끄럽다,소란하다","조용함,평화","고요함,평온함","매우 고요하다,완전히 고요하다",tranquil,/ˈtræŋkwɪl/,quiet and peaceful,verb,"quiet,peaceful","noisy,chaotic","quietness,peace","tranquility,calmness","very tranquil,completely tranquil",宁静,ning jing,安静和平和,verb,"安静,平和","嘈杂,混乱","安静,和平","宁静,平静","非常宁静,完全宁静",静か,shizuka,静かで平和,verb,"静か,平和","うるさい,騒がしい","静けさ,平和","静けさ,穏やかさ","とても静か,完全に静か",tranquilo,tran-ki-lo,silencioso y pacífico,verb,"silencioso,pacífico","ruidoso,caótico","silencio,paz","tranquilidad,calma","muy tranquilo,completamente tranquilo",고요한 아침이에요,Tranquil morning,宁静的早晨,静かな朝ですね,Mañana tranquila
daily_contentment_feeling,daily,routine,basic,😌,#F5DEB3,"casual,home",greeting,만족,man-jok,충분히 흡족함,noun,"충족,흡족","불만,부족","마음,감정","만족하기,흡족하기","깊은 만족,완전한 만족",contentment,/kənˈtentmənt/,feeling satisfied,noun,"satisfaction,fulfillment","dissatisfaction,lack","feeling,emotion","being content,being satisfied","deep contentment,complete contentment",满足,man zu,感到充分满意,noun,"满足,充足","不满,缺乏","感觉,情感","满足,满意","深深的满足,完全的满足",満足,manzoku,十分に満ち足りること,noun,"充足,満ち足りること","不満,不足","気持ち,感情","満足すること,満ち足りること","深い満足,完全な満足",satisfacción,sa-tis-fak-sjon,sentirse satisfecho,noun,"satisfacción,cumplimiento","insatisfacción,falta","sentimiento,emoción","estar contento,estar satisfecho","satisfacción profunda,satisfacción completa",만족스러운 아침이에요,Content morning,满足的早晨,満足な朝ですね,Mañana satisfecha
daily_renewal_morning,daily,routine,basic,🔄,#98FB98,"casual,home",greeting,새로워지다,sae-ro-wo-ji-da,다시 새것이 되다,verb,"갱신되다,리뉴얼되다","낡아지다,퇴화하다","갱신,새로워짐","새로워지기,갱신하기","완전히 새로워지다,깨끗하게 새로워지다",renew,/rɪˈnuː/,become new again,verb,"refresh,update","deteriorate,decay","renewal,refreshing","renewing,updating","completely renew,cleanly renew",更新,geng xin,重新变成新的,verb,"刷新,更新","变旧,衰退","更新,刷新","更新,刷新","完全更新,干净地更新",新しくなる,atarashiku naru,再び新しいものになる,verb,"リフレッシュする,更新する","古くなる,退化する","更新,新しくなること","新しくなること,更新すること","完全に新しくなる,きれいに新しくなる",renovar,re-no-bar,volverse nuevo otra vez,verb,"refrescar,actualizar","deteriorarse,decaer","renovación,refrescante","renovar,actualizar","renovar completamente,renovar limpiamente",새로워지는 아침이에요,Renewing morning,更新的早晨,新しくなる朝ですね,Mañana renovadora
daily_inspiration_start,daily,routine,basic,💡,#FFD700,"casual,home",greeting,영감,yeong-gam,창조적 아이디어를 주는 자극,noun,"아이디어,자극","무관심,무감각","창조,아이디어","영감받기,아이디어얻기","큰 영감,순수한 영감",inspiration,/ˌɪnspəˈreɪʃən/,creative idea stimulus,noun,"idea,stimulus","indifference,numbness","creation,idea","getting inspired,getting ideas","great inspiration,pure inspiration",灵感,ling gan,给予创造性想法的刺激,noun,"想法,刺激","冷漠,麻木","创造,想法","获得灵感,获得想法","巨大的灵感,纯粹的灵感",インスピレーション,insupireeshon,創造的アイデアを与える刺激,noun,"アイデア,刺激","無関心,無感覚","創造,アイデア","インスピレーションを受ける,アイデアを得る","大きなインスピレーション,純粋なインスピレーション",inspiración,ins-pi-ra-sjon,estímulo de ideas creativas,noun,"idea,estímulo","indiferencia,entumecimiento","creación,idea","inspirarse,obtener ideas","gran inspiración,inspiración pura",영감을 주는 아침이에요,Inspiring morning,充满灵感的早晨,インスピレーションを与える朝ですね,Mañana inspiradora
daily_grace_morning,daily,routine,basic,🌺,#FFB6C1,"casual,home",greeting,우아함,u-a-ham,품위있고 아름다운 모습,noun,"품위,우아","천박,조야","아름다움,품격","우아하기,품위있기","완벽한 우아함,자연스러운 우아함",grace,/ɡreɪs/,elegant and beautiful manner,noun,"elegance,dignity","vulgarity,crudeness","beauty,refinement","being graceful,being dignified","perfect grace,natural grace",优雅,you ya,有品位美丽的样子,noun,"品位,优雅","粗俗,粗野","美丽,品格","优雅,有品位","完美的优雅,自然的优雅",優雅,yuuga,品位があって美しい様子,noun,"品位,優雅","下品,粗野","美しさ,品格","優雅であること,品位があること","完璧な優雅さ,自然な優雅さ",gracia,gra-sja,manera elegante y hermosa,noun,"elegancia,dignidad","vulgaridad,rudeza","belleza,refinamiento","ser elegante,ser digno","gracia perfecta,gracia natural",우아한 아침이에요,Graceful morning,优雅的早晨,優雅な朝ですね,Mañana elegante
daily_abundance_greeting,daily,routine,basic,🌾,#DAA520,"casual,home",greeting,풍요,pung-yo,넉넉하고 많음,noun,"풍부,넉넉함","부족,결핍","많음,풍부함","풍요로움,넉넉함","무한한 풍요,자연스러운 풍요",abundance,/əˈbʌndəns/,plentiful and rich,noun,"plenty,richness","shortage,lack","plenty,richness","being abundant,being plentiful","infinite abundance,natural abundance",丰富,feng fu,充足和丰富,noun,"充足,丰富","缺乏,缺少","丰富,充足","丰富,充足","无限的丰富,自然的丰富",豊かさ,yutakasa,豊富で多いこと,noun,"豊富,豊かさ","不足,欠乏","豊富さ,豊かさ","豊かであること,豊富であること","無限の豊かさ,自然な豊かさ",abundancia,a-bun-dan-sja,abundante y rico,noun,"abundancia,riqueza","escasez,falta","abundancia,riqueza","ser abundante,ser abundante","abundancia infinita,abundancia natural",풍요로운 아침이에요,Abundant morning,丰富的早晨,豊かな朝ですね,Mañana abundante
daily_kindness_sharing,daily,routine,basic,💝,#FFB6C1,"casual,home",greeting,친절,chin-jeol,다른 사람을 생각하는 마음,noun,"배려,온정","무관심,냉정","마음,정","친절하기,배려하기","진심 친절,자연스러운 친절",kindness,/ˈkaɪndnəs/,caring about others,noun,"care,warmth","indifference,coldness","heart,feeling","being kind,caring","sincere kindness,natural kindness",善良,shan liang,关心他人的心,noun,"关怀,温暖","冷漠,冷酷","心,感情","善良,关怀","真诚的善良,自然的善良",優しさ,yasashisa,他の人を思う心,noun,"配慮,温かさ","無関心,冷たさ","心,気持ち","優しくすること,配慮すること","心からの優しさ,自然な優しさ",bondad,bon-dad,preocuparse por otros,noun,"cuidado,calidez","indiferencia,frialdad","corazón,sentimiento","ser bondadoso,cuidar","bondad sincera,bondad natural",친절한 아침이에요,Kind morning,善良的早晨,優しい朝ですね,Mañana bondadosa
daily_gratful_heart,daily,routine,basic,💖,#FF69B4,"casual,home",greeting,감사한마음,gam-sa-han-ma-eum,고마워하는 마음,noun,"고마움,감사함","원망,불만","마음,정신","감사하기,고마워하기","깊은 감사마음,진실한 감사마음",grateful heart,/ˈɡreɪtfəl hɑːrt/,thankful mind,noun,"thankfulness,appreciation","resentment,complaint","mind,spirit","being grateful,appreciating","deep grateful heart,true grateful heart",感恩之心,gan en zhi xin,感谢的心,noun,"感激,感谢","怨恨,抱怨","心,精神","感恩,感激","深深的感恩之心,真诚的感恩之心",感謝の心,kansha no kokoro,ありがたく思う心,noun,"感謝,ありがたみ","恨み,不満","心,精神","感謝すること,ありがたく思うこと","深い感謝の心,真実の感謝の心",corazón agradecido,ko-ra-son a-gra-de-si-do,mente agradecida,noun,"agradecimiento,apreciación","resentimiento,queja","mente,espíritu","estar agradecido,apreciar","corazón agradecido profundo,corazón agradecido verdadero",감사한 마음으로 아침을 맞아요,Greet morning with grateful heart,以感恩的心迎接早晨,感謝の心で朝を迎えます,Recibo la mañana con corazón agradecido
daily_wonder_morning,daily,routine,basic,🌟,#FFD700,"casual,home",greeting,경이로움,gyeong-i-ro-um,놀라고 신기한 느낌,noun,"놀라움,신기함","지루함,무관심","감정,느낌","경이로워하기,놀라워하기","순수한 경이로움,깊은 경이로움",wonder,/ˈwʌndər/,amazing and curious feeling,noun,"amazement,curiosity","boredom,indifference","emotion,feeling","wondering,being amazed","pure wonder,deep wonder",惊奇,jing qi,惊讶和神奇的感觉,noun,"惊讶,神奇","无聊,冷漠","情感,感觉","惊奇,惊讶","纯粹的惊奇,深深的惊奇",驚き,odoroki,驚いて不思議な気持ち,noun,"驚き,不思議さ","退屈,無関心","感情,気持ち","驚くこと,驚嘆すること","純粋な驚き,深い驚き",asombro,a-som-bro,sentimiento asombroso y curioso,noun,"asombro,curiosidad","aburrimiento,indiferencia","emoción,sentimiento","asombrarse,estar asombrado","asombro puro,asombro profundo",경이로운 아침이에요,Wonderful morning,令人惊奇的早晨,驚きの朝ですね,Mañana asombrosa
daily_precious_moment,daily,routine,basic,💎,#FF69B4,"casual,home",greeting,소중함,so-jung-ham,매우 귀하고 값진 것,noun,"귀중함,가치","하찮음,무가치","가치,중요성","소중히여기기,귀하게여기기","무한히 소중함,진실로 소중함",precious,/ˈpreʃəs/,very valuable and important,noun,"valuable,important","worthless,unimportant","value,importance","treasuring,valuing","infinitely precious,truly precious",珍贵,zhen gui,非常贵重和重要,noun,"贵重,重要","无价值,不重要","价值,重要性","珍惜,重视","无限珍贵,真正珍贵",貴重,kichou,とても貴くて価値のあるもの,noun,"大切,価値","価値がない,重要でない","価値,重要性","大切にすること,価値を認めること","無限に貴重,本当に貴重",precioso,pre-sjo-so,muy valioso e importante,noun,"valioso,importante","sin valor,sin importancia","valor,importancia","atesorar,valorar","infinitamente precioso,verdaderamente precioso",소중한 아침이에요,Precious morning,珍贵的早晨,貴重な朝ですね,Mañana preciosa
