concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
food_sauté_cooking,food,cooking,advanced,"casual,home",instruction,"중간 불에서 버섯을 3분간 볶아주세요.","Sauté mushrooms on medium heat for 3 minutes.","中火でキノコを3分炒めてください。","用中火炒蘑菇3分钟。","Saltea hongos a fuego medio por 3 minutos.",볶다,sauté,炒める,炒,saltear
food_simmer_cooking,food,cooking,intermediate,"casual,home",instruction,"약한 불에서 국물을 30분간 끓여주세요.","Simmer the broth on low heat for 30 minutes.","弱火でスープを30分煮込んでください。","用小火炖汤30分钟。","Hierve el caldo a fuego lento por 30 minutos.",끓이다,simmer,煮込む,炖,hervir
food_roast_cooking,food,cooking,intermediate,"casual,home",instruction,"오븐에서 통닭을 1시간 동안 로스트하세요.","Roast whole chicken in oven for 1 hour.","オーブンで丸鶏を1時間ローストしてください。","在烤箱里烤整鸡1小时。","Asa pollo entero en horno por 1 hora.",로스트하다,roast,ローストする,烤,asar
food_blanch_cooking,food,cooking,advanced,"polite,home",instruction,"끓는 물에 브로콜리를 1분간 데쳐주세요.","Blanch broccoli in boiling water for 1 minute.","沸騰したお湯でブロッコリーを1分湯がいてください。","在开水里焯西兰花1分钟。","Escalda brócoli en agua hirviendo por 1 minuto.",데치다,blanch,湯がく,焯,escaldar
food_knead_cooking,food,cooking,intermediate,"casual,home",instruction,"반죽을 10분간 치대서 부드럽게 만드세요.","Knead dough for 10 minutes to make it soft.","生地を10分こねて柔らかくしてください。","揉面团10分钟使其柔软。","Amasa la masa por 10 minutos para suavizarla.",반죽하다,knead,こねる,揉,amasar
food_whisk_cooking,food,cooking,basic,"casual,home",instruction,"달걀 흰자를 거품이 날 때까지 젓어주세요.","Whisk egg whites until they foam.","卵白を泡立つまで泡立ててください。","把蛋白打到起泡。","Bate las claras hasta que hagan espuma.",젓다,whisk,泡立てる,打,batir
food_strain_cooking,food,cooking,intermediate,"polite,home",instruction,"체에 국물을 부어서 건더기를 걸러내세요.","Pour broth through strainer to remove solids.","ざるにスープを注いで具を濾してください。","把汤倒入过滤器去掉固体。","Vierte el caldo por el colador para quitar sólidos.",거르다,strain,こす,过滤,colar
food_garnish_cooking,food,cooking,advanced,"polite,home",description,"접시에 파슬리로 예쁘게 고명을 올려주세요.","Garnish the plate beautifully with parsley.","お皿にパセリで美しく飾り付けしてください。","用欧芹美丽地装饰盘子。","Adorna el plato bellamente con perejil.",고명하다,garnish,飾る,装饰,decorar
food_flour_ingredient,food,ingredients,basic,"casual,shopping",question,"빵 만들 밀가루가 충분히 있나요?","Do we have enough flour to make bread?","パンを作る小麦粉は十分ありますか？","我们有足够的面粉做面包吗？","¿Tenemos suficiente harina para hacer pan?",밀가루,flour,小麦粉,面粉,harina
food_salt_ingredient,food,ingredients,basic,"casual,shopping",request,"요리에 소금을 조금 더 넣어주세요.","Please add a little more salt to the cooking.","料理にもう少し塩を入れてください。","请在菜里多加一点盐。","Por favor añade un poco más de sal a la cocina.",소금,salt,塩,盐,sal
food_sugar_ingredient,food,ingredients,basic,"casual,shopping",request,"커피에 설탕 두 스푼 넣어주세요.","Please add two spoons of sugar to coffee.","コーヒーに砂糖を2スプーン入れてください。","请在咖啡里加两勺糖。","Por favor añade dos cucharadas de azúcar al café.",설탕,sugar,砂糖,糖,azúcar
food_pepper_ingredient,food,ingredients,basic,"casual,shopping",description,"이 후추는 너무 매워서 조금만 쓸게요.","This pepper is too spicy so I'll use just a little.","この胡椒は辛すぎるので少しだけ使います。","这个胡椒太辣了，我只用一点点。","Esta pimienta está muy picante así que usaré solo un poco.",후추,pepper,胡椒,胡椒,pimienta
food_garlic_ingredient,food,ingredients,basic,"casual,shopping",description,"마늘 향이 나는 이탈리아 요리를 좋아해요.","I like Italian dishes with garlic aroma.","ニンニクの香りがするイタリア料理が好きです。","我喜欢有大蒜香味的意大利菜。","Me gustan los platos italianos con aroma a ajo.",마늘,garlic,ニンニク,大蒜,ajo
food_onion_ingredient,food,ingredients,basic,"casual,shopping",description,"양파를 썰 때마다 눈물이 나요.","I cry every time I cut onions.","玉ねぎを切るたびに涙が出ます。","每次切洋葱都会流眼泪。","Lloro cada vez que corto cebollas.",양파,onion,玉ねぎ,洋葱,cebolla
food_tomato_ingredient,food,ingredients,basic,"casual,shopping",description,"정원에서 기른 토마토가 정말 빨갛고 달아요.","Tomatoes grown in garden are really red and sweet.","庭で育てたトマトが本当に赤くて甘いです。","花园里种的番茄又红又甜。","Los tomates cultivados en jardín están muy rojos y dulces.",토마토,tomato,トマト,番茄,tomate
food_carrot_ingredient,food,ingredients,basic,"casual,shopping",description,"아이들은 당근 주스를 매우 좋아해요.","Children really like carrot juice.","子供たちはニンジンジュースがとても好きです。","孩子们很喜欢胡萝卜汁。","A los niños les gusta mucho el jugo de zanahoria.",당근,carrot,ニンジン,胡萝卜,zanahoria
food_potato_ingredient,food,ingredients,basic,"casual,shopping",description,"감자를 삶아서 으깨서 으깬감자를 만들어요.","Boil potatoes and mash them to make mashed potatoes.","ジャガイモを茹でて潰してマッシュポテトを作ります。","把土豆煮熟捣碎做土豆泥。","Hierve papas y machácalas para hacer puré de papas.",감자,potato,ジャガイモ,土豆,papa
food_cabbage_ingredient,food,ingredients,basic,"casual,shopping",description,"양배추로 건강한 샐러드를 만들 수 있어요.","You can make healthy salad with cabbage.","キャベツで健康的なサラダを作ることができます。","可以用卷心菜做健康沙拉。","Puedes hacer ensalada saludable con repollo.",양배추,cabbage,キャベツ,卷心菜,repollo
food_mushroom_ingredient,food,ingredients,intermediate,"casual,shopping",description,"시장에서 신선한 버섯을 골라서 샀어요.","I picked and bought fresh mushrooms at market.","市場で新鮮なキノコを選んで買いました。","在市场挑选买了新鲜蘑菇。","Elegí y compré setas frescas en el mercado.",버섯,mushroom,キノコ,蘑菇,seta
food_rice_ingredient,food,ingredients,basic,"casual,home",description,"한국인은 매일 쌀밥을 먹는 습관이 있어요.","Koreans have habit of eating rice every day.","韓国人は毎日ご飯を食べる習慣があります。","韩国人有每天吃米饭的习惯。","Los coreanos tienen el hábito de comer arroz todos los días.",쌀,rice,米,米,arroz
food_chicken_ingredient,food,ingredients,basic,"casual,shopping",description,"닭고기는 단백질이 풍부한 건강한 음식이에요.","Chicken is healthy food rich in protein.","鶏肉はタンパク質が豊富な健康的な食べ物です。","鸡肉是富含蛋白质的健康食物。","El pollo es comida saludable rica en proteína.",닭고기,chicken,鶏肉,鸡肉,pollo
food_beef_ingredient,food,ingredients,intermediate,"casual,shopping",description,"고급 소고기로 특별한 스테이크를 만들어요.","Make special steak with premium beef.","高級牛肉で特別なステーキを作ります。","用高级牛肉做特别的牛排。","Haz bistec especial con carne premium.",소고기,beef,牛肉,牛肉,carne
food_fish_ingredient,food,ingredients,basic,"casual,shopping",description,"바다에서 잡은 생선은 정말 신선해요.","Fish caught from sea is really fresh.","海で獲れた魚は本当に新鮮です。","从海里捕获的鱼真的很新鲜。","El pescado capturado del mar está muy fresco.",생선,fish,魚,鱼,pescado
food_egg_ingredient,food,ingredients,basic,"casual,home",description,"아침에 달걀 프라이를 해서 먹었어요.","I made and ate fried eggs in the morning.","朝に目玉焼きを作って食べました。","早上做了煎蛋吃。","Hice y comí huevos fritos en la mañana.",달걀,egg,卵,鸡蛋,huevo
food_milk_ingredient,food,ingredients,basic,"casual,home",description,"매일 아침 신선한 우유를 한 잔 마셔요.","I drink a glass of fresh milk every morning.","毎朝新鮮な牛乳を一杯飲みます。","每天早上喝一杯新鲜牛奶。","Bebo un vaso de leche fresca cada mañana.",우유,milk,牛乳,牛奶,leche
food_cheese_ingredient,food,ingredients,intermediate,"casual,shopping",description,"이탈리아산 치즈가 정말 맛있고 고소해요.","Italian cheese is really delicious and savory.","イタリア産チーズが本当に美味しくて香ばしいです。","意大利奶酪真的很美味很香。","El queso italiano está muy delicioso y sabroso.",치즈,cheese,チーズ,奶酪,queso
food_butter_ingredient,food,ingredients,intermediate,"polite,shopping",description,"프랑스산 버터로 만든 크루아상이 최고예요.","Croissants made with French butter are the best.","フランス産バターで作ったクロワッサンが最高です。","用法国黄油做的羊角包最棒了。","Los croissants hechos con mantequilla francesa son los mejores.",버터,butter,バター,黄油,mantequilla
food_oil_ingredient,food,ingredients,basic,"casual,shopping",request,"볶음 요리할 때 올리브 오일을 써주세요.","Please use olive oil when making stir fry.","炒め物をする時はオリーブオイルを使ってください。","炒菜时请用橄榄油。","Por favor usa aceite de oliva al hacer salteado.",기름,oil,油,油,aceite
food_restaurant_dining,food,dining,basic,"polite,social",greeting,"오늘 저녁에 좋은 식당에서 만날까요?","Shall we meet at a good restaurant tonight?","今夜良いレストランで会いましょうか？","今晚我们在好餐厅见面好吗？","¿Nos vemos en un buen restaurante esta noche?",식당,restaurant,レストラン,餐厅,restaurante
food_menu_dining,food,dining,basic,"polite,social",question,"이 식당의 추천 메뉴가 무엇인가요?","What is the recommended menu at this restaurant?","このレストランのおすすめメニューは何ですか？","这家餐厅的推荐菜单是什么？","¿Cuál es el menú recomendado en este restaurante?",메뉴,menu,メニュー,菜单,menú
food_table_dining,food,dining,basic,"polite,social",request,"창가 테이블로 안내해 주실 수 있나요?","Could you guide us to a window table?","窓際のテーブルに案内していただけますか？","能带我们到窗边的桌子吗？","¿Podrían guiarnos a una mesa junto a la ventana?",테이블,table,テーブル,餐桌,mesa
food_waiter_dining,food,dining,intermediate,"polite,social",greeting,"웨이터님이 매우 친절하고 서비스가 좋아요.","The waiter is very kind and service is good.","ウェイターさんがとても親切でサービスが良いです。","服务员很友善，服务很好。","El camarero es muy amable y el servicio es bueno.",웨이터,waiter,ウェイター,服务员,camarero
food_bill_dining,food,dining,intermediate,"polite,social",request,"식사 마친 후 계산서를 가져다 주세요.","Please bring the bill after we finish eating.","食事が終わったら会計を持ってきてください。","用餐结束后请拿账单来。","Por favor traiga la cuenta después de terminar de comer.",계산서,bill,会計,账单,cuenta
food_tip_dining,food,dining,advanced,"polite,social",gratitude,"서비스가 훌륭해서 팁을 많이 드렸어요.","Service was excellent so I gave a generous tip.","サービスが素晴らしかったので多めにチップを差し上げました。","服务很棒所以给了很多小费。","El servicio fue excelente así que di una propina generosa.",팁,tip,チップ,小费,propina
food_reservation_dining,food,dining,intermediate,"polite,social",request,"토요일 저녁 8시에 4명 예약 가능한가요?","Is reservation possible for 4 people Saturday 8 PM?","土曜日の夜8時に4名の予約は可能ですか？","周六晚上8点4个人可以预订吗？","¿Es posible reservar para 4 personas el sábado a las 8 PM?",예약,reservation,予約,预订,reserva
food_appetizer_dining,food,dining,advanced,"polite,social",suggestion,"메인 요리 전에 전채요리를 주문해볼까요?","Shall we order appetizers before main course?","メイン料理の前に前菜を注文してみましょうか？","主菜前我们点开胃菜好吗？","¿Pedimos aperitivos antes del plato principal?",전채,appetizer,前菜,开胃菜,aperitivo
food_dessert_dining,food,dining,intermediate,"casual,social",emotion,"식사 후 달콤한 디저트가 너무 맛있었어요!","Sweet dessert after meal was so delicious!","食事の後の甘いデザートがとても美味しかったです！","餐后的甜点太好吃了！","¡El postre dulce después de la comida estaba muy delicioso!",디저트,dessert,デザート,甜点,postre
food_breakfast_dining,food,dining,basic,"casual,home",description,"주말 아침식사는 항상 늦게 먹어요.","I always eat weekend breakfast late.","週末の朝食はいつも遅く食べます。","周末早餐总是吃得很晚。","Siempre como el desayuno de fin de semana tarde.",아침식사,breakfast,朝食,早餐,desayuno
food_lunch_dining,food,dining,basic,"casual,work",description,"회사 근처 식당에서 점심식사를 했어요.","I had lunch at restaurant near company.","会社近くのレストランで昼食を食べました。","在公司附近的餐厅吃了午饭。","Almorcé en un restaurante cerca de la empresa.",점심식사,lunch,昼食,午餐,almuerzo
food_dinner_dining,food,dining,basic,"casual,home",description,"가족과 함께하는 저녁식사 시간이 행복해요.","Dinner time with family is happy.","家族と一緒の夕食時間が幸せです。","和家人一起吃晚饭的时间很幸福。","La hora de cenar con la familia es feliz.",저녁식사,dinner,夕食,晚餐,cena
food_kitchen_dining,food,dining,basic,"casual,home",description,"새로 꾸민 부엌에서 요리하는 게 즐거워요.","Cooking in newly decorated kitchen is enjoyable.","新しく飾った台所で料理するのが楽しいです。","在新装修的厨房做菜很开心。","Cocinar en la cocina recién decorada es agradable.",부엌,kitchen,台所,厨房,cocina
food_plate_dining,food,dining,basic,"casual,home",request,"깨끗한 접시에 음식을 예쁘게 담아주세요.","Please put food beautifully on clean plate.","きれいなお皿に食べ物を美しく盛ってください。","请把食物漂亮地装在干净盘子里。","Por favor pon la comida bellamente en un plato limpio.",접시,plate,皿,盘子,plato
food_fork_dining,food,dining,basic,"polite,social",instruction,"서양 요리를 먹을 때는 포크를 사용하세요.","Use fork when eating Western food.","西洋料理を食べる時はフォークを使ってください。","吃西餐时请使用叉子。","Usa tenedor al comer comida occidental.",포크,fork,フォーク,叉子,tenedor
food_spoon_dining,food,dining,basic,"casual,home",instruction,"국물 요리를 먹을 때 숟가락이 필요해요.","I need a spoon when eating soup dishes.","汁物料理を食べる時はスプーンが必要です。","吃汤类菜肴时需要勺子。","Necesito cuchara al comer platos de sopa.",숟가락,spoon,スプーン,勺子,cuchara
food_knife_dining,food,dining,intermediate,"polite,social",instruction,"스테이크를 먹을 때 나이프가 반드시 필요해요.","Knife is absolutely necessary when eating steak.","ステーキを食べる時はナイフが絶対に必要です。","吃牛排时绝对需要刀。","El cuchillo es absolutamente necesario al comer bistec.",나이프,knife,ナイフ,刀,cuchillo
food_chopsticks_dining,food,dining,intermediate,"casual,home",instruction,"한국 음식을 먹을 때 젓가락 사용법을 배우세요.","Learn how to use chopsticks when eating Korean food.","韓国料理を食べる時は箸の使い方を習ってください。","吃韩国菜时请学习筷子的使用方法。","Aprende a usar palillos al comer comida coreana.",젓가락,chopsticks,箸,筷子,palillos
