concept_id,domain,category,difficulty,situation,purpose,korean,english,japanese,chinese,spanish,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_pleasure_to_meet_you_polite_meeting,daily,routine,basic,"casual,home",greeting,오늘 집에서 이웃에게 '만나서 기쁩니다'라고 말했어요.,This morning I said 'Pleasure to meet you' to my neighbor at home.,今朝、家で만나서 기쁩니다_日本語と声をかけました。,今天早上在家对家人说了만나서 기쁩니다_中文。,Esta mañana en casa dije 만나서 기쁩니다_español.,만나서 기쁩니다,Pleasure to meet you,만나서 기쁩니다_日本語,만나서 기쁩니다_中文,만나서 기쁩니다_español
daily_hi_everyone_group_greeting,daily,routine,basic,"casual,home",greeting,오늘 집에서 이웃에게 '모두 안녕하세요'라고 말했어요.,This morning I said 'Hi everyone' to my neighbor at home.,今朝、家で모두 안녕하세요_日本語と声をかけました。,今天早上在家对家人说了모두 안녕하세요_中文。,Esta mañana en casa dije 모두 안녕하세요_español.,모두 안녕하세요,Hi everyone,모두 안녕하세요_日本語,모두 안녕하세요_中文,모두 안녕하세요_español
daily_greetings_formal_greeting,daily,routine,basic,"casual,home",greeting,오늘 집에서 이웃에게 '인사드립니다'라고 말했어요.,This morning I said 'Greetings' to my neighbor at home.,今朝、家で인사드립니다_日本語と声をかけました。,今天早上在家对家人说了인사드립니다_中文。,Esta mañana en casa dije 인사드립니다_español.,인사드립니다,Greetings,인사드립니다_日本語,인사드립니다_中文,인사드립니다_español
daily_good_to_see_you_reunion_polite,daily,routine,basic,"casual,home",greeting,오늘 집에서 이웃에게 '뵙게 되어 반갑습니다'라고 말했어요.,This morning I said 'Good to see you' to my neighbor at home.,今朝、家で뵙게 되어 반갑습니다_日本語と声をかけました。,今天早上在家对家人说了뵙게 되어 반갑습니다_中文。,Esta mañana en casa dije 뵙게 되어 반갑습니다_español.,뵙게 되어 반갑습니다,Good to see you,뵙게 되어 반갑습니다_日本語,뵙게 되어 반갑습니다_中文,뵙게 되어 반갑습니다_español
daily_welcome_home_home_welcome,daily,routine,basic,"casual,home",greeting,오늘 집에서 이웃에게 '집에 오신 걸 환영해요'라고 말했어요.,This morning I said 'Welcome home' to my neighbor at home.,今朝、家で집에 오신 걸 환영해요_日本語と声をかけました。,今天早上在家对家人说了집에 오신 걸 환영해요_中文。,Esta mañana en casa dije 집에 오신 걸 환영해요_español.,집에 오신 걸 환영해요,Welcome home,집에 오신 걸 환영해요_日本語,집에 오신 걸 환영해요_中文,집에 오신 걸 환영해요_español
daily_greeting_greeting_concept,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 인사로 시작했어요.,We began the day with a warm Greeting at home.,今朝、家で인사_日本語と声をかけました。,今天早上在家对家人说了인사_中文。,Esta mañana en casa dije 인사_español.,인사,Greeting,인사_日本語,인사_中文,인사_español
daily_handshake_gesture,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 악수로 시작했어요.,We began the day with a warm Handshake at home.,今朝、家で악수_日本語と声をかけました。,今天早上在家对家人说了악수_中文。,Esta mañana en casa dije 악수_español.,악수,Handshake,악수_日本語,악수_中文,악수_español
daily_bow_gesture,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 절로 시작했어요.,We began the day with a warm Bow at home.,今朝、家で절_日本語と声をかけました。,今天早上在家对家人说了절_中文。,Esta mañana en casa dije 절_español.,절,Bow,절_日本語,절_中文,절_español
daily_smile_expression,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 미소로 시작했어요.,We began the day with a warm Smile at home.,今朝、家で미소_日本語と声をかけました。,今天早上在家对家人说了미소_中文。,Esta mañana en casa dije 미소_español.,미소,Smile,미소_日本語,미소_中文,미소_español
daily_introduction_first_meeting,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 소개로 시작했어요.,We began the day with a warm Introduction at home.,今朝、家で소개_日本語と声をかけました。,今天早上在家对家人说了소개_中文。,Esta mañana en casa dije 소개_español.,소개,Introduction,소개_日本語,소개_中文,소개_español
daily_courtesy_manner,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 예의로 시작했어요.,We began the day with a warm Courtesy at home.,今朝、家で예의_日本語と声をかけました。,今天早上在家对家人说了예의_中文。,Esta mañana en casa dije 예의_español.,예의,Courtesy,예의_日本語,예의_中文,예의_español
daily_respect_manner,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 존중로 시작했어요.,We began the day with a warm Respect at home.,今朝、家で존중_日本語と声をかけました。,今天早上在家对家人说了존중_中文。,Esta mañana en casa dije 존중_español.,존중,Respect,존중_日本語,존중_中文,존중_español
daily_salutation_formal_salute,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 경례로 시작했어요.,We began the day with a warm Salutation at home.,今朝、家で경례_日本語と声をかけました。,今天早上在家对家人说了경례_中文。,Esta mañana en casa dije 경례_español.,경례,Salutation,경례_日本語,경례_中文,경례_español
daily_politeness_manner,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 공손함로 시작했어요.,We began the day with a warm Politeness at home.,今朝、家で공손함_日本語と声をかけました。,今天早上在家对家人说了공손함_中文。,Esta mañana en casa dije 공손함_español.,공손함,Politeness,공손함_日本語,공손함_中文,공손함_español
daily_hospitality_welcome,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 환대로 시작했어요.,We began the day with a warm Hospitality at home.,今朝、家で환대_日本語と声をかけました。,今天早上在家对家人说了환대_中文。,Esta mañana en casa dije 환대_español.,환대,Hospitality,환대_日本語,환대_中文,환대_español
daily_reunion_meeting_again,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 재회로 시작했어요.,We began the day with a warm Reunion at home.,今朝、家で재회_日本語と声をかけました。,今天早上在家对家人说了재회_中文。,Esta mañana en casa dije 재회_español.,재회,Reunion,재회_日本語,재회_中文,재회_español
daily_small_talk_icebreaker,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 잡담로 시작했어요.,We began the day with a warm Small talk at home.,今朝、家で잡담_日本語と声をかけました。,今天早上在家对家人说了잡담_中文。,Esta mañana en casa dije 잡담_español.,잡담,Small talk,잡담_日本語,잡담_中文,잡담_español
daily_first_meeting_start,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 첫만남로 시작했어요.,We began the day with a warm First meeting at home.,今朝、家で첫만남_日本語と声をかけました。,今天早上在家对家人说了첫만남_中文。,Esta mañana en casa dije 첫만남_español.,첫만남,First meeting,첫만남_日本語,첫만남_中文,첫만남_español
daily_farewell_goodbye,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 작별로 시작했어요.,We began the day with a warm Farewell at home.,今朝、家で작별_日本語と声をかけました。,今天早上在家对家人说了작별_中文。,Esta mañana en casa dije 작별_español.,작별,Farewell,작별_日本語,작별_中文,작별_español
daily_icebreaker_breaker,daily,routine,basic,"casual,home",greeting,오늘 아침은 따뜻한 아이스브레이커로 시작했어요.,We began the day with a warm Icebreaker at home.,今朝、家で아이스브레이커_日本語と声をかけました。,今天早上在家对家人说了아이스브레이커_中文。,Esta mañana en casa dije 아이스브레이커_español.,아이스브레이커,Icebreaker,아이스브레이커_日本語,아이스브레이커_中文,아이스브레이커_español
daily_greet_action,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 인사하다.,I always Greet before starting a conversation at home.,今朝、家で인사하다_日本語と声をかけました。,今天早上在家对家人说了인사하다_中文。,Esta mañana en casa dije 인사하다_español.,인사하다,Greet,인사하다_日本語,인사하다_中文,인사하다_español
daily_meet_meet,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 만나다.,I always Meet before starting a conversation at home.,今朝、家で만나다_日本語と声をかけました。,今天早上在家对家人说了만나다_中文。,Esta mañana en casa dije 만나다_español.,만나다,Meet,만나다_日本語,만나다_中文,만나다_español
daily_introduce_introduce,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 소개하다.,I always Introduce before starting a conversation at home.,今朝、家で소개하다_日本語と声をかけました。,今天早上在家对家人说了소개하다_中文。,Esta mañana en casa dije 소개하다_español.,소개하다,Introduce,소개하다_日本語,소개하다_中文,소개하다_español
daily_welcome_back_welcome,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 다시 환영하다.,I always Welcome back before starting a conversation at home.,今朝、家で다시 환영하다_日本語と声をかけました。,今天早上在家对家人说了다시 환영하다_中文。,Esta mañana en casa dije 다시 환영하다_español.,다시 환영하다,Welcome back,다시 환영하다_日本語,다시 환영하다_中文,다시 환영하다_español
daily_wave_gesture,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 손을 흔들다.,I always Wave before starting a conversation at home.,今朝、家で손을 흔들다_日本語と声をかけました。,今天早上在家对家人说了손을 흔들다_中文。,Esta mañana en casa dije 손을 흔들다_español.,손을 흔들다,Wave,손을 흔들다_日本語,손을 흔들다_中文,손을 흔들다_español
daily_smile_verb_expression,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 미소짓다.,I always Smile verb before starting a conversation at home.,今朝、家で미소짓다_日本語と声をかけました。,今天早上在家对家人说了미소짓다_中文。,Esta mañana en casa dije 미소짓다_español.,미소짓다,Smile verb,미소짓다_日本語,미소짓다_中文,미소짓다_español
daily_nod_gesture,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 고개를 끄덕이다.,I always Nod before starting a conversation at home.,今朝、家で고개를 끄덕이다_日本語と声をかけました。,今天早上在家对家人说了고개를 끄덕이다_中文。,Esta mañana en casa dije 고개를 끄덕이다_español.,고개를 끄덕이다,Nod,고개를 끄덕이다_日本語,고개를 끄덕이다_中文,고개를 끄덕이다_español
daily_shake_hands_gesture,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 악수하다.,I always Shake hands before starting a conversation at home.,今朝、家で악수하다_日本語と声をかけました。,今天早上在家对家人说了악수하다_中文。,Esta mañana en casa dije 악수하다_español.,악수하다,Shake hands,악수하다_日本語,악수하다_中文,악수하다_español
daily_bow_verb_gesture,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 절하다.,I always Bow verb before starting a conversation at home.,今朝、家で절하다_日本語と声をかけました。,今天早上在家对家人说了절하다_中文。,Esta mañana en casa dije 절하다_español.,절하다,Bow verb,절하다_日本語,절하다_中文,절하다_español
daily_say_hello_utterance,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 '안녕하세요'라고 말하다.,I always Say hello before starting a conversation at home.,今朝、家で'안녕하세요'라고 말하다_日本語と声をかけました。,今天早上在家对家人说了'안녕하세요'라고 말하다_中文。,Esta mañana en casa dije '안녕하세요'라고 말하다_español.,'안녕하세요'라고 말하다,Say hello,'안녕하세요'라고 말하다_日本語,'안녕하세요'라고 말하다_中文,'안녕하세요'라고 말하다_español
daily_ask_how_are_you_utterance,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 안부를 묻다.,I always Ask how are you before starting a conversation at home.,今朝、家で안부를 묻다_日本語と声をかけました。,今天早上在家对家人说了안부를 묻다_中文。,Esta mañana en casa dije 안부를 묻다_español.,안부를 묻다,Ask how are you,안부를 묻다_日本語,안부를 묻다_中文,안부를 묻다_español
daily_respond_im_fine_reply,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 괜찮다고 답하다.,I always Respond im fine before starting a conversation at home.,今朝、家で괜찮다고 답하다_日本語と声をかけました。,今天早上在家对家人说了괜찮다고 답하다_中文。,Esta mañana en casa dije 괜찮다고 답하다_español.,괜찮다고 답하다,Respond im fine,괜찮다고 답하다_日本語,괜찮다고 답하다_中文,괜찮다고 답하다_español
daily_start_conversation_start,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 대화를 시작하다.,I always Start conversation before starting a conversation at home.,今朝、家で대화를 시작하다_日本語と声をかけました。,今天早上在家对家人说了대화를 시작하다_中文。,Esta mañana en casa dije 대화를 시작하다_español.,대화를 시작하다,Start conversation,대화를 시작하다_日本語,대화를 시작하다_中文,대화를 시작하다_español
daily_make_small_talk_icebreaker,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 가벼운 대화를 나누다.,I always Make small talk before starting a conversation at home.,今朝、家で가벼운 대화를 나누다_日本語と声をかけました。,今天早上在家对家人说了가벼운 대화를 나누다_中文。,Esta mañana en casa dije 가벼운 대화를 나누다_español.,가벼운 대화를 나누다,Make small talk,가벼운 대화를 나누다_日本語,가벼운 대화를 나누다_中文,가벼운 대화를 나누다_español
daily_check_in_on_you_care,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 안부를 확인하다.,I always Check in on you before starting a conversation at home.,今朝、家で안부를 확인하다_日本語と声をかけました。,今天早上在家对家人说了안부를 확인하다_中文。,Esta mañana en casa dije 안부를 확인하다_español.,안부를 확인하다,Check in on you,안부를 확인하다_日本語,안부를 확인하다_中文,안부를 확인하다_español
daily_wish_good_day_wish,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 좋은 하루를 빌다.,I always Wish good day before starting a conversation at home.,今朝、家で좋은 하루를 빌다_日本語と声をかけました。,今天早上在家对家人说了좋은 하루를 빌다_中文。,Esta mañana en casa dije 좋은 하루를 빌다_español.,좋은 하루를 빌다,Wish good day,좋은 하루를 빌다_日本語,좋은 하루를 빌다_中文,좋은 하루를 빌다_español
daily_wish_good_night_wish,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 좋은 밤을 빌다.,I always Wish good night before starting a conversation at home.,今朝、家で좋은 밤을 빌다_日本語と声をかけました。,今天早上在家对家人说了좋은 밤을 빌다_中文。,Esta mañana en casa dije 좋은 밤을 빌다_español.,좋은 밤을 빌다,Wish good night,좋은 밤을 빌다_日本語,좋은 밤을 빌다_中文,좋은 밤을 빌다_español
daily_compliment_praise,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 칭찬하다.,I always Compliment before starting a conversation at home.,今朝、家で칭찬하다_日本語と声をかけました。,今天早上在家对家人说了칭찬하다_中文。,Esta mañana en casa dije 칭찬하다_español.,칭찬하다,Compliment,칭찬하다_日本語,칭찬하다_中文,칭찬하다_español
daily_thank_for_coming_thanks,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 와줘서 고맙다고 말하다.,I always Thank for coming before starting a conversation at home.,今朝、家で와줘서 고맙다고 말하다_日本語と声をかけました。,今天早上在家对家人说了와줘서 고맙다고 말하다_中文。,Esta mañana en casa dije 와줘서 고맙다고 말하다_español.,와줘서 고맙다고 말하다,Thank for coming,와줘서 고맙다고 말하다_日本語,와줘서 고맙다고 말하다_中文,와줘서 고맙다고 말하다_español
daily_welcome_verb_welcome,daily,routine,basic,"casual,home",greeting,저는 현관에서 먼저 환영하다.,I always Welcome verb before starting a conversation at home.,今朝、家で환영하다_日本語と声をかけました。,今天早上在家对家人说了환영하다_中文。,Esta mañana en casa dije 환영하다_español.,환영하다,Welcome verb,환영하다_日本語,환영하다_中文,환영하다_español
