concept_id,domain,category,difficulty,situation,purpose,korean_title,korean_structure,korean_description,korean_example,english_title,english_structure,english_description,english_example,japanese_title,japanese_structure,japanese_description,japanese_example,chinese_title,chinese_structure,chinese_description,chinese_example,spanish_title,spanish_structure,spanish_description,spanish_example,korean_word,english_word,japanese_word,chinese_word,spanish_word
daily_pleasure_to_meet_you_polite_meeting,daily,routine,basic,"casual,home",greeting,'만나서 기쁩니다' 인사,감탄사 + 인사,처음 인사할 때 '만나서 기쁩니다'를 사용하는 구조,처음 만날 때는 '만나서 기쁩니다'라고 자연스럽게 건네세요.,Greeting: Pleasure to meet you,Interjection + greeting,Using Pleasure to meet you as a polite greeting,Use 'Pleasure to meet you' when greeting someone politely at home.,만나서 기쁩니다_日本語の使い方,挨拶 + 만나서 기쁩니다_日本語,挨拶で만나서 기쁩니다_日本語を使う方法,最初に만나서 기쁩니다_日本語と言います。,만나서 기쁩니다_中文的用法,问候 + 만나서 기쁩니다_中文,在问候时使用만나서 기쁩니다_中文的方法,首先说만나서 기쁩니다_中文。,Uso de 만나서 기쁩니다_español,Saludo + 만나서 기쁩니다_español,Cómo usar 만나서 기쁩니다_español en los saludos,Primero digo 만나서 기쁩니다_español.,만나서 기쁩니다,Pleasure to meet you,만나서 기쁩니다_日本語,만나서 기쁩니다_中文,만나서 기쁩니다_español
daily_hi_everyone_group_greeting,daily,routine,basic,"casual,home",greeting,'모두 안녕하세요' 인사,감탄사 + 인사,처음 인사할 때 '모두 안녕하세요'를 사용하는 구조,처음 만날 때는 '모두 안녕하세요'라고 자연스럽게 건네세요.,Greeting: Hi everyone,Interjection + greeting,Using Hi everyone as a polite greeting,Use 'Hi everyone' when greeting someone politely at home.,모두 안녕하세요_日本語の使い方,挨拶 + 모두 안녕하세요_日本語,挨拶で모두 안녕하세요_日本語を使う方法,最初に모두 안녕하세요_日本語と言います。,모두 안녕하세요_中文的用法,问候 + 모두 안녕하세요_中文,在问候时使用모두 안녕하세요_中文的方法,首先说모두 안녕하세요_中文。,Uso de 모두 안녕하세요_español,Saludo + 모두 안녕하세요_español,Cómo usar 모두 안녕하세요_español en los saludos,Primero digo 모두 안녕하세요_español.,모두 안녕하세요,Hi everyone,모두 안녕하세요_日本語,모두 안녕하세요_中文,모두 안녕하세요_español
daily_greetings_formal_greeting,daily,routine,basic,"casual,home",greeting,'인사드립니다' 인사,감탄사 + 인사,처음 인사할 때 '인사드립니다'를 사용하는 구조,처음 만날 때는 '인사드립니다'라고 자연스럽게 건네세요.,Greeting: Greetings,Interjection + greeting,Using Greetings as a polite greeting,Use 'Greetings' when greeting someone politely at home.,인사드립니다_日本語の使い方,挨拶 + 인사드립니다_日本語,挨拶で인사드립니다_日本語を使う方法,最初に인사드립니다_日本語と言います。,인사드립니다_中文的用法,问候 + 인사드립니다_中文,在问候时使用인사드립니다_中文的方法,首先说인사드립니다_中文。,Uso de 인사드립니다_español,Saludo + 인사드립니다_español,Cómo usar 인사드립니다_español en los saludos,Primero digo 인사드립니다_español.,인사드립니다,Greetings,인사드립니다_日本語,인사드립니다_中文,인사드립니다_español
daily_good_to_see_you_reunion_polite,daily,routine,basic,"casual,home",greeting,'뵙게 되어 반갑습니다' 인사,감탄사 + 인사,처음 인사할 때 '뵙게 되어 반갑습니다'를 사용하는 구조,처음 만날 때는 '뵙게 되어 반갑습니다'라고 자연스럽게 건네세요.,Greeting: Good to see you,Interjection + greeting,Using Good to see you as a polite greeting,Use 'Good to see you' when greeting someone politely at home.,뵙게 되어 반갑습니다_日本語の使い方,挨拶 + 뵙게 되어 반갑습니다_日本語,挨拶で뵙게 되어 반갑습니다_日本語を使う方法,最初に뵙게 되어 반갑습니다_日本語と言います。,뵙게 되어 반갑습니다_中文的用法,问候 + 뵙게 되어 반갑습니다_中文,在问候时使用뵙게 되어 반갑습니다_中文的方法,首先说뵙게 되어 반갑습니다_中文。,Uso de 뵙게 되어 반갑습니다_español,Saludo + 뵙게 되어 반갑습니다_español,Cómo usar 뵙게 되어 반갑습니다_español en los saludos,Primero digo 뵙게 되어 반갑습니다_español.,뵙게 되어 반갑습니다,Good to see you,뵙게 되어 반갑습니다_日本語,뵙게 되어 반갑습니다_中文,뵙게 되어 반갑습니다_español
daily_welcome_home_home_welcome,daily,routine,basic,"casual,home",greeting,'집에 오신 걸 환영해요' 인사,감탄사 + 인사,처음 인사할 때 '집에 오신 걸 환영해요'를 사용하는 구조,처음 만날 때는 '집에 오신 걸 환영해요'라고 자연스럽게 건네세요.,Greeting: Welcome home,Interjection + greeting,Using Welcome home as a polite greeting,Use 'Welcome home' when greeting someone politely at home.,집에 오신 걸 환영해요_日本語の使い方,挨拶 + 집에 오신 걸 환영해요_日本語,挨拶で집에 오신 걸 환영해요_日本語を使う方法,最初に집에 오신 걸 환영해요_日本語と言います。,집에 오신 걸 환영해요_中文的用法,问候 + 집에 오신 걸 환영해요_中文,在问候时使用집에 오신 걸 환영해요_中文的方法,首先说집에 오신 걸 환영해요_中文。,Uso de 집에 오신 걸 환영해요_español,Saludo + 집에 오신 걸 환영해요_español,Cómo usar 집에 오신 걸 환영해요_español en los saludos,Primero digo 집에 오신 걸 환영해요_español.,집에 오신 걸 환영해요,Welcome home,집에 오신 걸 환영해요_日本語,집에 오신 걸 환영해요_中文,집에 오신 걸 환영해요_español
daily_greeting_greeting_concept,daily,routine,basic,"casual,home",greeting,인사 구성,형용사 + 인사,인사 상황에서 인사를 배치하는 방법,정중한 자리에서는 인사 뒤에 존댓말을 붙입니다.,The Greeting,Adjective + Greeting,How to place the Greeting in greetings,"In formal greetings, place the Greeting before the name.",인사_日本語の使い方,挨拶 + 인사_日本語,挨拶で인사_日本語を使う方法,最初に인사_日本語と言います。,인사_中文的用法,问候 + 인사_中文,在问候时使用인사_中文的方法,首先说인사_中文。,Uso de 인사_español,Saludo + 인사_español,Cómo usar 인사_español en los saludos,Primero digo 인사_español.,인사,Greeting,인사_日本語,인사_中文,인사_español
daily_handshake_gesture,daily,routine,basic,"casual,home",greeting,악수 구성,형용사 + 악수,인사 상황에서 악수를 배치하는 방법,정중한 자리에서는 악수 뒤에 존댓말을 붙입니다.,The Handshake,Adjective + Handshake,How to place the Handshake in greetings,"In formal greetings, place the Handshake before the name.",악수_日本語の使い方,挨拶 + 악수_日本語,挨拶で악수_日本語を使う方法,最初に악수_日本語と言います。,악수_中文的用法,问候 + 악수_中文,在问候时使用악수_中文的方法,首先说악수_中文。,Uso de 악수_español,Saludo + 악수_español,Cómo usar 악수_español en los saludos,Primero digo 악수_español.,악수,Handshake,악수_日本語,악수_中文,악수_español
daily_bow_gesture,daily,routine,basic,"casual,home",greeting,절 구성,형용사 + 절,인사 상황에서 절를 배치하는 방법,정중한 자리에서는 절 뒤에 존댓말을 붙입니다.,The Bow,Adjective + Bow,How to place the Bow in greetings,"In formal greetings, place the Bow before the name.",절_日本語の使い方,挨拶 + 절_日本語,挨拶で절_日本語を使う方法,最初に절_日本語と言います。,절_中文的用法,问候 + 절_中文,在问候时使用절_中文的方法,首先说절_中文。,Uso de 절_español,Saludo + 절_español,Cómo usar 절_español en los saludos,Primero digo 절_español.,절,Bow,절_日本語,절_中文,절_español
daily_smile_expression,daily,routine,basic,"casual,home",greeting,미소 구성,형용사 + 미소,인사 상황에서 미소를 배치하는 방법,정중한 자리에서는 미소 뒤에 존댓말을 붙입니다.,The Smile,Adjective + Smile,How to place the Smile in greetings,"In formal greetings, place the Smile before the name.",미소_日本語の使い方,挨拶 + 미소_日本語,挨拶で미소_日本語を使う方法,最初に미소_日本語と言います。,미소_中文的用法,问候 + 미소_中文,在问候时使用미소_中文的方法,首先说미소_中文。,Uso de 미소_español,Saludo + 미소_español,Cómo usar 미소_español en los saludos,Primero digo 미소_español.,미소,Smile,미소_日本語,미소_中文,미소_español
daily_introduction_first_meeting,daily,routine,basic,"casual,home",greeting,소개 구성,형용사 + 소개,인사 상황에서 소개를 배치하는 방법,정중한 자리에서는 소개 뒤에 존댓말을 붙입니다.,The Introduction,Adjective + Introduction,How to place the Introduction in greetings,"In formal greetings, place the Introduction before the name.",소개_日本語の使い方,挨拶 + 소개_日本語,挨拶で소개_日本語を使う方法,最初に소개_日本語と言います。,소개_中文的用法,问候 + 소개_中文,在问候时使用소개_中文的方法,首先说소개_中文。,Uso de 소개_español,Saludo + 소개_español,Cómo usar 소개_español en los saludos,Primero digo 소개_español.,소개,Introduction,소개_日本語,소개_中文,소개_español
daily_courtesy_manner,daily,routine,basic,"casual,home",greeting,예의 구성,형용사 + 예의,인사 상황에서 예의를 배치하는 방법,정중한 자리에서는 예의 뒤에 존댓말을 붙입니다.,The Courtesy,Adjective + Courtesy,How to place the Courtesy in greetings,"In formal greetings, place the Courtesy before the name.",예의_日本語の使い方,挨拶 + 예의_日本語,挨拶で예의_日本語を使う方法,最初に예의_日本語と言います。,예의_中文的用法,问候 + 예의_中文,在问候时使用예의_中文的方法,首先说예의_中文。,Uso de 예의_español,Saludo + 예의_español,Cómo usar 예의_español en los saludos,Primero digo 예의_español.,예의,Courtesy,예의_日本語,예의_中文,예의_español
daily_respect_manner,daily,routine,basic,"casual,home",greeting,존중 구성,형용사 + 존중,인사 상황에서 존중를 배치하는 방법,정중한 자리에서는 존중 뒤에 존댓말을 붙입니다.,The Respect,Adjective + Respect,How to place the Respect in greetings,"In formal greetings, place the Respect before the name.",존중_日本語の使い方,挨拶 + 존중_日本語,挨拶で존중_日本語を使う方法,最初に존중_日本語と言います。,존중_中文的用法,问候 + 존중_中文,在问候时使用존중_中文的方法,首先说존중_中文。,Uso de 존중_español,Saludo + 존중_español,Cómo usar 존중_español en los saludos,Primero digo 존중_español.,존중,Respect,존중_日本語,존중_中文,존중_español
daily_salutation_formal_salute,daily,routine,basic,"casual,home",greeting,경례 구성,형용사 + 경례,인사 상황에서 경례를 배치하는 방법,정중한 자리에서는 경례 뒤에 존댓말을 붙입니다.,The Salutation,Adjective + Salutation,How to place the Salutation in greetings,"In formal greetings, place the Salutation before the name.",경례_日本語の使い方,挨拶 + 경례_日本語,挨拶で경례_日本語を使う方法,最初に경례_日本語と言います。,경례_中文的用法,问候 + 경례_中文,在问候时使用경례_中文的方法,首先说경례_中文。,Uso de 경례_español,Saludo + 경례_español,Cómo usar 경례_español en los saludos,Primero digo 경례_español.,경례,Salutation,경례_日本語,경례_中文,경례_español
daily_politeness_manner,daily,routine,basic,"casual,home",greeting,공손함 구성,형용사 + 공손함,인사 상황에서 공손함를 배치하는 방법,정중한 자리에서는 공손함 뒤에 존댓말을 붙입니다.,The Politeness,Adjective + Politeness,How to place the Politeness in greetings,"In formal greetings, place the Politeness before the name.",공손함_日本語の使い方,挨拶 + 공손함_日本語,挨拶で공손함_日本語を使う方法,最初に공손함_日本語と言います。,공손함_中文的用法,问候 + 공손함_中文,在问候时使用공손함_中文的方法,首先说공손함_中文。,Uso de 공손함_español,Saludo + 공손함_español,Cómo usar 공손함_español en los saludos,Primero digo 공손함_español.,공손함,Politeness,공손함_日本語,공손함_中文,공손함_español
daily_hospitality_welcome,daily,routine,basic,"casual,home",greeting,환대 구성,형용사 + 환대,인사 상황에서 환대를 배치하는 방법,정중한 자리에서는 환대 뒤에 존댓말을 붙입니다.,The Hospitality,Adjective + Hospitality,How to place the Hospitality in greetings,"In formal greetings, place the Hospitality before the name.",환대_日本語の使い方,挨拶 + 환대_日本語,挨拶で환대_日本語を使う方法,最初に환대_日本語と言います。,환대_中文的用法,问候 + 환대_中文,在问候时使用환대_中文的方法,首先说환대_中文。,Uso de 환대_español,Saludo + 환대_español,Cómo usar 환대_español en los saludos,Primero digo 환대_español.,환대,Hospitality,환대_日本語,환대_中文,환대_español
daily_reunion_meeting_again,daily,routine,basic,"casual,home",greeting,재회 구성,형용사 + 재회,인사 상황에서 재회를 배치하는 방법,정중한 자리에서는 재회 뒤에 존댓말을 붙입니다.,The Reunion,Adjective + Reunion,How to place the Reunion in greetings,"In formal greetings, place the Reunion before the name.",재회_日本語の使い方,挨拶 + 재회_日本語,挨拶で재회_日本語を使う方法,最初に재회_日本語と言います。,재회_中文的用法,问候 + 재회_中文,在问候时使用재회_中文的方法,首先说재회_中文。,Uso de 재회_español,Saludo + 재회_español,Cómo usar 재회_español en los saludos,Primero digo 재회_español.,재회,Reunion,재회_日本語,재회_中文,재회_español
daily_small_talk_icebreaker,daily,routine,basic,"casual,home",greeting,잡담 구성,형용사 + 잡담,인사 상황에서 잡담를 배치하는 방법,정중한 자리에서는 잡담 뒤에 존댓말을 붙입니다.,The Small talk,Adjective + Small talk,How to place the Small talk in greetings,"In formal greetings, place the Small talk before the name.",잡담_日本語の使い方,挨拶 + 잡담_日本語,挨拶で잡담_日本語を使う方法,最初に잡담_日本語と言います。,잡담_中文的用法,问候 + 잡담_中文,在问候时使用잡담_中文的方法,首先说잡담_中文。,Uso de 잡담_español,Saludo + 잡담_español,Cómo usar 잡담_español en los saludos,Primero digo 잡담_español.,잡담,Small talk,잡담_日本語,잡담_中文,잡담_español
daily_first_meeting_start,daily,routine,basic,"casual,home",greeting,첫만남 구성,형용사 + 첫만남,인사 상황에서 첫만남를 배치하는 방법,정중한 자리에서는 첫만남 뒤에 존댓말을 붙입니다.,The First meeting,Adjective + First meeting,How to place the First meeting in greetings,"In formal greetings, place the First meeting before the name.",첫만남_日本語の使い方,挨拶 + 첫만남_日本語,挨拶で첫만남_日本語を使う方法,最初に첫만남_日本語と言います。,첫만남_中文的用法,问候 + 첫만남_中文,在问候时使用첫만남_中文的方法,首先说첫만남_中文。,Uso de 첫만남_español,Saludo + 첫만남_español,Cómo usar 첫만남_español en los saludos,Primero digo 첫만남_español.,첫만남,First meeting,첫만남_日本語,첫만남_中文,첫만남_español
daily_farewell_goodbye,daily,routine,basic,"casual,home",greeting,작별 구성,형용사 + 작별,인사 상황에서 작별를 배치하는 방법,정중한 자리에서는 작별 뒤에 존댓말을 붙입니다.,The Farewell,Adjective + Farewell,How to place the Farewell in greetings,"In formal greetings, place the Farewell before the name.",작별_日本語の使い方,挨拶 + 작별_日本語,挨拶で작별_日本語を使う方法,最初に작별_日本語と言います。,작별_中文的用法,问候 + 작별_中文,在问候时使用작별_中文的方法,首先说작별_中文。,Uso de 작별_español,Saludo + 작별_español,Cómo usar 작별_español en los saludos,Primero digo 작별_español.,작별,Farewell,작별_日本語,작별_中文,작별_español
daily_icebreaker_breaker,daily,routine,basic,"casual,home",greeting,아이스브레이커 구성,형용사 + 아이스브레이커,인사 상황에서 아이스브레이커를 배치하는 방법,정중한 자리에서는 아이스브레이커 뒤에 존댓말을 붙입니다.,The Icebreaker,Adjective + Icebreaker,How to place the Icebreaker in greetings,"In formal greetings, place the Icebreaker before the name.",아이스브레이커_日本語の使い方,挨拶 + 아이스브레이커_日本語,挨拶で아이스브레이커_日本語を使う方法,最初に아이스브레이커_日本語と言います。,아이스브레이커_中文的用法,问候 + 아이스브레이커_中文,在问候时使用아이스브레이커_中文的方法,首先说아이스브레이커_中文。,Uso de 아이스브레이커_español,Saludo + 아이스브레이커_español,Cómo usar 아이스브레이커_español en los saludos,Primero digo 아이스브레이커_español.,아이스브레이커,Icebreaker,아이스브레이커_日本語,아이스브레이커_中文,아이스브레이커_español
daily_greet_action,daily,routine,basic,"casual,home",greeting,인사하다 사용법,주어 + 인사하다 (+ 목적어),만나자마자 인사하다하는 기본 문법,처음 만나면 손을 흔들고 인사하다.,Using Greet,Subject + Greet (+ object),Basic pattern to Greet in greetings,"In greetings, you can Greet and then ask a question.",인사하다_日本語の使い方,挨拶 + 인사하다_日本語,挨拶で인사하다_日本語を使う方法,最初に인사하다_日本語と言います。,인사하다_中文的用法,问候 + 인사하다_中文,在问候时使用인사하다_中文的方法,首先说인사하다_中文。,Uso de 인사하다_español,Saludo + 인사하다_español,Cómo usar 인사하다_español en los saludos,Primero digo 인사하다_español.,인사하다,Greet,인사하다_日本語,인사하다_中文,인사하다_español
daily_meet_meet,daily,routine,basic,"casual,home",greeting,만나다 사용법,주어 + 만나다 (+ 목적어),만나자마자 만나다하는 기본 문법,처음 만나면 손을 흔들고 만나다.,Using Meet,Subject + Meet (+ object),Basic pattern to Meet in greetings,"In greetings, you can Meet and then ask a question.",만나다_日本語の使い方,挨拶 + 만나다_日本語,挨拶で만나다_日本語を使う方法,最初に만나다_日本語と言います。,만나다_中文的用法,问候 + 만나다_中文,在问候时使用만나다_中文的方法,首先说만나다_中文。,Uso de 만나다_español,Saludo + 만나다_español,Cómo usar 만나다_español en los saludos,Primero digo 만나다_español.,만나다,Meet,만나다_日本語,만나다_中文,만나다_español
daily_introduce_introduce,daily,routine,basic,"casual,home",greeting,소개하다 사용법,주어 + 소개하다 (+ 목적어),만나자마자 소개하다하는 기본 문법,처음 만나면 손을 흔들고 소개하다.,Using Introduce,Subject + Introduce (+ object),Basic pattern to Introduce in greetings,"In greetings, you can Introduce and then ask a question.",소개하다_日本語の使い方,挨拶 + 소개하다_日本語,挨拶で소개하다_日本語を使う方法,最初に소개하다_日本語と言います。,소개하다_中文的用法,问候 + 소개하다_中文,在问候时使用소개하다_中文的方法,首先说소개하다_中文。,Uso de 소개하다_español,Saludo + 소개하다_español,Cómo usar 소개하다_español en los saludos,Primero digo 소개하다_español.,소개하다,Introduce,소개하다_日本語,소개하다_中文,소개하다_español
daily_welcome_back_welcome,daily,routine,basic,"casual,home",greeting,다시 환영하다 사용법,주어 + 다시 환영하다 (+ 목적어),만나자마자 다시 환영하다하는 기본 문법,처음 만나면 손을 흔들고 다시 환영하다.,Using Welcome back,Subject + Welcome back (+ object),Basic pattern to Welcome back in greetings,"In greetings, you can Welcome back and then ask a question.",다시 환영하다_日本語の使い方,挨拶 + 다시 환영하다_日本語,挨拶で다시 환영하다_日本語を使う方法,最初に다시 환영하다_日本語と言います。,다시 환영하다_中文的用法,问候 + 다시 환영하다_中文,在问候时使用다시 환영하다_中文的方法,首先说다시 환영하다_中文。,Uso de 다시 환영하다_español,Saludo + 다시 환영하다_español,Cómo usar 다시 환영하다_español en los saludos,Primero digo 다시 환영하다_español.,다시 환영하다,Welcome back,다시 환영하다_日本語,다시 환영하다_中文,다시 환영하다_español
